상가업소번호,법정동코드,지번본번지,지번부번지,상호명,지점명,상권_코드,균등분배_전용면적,리뷰수,별점,카페_추정매출
MA0106202406A2466294,1168010500,114.0,9.0,스타벅스,봉은사로선정릉,3120207,399.774471887381,107.0,4.04,132197161.84629354
MA0101202406A0577042,1168010800,232.0,16.0,더케이에프엔비이프유캔,,3120194,237.76382704374237,0.0,,179915354.78593272
MA0101202406A0127448,1144012500,114.0,15.0,시츠프로브,,3110558,176.60894684489634,12.0,4.1,43766606.257696606
MA010120220809290910,1121510500,610.0,2.0,커피앤버스,,3110154,169.11857220350512,11.0,2.625,42137182.77773873
MA0101202308A0103862,1168010100,678.0,23.0,엠엠티에이치일공사,,3120197,351.9479175592381,0.0,,577907593.6442745
MA010120220803779695,1120011500,279.0,46.0,투달러스커피,1호점,3110137,478.29788256521056,8.0,3.885,162638801.0939506
MA0101202209A0064171,1130510300,190.0,58.0,히치케이커,,3120076,79.93862901440544,56.0,5.0,93618489.00221518
MA010120220803883290,1129013300,966.0,124.0,펠리체,,3110284,99.40166063895086,5.0,4.12,
MA0106202301A1071476,1168010100,668.0,24.0,월광화커피,,3120197,290.66074004613034,0.0,,164456062.9860174
MA0101202308A0082206,1153010700,262.0,1.0,무인카페메일빈24,개봉점,3120124,83.38971561994724,0.0,,34330076.944061
MA010120220812268491,1111016800,187.0,7.0,카페오르다,,3110027,115.43741917560574,46.0,3.7,46368696.13740463
MA010120220800142131,1114011800,208.0,,어반스테이,,3120043,654.8522674365591,23.0,4.42,471643445.4126116
MA0101202305A0195863,1120011500,273.0,19.0,구테로이테성수센트럴키친,,3120052,426.3309028070561,327.0,4.1,194379841.97165155
MA010120220808372484,1171011100,39.0,,오즈컴퍼니,,3120233,411.82661387268035,0.0,,29648622.371517025
MA010120220812294604,1114010500,101.0,34.0,커피수공업,,3120031,64.66078990912584,392.0,4.14,433756090.27406496
MA010120220800216414,1144012400,482.0,39.0,카페인홀릭연남,,3110558,57.18933077607946,32.0,4.395,36015913.95117665
MA0101202406A0056911,1117011200,108.0,3.0,위켄드타운커피바,,3110068,102.29263789819518,0.0,,114309263.8690712
MA0101202306A0043728,1135010500,169.0,118.0,백억커피상계,노원점,3110428,98.68138743560408,18.0,5.0,68066532.03261974
MA010120220806592924,1114011800,17.0,3.0,공차숭례문점,,3120043,174.50325363148212,25.0,4.73,396162742.12471604
MA010120220805070203,1114014300,26.0,13.0,투썸플레이스장충점,,3120037,118.50336460344242,0.0,4.25,111250223.50574405
MA010120220808566499,1144012000,403.0,14.0,공차홍대,서교점,3120103,108.83709287167261,151.0,4.21,198868371.203589
MA010120220806546988,1150010200,509.0,9.0,카페소미,,3120112,78.38960406151237,0.0,4.73,96027218.19873525
MA0101202303A0011456,1120011500,277.0,97.0,매머드익스프레스성수,성원점,3110137,441.1367062619153,43.0,5.0,185707488.44062743
MA010120220803739215,1120011500,277.0,97.0,Cafelashower,,3110137,441.1367062619153,0.0,5.0,107677918.12683642
MA010120220810020653,1120011500,277.0,97.0,루트비커피,성수점,3110137,441.1367062619153,16.0,4.79,136712176.848247
MA0101202308A0010986,1130510300,567.0,9.0,소로카페,,3110337,265.9072922343829,6.0,3.5,125518748.22002503
MA0101202306A0011314,1130510300,567.0,9.0,디저트39,,3110337,265.9072922343829,17.0,1.9,132956089.86441292
MA010120220804982764,1144012300,396.0,29.0,코코부코,,3110544,47.73422782229462,161.0,4.65,39026574.601284236
MA010120220811983103,1165010100,894.0,21.0,겟잇커피,,3120164,164.3843905459862,32.0,4.720000000000001,164445923.58902222
MA010120220810384215,1114010200,155.0,,커피155,,3120026,30.495415157062535,0.0,4.38,82685256.40779363
MA0101202308A0025852,1114010200,155.0,,에슬로우커피,,3120026,30.495415157062535,0.0,4.58,82685256.40779363
MA0101202310A0026430,1114010200,155.0,,더벤티서울,시청점,3120026,30.495415157062535,18.0,4.0,118374481.2121935
MA010120220813042995,1174010700,516.0,29.0,소소한,,3111052,106.5419235356681,163.0,4.84,23348253.584883448
MA010120220803198304,1111017100,8.0,16.0,커피보더,,3120012,106.78017477898221,0.0,,92309183.02073193
MA010120220800300769,1165010100,448.0,5.0,카페아뜰리에,,3120160,89.56779133597533,0.0,4.53,104042267.89112177
MA010120220800039668,1111018400,274.0,1.0,제비꽃다방,,3110009,188.09107288893014,355.0,4.465,290365198.67994267
MA0101202210A0065861,1168010700,512.0,9.0,놀숲가로수길점,,3120178,369.9263569906891,0.0,3.5,129199993.54052287
MA0101202301A0093344,1165010200,13.0,13.0,바나프레소양재이안점,,3120179,117.61065556822078,7.0,4.5,100223937.34035479
MA0101202409A0194089,1154510100,550.0,9.0,아로케,,3120131,388.01240379574284,0.0,,27511688.46219808
MA0101202411A0125021,1154510100,550.0,9.0,커피볶는시골커피에이스가산,타워점,3120131,388.01240379574284,14.0,5.0,51195392.653378114
MA010120220814330726,1154510100,550.0,9.0,메머드익스프레스에이스가산,타워점,3120131,388.01240379574284,28.0,3.155,74879096.84455816
MA010120220806556818,1154510100,550.0,9.0,펄프커피,,3120131,388.01240379574284,0.0,,27511688.46219808
MA0101202305A0133240,1154510100,550.0,9.0,나이스카페인클럽가산에이스,타워점,3120131,388.01240379574284,16.0,5.0,54578778.966403835
MA010120220803100692,1154510100,550.0,9.0,컴포즈에이스가산,타워점,3120131,388.01240379574284,7.0,4.0,39353540.5577881
MA0101202303A0030621,1162010200,86.0,10.0,오르커피로스터스,,3120157,101.1134688280219,0.0,,90136254.84703477
MA010120220804999536,1154510200,1044.0,8.0,커피온유,,3110741,157.5799682202198,8.0,4.68,
MA0101202409A0167005,1150010500,774.0,11.0,남대문커피,,3120119,541.5533441671533,89.0,3.9000000000000004,46067590.50125386
MA010120220802510160,1132010700,502.0,15.0,스트릿넘버502,,3110404,127.7219954064638,4.0,4.625,10596323.28334086
MA010120220808376083,1159010200,7.0,87.0,이디야커피중앙대,후문점,3110836,118.8924031752849,30.0,4.445,63246644.595442235
MA010120220802956627,1114010500,197.0,,로스터리요정,,3001492,458.24836049699496,129.0,4.465,2252460526.2172923
MA010120220803630298,1114010500,197.0,,어컵오브,,3001492,458.24836049699496,0.0,4.43,1491380337.269251
MA010120220800128036,1114010500,197.0,,커피스탠드,,3001492,458.24836049699496,0.0,4.34,1491380337.269251
MA010120220800135989,1114010500,197.0,,아리스타커피,,3001492,458.24836049699496,14.0,3.775,1573978187.2326045
MA010120220800136549,1114010500,197.0,,모노치즈,을지로점,3001492,458.24836049699496,65.0,3.55,1874870354.9562488
MA0101202306A0043345,1117013100,732.0,33.0,위러브피플,,3120046,91.9045049089196,0.0,,131638840.23548615
MA0101202406A0270909,1114014000,18.0,,미오앤나나,,3120030,289.4069989387634,43.0,5.0,170775050.36081466
MA0101202209A0022868,1111016800,25.0,11.0,오드투디저트,,3120012,112.12125303642628,110.0,4.14,146421757.3728455
MA010120220800016838,1111015600,147.0,,보리수,,3120009,210.08791546640845,0.0,,263708127.8209346
MA010120220813039616,1111011000,45.0,2.0,나흐바,,3120002,18.42719660052297,433.0,4.0,269263152.7878422
MA010120220804116265,1174010700,495.0,4.0,르보땅,,3111061,140.8249344810519,23.0,5.0,21233882.091586743
MA010120220812526690,1168010100,690.0,3.0,아스테르,,3120199,282.339433403986,16.0,5.0,257830786.4603194
MA0101202301A0068497,1141011800,401.0,16.0,테이크백카페무인24시,,3110503,235.74987180890832,0.0,,44505674.49929225
MA010120220812341791,1171011300,23.0,8.0,그래요거거여점,,3111042,151.42637507490352,0.0,,17638502.88349515
MA0101202406A0365542,1162010200,543.0,1.0,폴커피,,3110855,107.8026317851013,43.0,4.4,27693686.295525257
MA0101202411A0143696,1141011700,133.0,30.0,애드리비툼,,3120093,124.31735515992924,0.0,,131242159.27806771
MA0101202305A0101061,1121510500,627.0,3.0,투오프,,3120056,1469.1512199339986,0.0,,121995139.26623352
MA0101202307A0064816,1111013300,142.0,1.0,청수당베이커리,,3120009,68.57712329204435,3458.0,3.945,799207343.7876054
MA010120220804947205,1168010100,637.0,24.0,노마드스튜디오,,3120197,383.9467117519349,0.0,3.0,183366924.83800635
MA010120220807949330,1171010200,29.0,,모카롯데월드몰점,,3120227,2500.439588955599,204.0,4.17,778379086.6025842
MA010120220806432998,1171010200,29.0,,고호재롯데월드몰점,,3120227,2500.439588955599,122.0,4.1,640727342.1044917
MA0101202305A0068347,1171010200,29.0,,피비쓰리매트블랙커피롯데월드점,,3120227,2500.439588955599,0.0,,435928405.1683052
MA010120220805354914,1171010200,29.0,,한국코아엔지니어링대중음악박물관카페,,3120227,2500.439588955599,0.0,,435928405.1683052
MA010120220803368700,1171010200,29.0,,묘사서울,,3120227,2500.439588955599,1052.0,3.965,2201899566.290176
MA0106202309A0963969,1171010200,29.0,,롯데컬처웍스롯데시네마월드타워,,3120227,2500.439588955599,0.0,3.4,435928405.1683052
MA010120220804816652,1171010200,29.0,,김영모과자점,,3120227,2500.439588955599,421.0,3.985,1142652605.579244
MA010120220804132396,1171010200,29.0,,프롬하츠커피롯데월드몰점,,3120227,2500.439588955599,92.0,3.705,590366947.7759212
MA0101202309A0059185,1171010200,29.0,,비지엔케어,잠실지점,3120227,2500.439588955599,0.0,,435928405.1683052
MA010120220810246923,1171010200,29.0,,노아스로스팅롯데에비뉴엘월드,타워점,3120227,2500.439588955599,339.0,4.140000000000001,1005000861.0811515
MA010120220813950506,1171010200,29.0,,어바웃,,3120227,2500.439588955599,16.0,3.915,462787282.1435428
MA010120220801246721,1171010200,29.0,,에르모소뷰티카페,,3120227,2500.439588955599,121.0,3.0,639048662.2935393
MA0106202304A0596893,1171010200,29.0,,폴바셋롯데월드몰점,,3120227,2500.439588955599,214.0,4.3149999999999995,795165884.7121079
MA010120220804827908,1171010200,29.0,,브레인파크아이엔씨지점커넥트투,,3120227,2500.439588955599,0.0,,435928405.1683052
MA0101202310A0093249,1171010200,29.0,,브리커피잠실롯데월드몰,,3120227,2500.439588955599,15.0,5.0,461108602.3325904
MA010120220803883928,1111012000,158.0,,심플,,3120003,183.50073345592813,0.0,,355537744.04925984
MA010120220812027040,1144010200,475.0,,투썸플레이스마포,공덕점,3110586,455.2572653289706,99.0,3.17,92906870.27464367
MA0101202411A0181410,1144010200,475.0,,호연리테일,,3110586,455.2572653289706,0.0,,52304136.13165003
MA010120220806814642,1144010200,475.0,,마시그래이마포,공덕점,3110586,455.2572653289706,11.0,4.6899999999999995,56815551.0364271
MA010120220804125217,1168010800,4.0,12.0,인타운커피,,3120178,55.47507278448127,84.0,4.71,163640717.5759843
MA0101202210A0042764,1153010100,338.0,,벌툰신도림역점,,3120128,872.2645596950939,0.0,2.9,145729310.31117785
MA010120220811809435,1153010100,338.0,,룽고커피,,3120128,872.2645596950939,0.0,4.5,145729310.31117785
MA0101202210A0005870,1153010100,338.0,,보은하다,,3120128,872.2645596950939,48.0,4.275,166906117.57031357
MA010120220800580270,1144010900,8.0,31.0,모노치즈,이대역점,3120096,182.35016559282968,0.0,4.6,100319152.63737416
MA0101202309A0002880,1141011700,128.0,26.0,잘루,,3110508,128.48949132664998,138.0,4.5,166438036.50144884
MA010120220806977982,1135010300,392.0,25.0,리아트,,3120084,186.12373801452253,0.0,,156927603.07252154
MA0101202411A0119784,1144012700,1654.0,,로스터리락온DMC,1호점,3120098,414.730369920121,0.0,,100940206.51054107
MA0101202409A0136909,1144012700,1654.0,,나이스카페인클럽,상암DMC점,3120098,414.730369920121,10.0,5.0,109964098.08117679
MA0106202406A2466105,1144012700,1654.0,,스타벅스,상암DMC,3120098,414.730369920121,126.0,4.34,214641240.30055118
MA010120220813837605,1162010200,1525.0,1.0,메가엠지씨커피대학점,,3120158,137.53460326815892,0.0,3.0,82782901.75888984
MA010120220803155548,1147010200,715.0,2.0,카페글렌,,3110620,71.10046325124196,0.0,4.26,15482942.307548374
MA010120220803077603,1154510100,345.0,29.0,매머드익스프레스대륭19차점,,3120131,1746.7685440253902,6.0,5.0,91685639.72140357
MA010120220808802121,1154510100,345.0,29.0,더웬즈빌,,3120131,1746.7685440253902,0.0,,81535480.7823264
MA010120220808657394,1154510100,345.0,29.0,라시쓰커피,,3120131,1746.7685440253902,13.0,4.785,103527491.81699358
MA0101202210A0047880,1154510300,837.0,35.0,크레페카페,,3110754,97.85367146826272,235.0,4.79,
MA0106202201A0636256,1168010500,77.0,15.0,탐앤탐스탐스커버리아셈,타워점,3120221,180.71607847490728,0.0,,70140118.26852162
MA0101202303A0075569,1168010800,113.0,18.0,퍼스트플로어,,3120203,109.02803621945317,20.0,5.0,139516758.6430284
MA010120220800156499,1121510900,359.0,16.0,오요서울,,3120054,66.28821285280831,0.0,,40726989.98230812
MA0101202409A0160663,1171010700,124.0,26.0,홍홍케이크in송파,,3120237,170.41871030671516,0.0,,61763953.533123374
MA0106202201A0153205,1168010800,34.0,21.0,커피빈논현동수면센터점,코리아,3120191,154.72342695690458,30.0,4.6,118044917.78513163
MA010120220814296974,1123010800,60.0,216.0,프루칸,,3110205,144.70163779486532,0.0,,35131037.125367835
MA0101202409A0097418,1153010700,139.0,20.0,마르토,,3110695,105.5259497418352,1.0,5.0,31873255.892042704
MA0101202406A0474725,1174010200,645.0,2.0,쌀로상회,강동점,3111085,135.99241510527503,0.0,5.0,4074918.190365577
MA010120220802990199,1144012200,426.0,2.0,프리마떼,,3110550,146.028863244174,0.0,4.42,32772225.6903159
MA0101202406A0240211,1162010200,1569.0,2.0,투달러커피난곡,사거리점,3110860,116.83825500610789,72.0,4.8,7196631.786495731
MA010120220811906845,1165010100,924.0,12.0,올어바웃페인,,3120166,200.96025939316422,0.0,,78424318.10222538
MA010120220806446871,1129011400,26.0,,노이어커피,,3110297,162.3702020101787,0.0,4.3,2272397.463024944
MA0101202406A0000303,1150010300,980.0,21.0,카페요아정강서,구청점,3120122,584.6811389497938,26.0,4.8,93901150.35645075
MA010120220807495239,1150010300,980.0,21.0,커피에이엠,,3120122,584.6811389497938,0.0,,50218466.091368884
MA0101202211A0020805,1114011800,18.0,2.0,오하하커피남대문로점,,3120043,654.8522674365591,18.0,5.0,389123241.294781
MA0101202211A0049067,1120011800,67.0,16.0,스윗글로우,,3110135,224.8961039615358,0.0,,3433489.5088980165
MA010120220810441989,1111012000,115.0,,카페아이엠티,광화문점,3120003,429.4683235117965,25.0,4.165,410640735.4262873
MA010120220808484331,1120011800,67.0,3.0,비가나,,3110135,101.81503580050239,82.0,4.615,13166927.963169683
MA0101202307A0034604,1126010400,246.0,38.0,카페마일로스,,3110236,105.68800891585433,3.0,5.0,7881485.832063861
MA010120220804942359,1165010100,453.0,22.0,헬무트커피로스터스,,3120160,110.62223012716751,1162.0,3.7,574284195.5411359
MA010120220803900802,1129011700,29.0,,소일,,3120072,89.0606171226006,0.0,,287576034.1753313
MA010120220802646834,1156011300,328.0,,우주곰커피영등포,구청점,3120136,72.57480628397744,157.0,4.33,155226564.50704333
MA010120220804225938,1144010200,404.0,,카스글로벌,,3120107,296.18662807314047,0.0,,35511066.83892918
MA010120220803338285,1144010200,404.0,,투썸플레이스공덕풍림빌딩점,,3120107,296.18662807314047,80.0,4.115,54454735.983953826
MA010120220811838833,1144010200,404.0,,콩닥,,3120107,296.18662807314047,0.0,4.41,35511066.83892918
MA010120220800121651,1144010200,404.0,,파란나무,,3120107,296.18662807314047,24.0,4.445,41194167.58243657
MA010120220810344417,1168010100,734.0,7.0,메가엠지씨커피역삼,중앙점,3120198,135.93529308465924,46.0,5.0,253925096.6090822
MA0106202208A1177159,1168010500,163.0,3.0,투썸플레이스대웅제약사옥점,,3120221,781.3599461949627,12.0,4.0,177054361.09049875
MA010120220803243180,1135010500,358.0,6.0,시즌,,3120081,96.47470865492312,612.0,4.13,563696890.7071089
MA010120220804029249,1168010800,181.0,12.0,커피알라,,3120187,110.26180487940951,30.0,4.74,95004855.48071218
MA010120220807385494,1168010800,181.0,12.0,오빠생각타코야끼&캔카페,,3120187,110.26180487940951,81.0,2.5,156681022.8990314
MA0101202305A0199071,1138010900,29.0,28.0,브라우니,,3110453,217.03035555947716,21.0,5.0,30624082.49626659
MA0101202411A0083352,1165010100,1022.0,1.0,쥴스커피하우스,,3120166,241.72539619007335,14.0,5.0,105657109.80637562
MA010120220803779642,1120010500,773.0,5.0,이디야마장역점,,3110122,220.46997413845625,17.0,4.255,87178958.26154016
MA0101202406A0118601,1120010700,1.0,56.0,꼬밍,,3120049,115.92034468001272,123.0,4.5,50485919.40565307
MA0106202406A2466084,1156011000,36.0,,스타벅스,롯데캐슬여의도,3120149,937.9553959326277,105.0,4.54,189017109.31283528
MA0101202406A0181475,1168011800,955.0,16.0,요커,양재점,3120179,49.14107790977789,0.0,,77318740.38982004
MA0106202205A1976372,1156013300,651.0,5.0,카페244카페다울한국상하수도협회점,,3120139,418.628120304842,0.0,3.3,32101255.984641064
MA010120220813777191,1138010700,90.0,14.0,빽다방응암역이마트,,3120091,299.66158330076183,19.0,3.8,63776219.85969069
MA010120220811893146,1165010600,29.0,1.0,잠원커피,,3120178,352.85423686296997,75.0,4.6,212919752.2906541
MA0101202311A0075879,1168010100,834.0,63.0,이앤강파트너스백억커피,강남점,3120198,136.0950036463417,0.0,,94173534.46336453
MA010120220813891399,1168010100,718.0,24.0,디허브플러스,,3120197,220.2475496563916,0.0,,150181954.1176709
MA010120220805024879,1114010500,101.0,44.0,커피밀,,3120031,145.27932175385908,7.0,3.945,236721640.16129935
MA010120220813430805,1165010600,8.0,2.0,카페서던포스트,,3120178,261.2162572520219,0.0,,107362524.7836662
MA010120220809967182,1114016200,366.0,77.0,카페투니온,,3120038,44.21569421442011,0.0,,28168499.70170921
MA010120220805389105,1138010700,107.0,19.0,프롬하츠커피,응암점,3110475,378.21700591737624,122.0,4.7,45633251.418967396
MA010120220812119642,1129011700,158.0,,오페라,,3120072,157.8860285091103,51.0,4.845000000000001,363975872.82586056
MA010120220809882775,1150010500,772.0,5.0,다정다감,,3120119,541.5533441671533,77.0,3.415,44640467.97763047
MA010120220804601933,1150010500,772.0,5.0,컴포즈커피마곡리더,스퀘어점,3120119,541.5533441671533,10.0,4.06,36672367.220733166
MA010120220805725817,1150010500,772.0,5.0,플립커피로스터스,,3120119,541.5533441671533,0.0,4.58,35483098.451047
MA0101202211A0083856,1150010500,772.0,5.0,집생로커피,,3120119,541.5533441671533,83.0,4.3,45354029.23944216
MA010120220813578258,1150010500,772.0,5.0,카페우드진,,3120119,541.5533441671533,733.0,4.165,122656499.26904285
MA010120220805856433,1150010500,772.0,5.0,박스프레소BACSPRESSOMAGOK,마곡점,3120119,541.5533441671533,0.0,,35483098.451047
MA0101202406A0236503,1150010500,772.0,5.0,커피나인마곡,,3120119,541.5533441671533,20.0,5.0,37861635.990419336
MA0101202409A0046848,1150010500,772.0,5.0,디프커피,,3120119,541.5533441671533,236.0,4.835,63549841.41564048
MA010120220809965688,1150010500,772.0,5.0,더플롯커피,,3120119,541.5533441671533,0.0,4.56,35483098.451047
MA0106202404A1980216,1168010700,529.0,6.0,풍Poong,,3120186,48.628073460626034,0.0,,39880048.76741237
MA010120220803034571,1168010700,529.0,6.0,우유니,,3120186,48.628073460626034,489.0,3.91,221334052.17992052
MA010120220800366420,1156012100,58.0,8.0,소담상회,,3110759,83.87867139360227,0.0,4.54,37701442.077309355
MA010120220809680818,1144012400,255.0,23.0,코이크,,3120104,108.74750731264778,0.0,4.62,97136519.48107351
MA010120220804033525,1168010700,547.0,1.0,미노스,,3120186,207.5109336981058,176.0,4.0,173286985.38016444
MA0101202411A0058433,1129012100,266.0,,커피날에,,3110300,161.72354544554068,116.0,4.375,152244965.7692654
MA010120220803546320,1168010400,44.0,7.0,카페린,,3120209,120.5856514838323,90.0,5.0,88558388.57025555
MA010120220809728856,1111014600,87.0,,딥키,,3120007,182.10734532887412,0.0,,295415871.84355664
MA010120220809995891,1144012000,411.0,6.0,오렌지페블,,3120103,102.48604764005506,0.0,,110915689.96953158
MA0101202307A0073355,1150010300,987.0,1.0,온하다,,3120122,382.0313125154958,37.0,3.67,110096490.03203617
MA010120220809992672,1144012200,368.0,6.0,핌피,,3110559,90.97942682264215,1357.0,4.7,474974024.59944993
MA010120220806752131,1171010800,640.0,7.0,카페플랫,,3120235,,81.0,5.0,60158405.61634375
MA0101202301A0038746,1162010100,1603.0,9.0,트램서울,,3120159,209.67623727653125,460.0,4.3,295557150.4633921
MA010120220800469557,1159010100,67.0,9.0,모닝에프디(할리스커피노량진역점)주,,3120153,88.38348006636282,0.0,2.2,58200087.789798096
MA010120220811224511,1162010200,1522.0,2.0,빽다방신림대학점,,3110881,226.44029767737817,32.0,4.3,157566421.2309204
MA010120220803675552,1138010700,111.0,1.0,메가엠지씨커피응암,이마트점,3120087,383.77095142833906,17.0,4.8,178847805.61900398
MA0101202406A0524134,1150010500,776.0,2.0,라운,,3110648,,33.0,5.0,38841990.366233066
MA010120220802741350,1159010300,753.0,,이디야커피,,3110836,215.5169140398446,0.0,4.21,57437817.90523144
MA010120220800739133,1153010200,197.0,17.0,더카페,,3120129,1480.6756497665262,0.0,4.6,105205854.16431253
MA010120220805276658,1153010200,197.0,17.0,무이커피컴퍼니,,3120129,1480.6756497665262,0.0,,105205854.16431253
MA0106202406A2464902,1165010800,1572.0,4.0,스타벅스,서초법원,3120173,529.0077288594388,113.0,4.390000000000001,262517143.96205384
MA010120220800756955,1174010800,25.0,1.0,조이커피,,3111059,1619.9822522887018,0.0,,97580283.1924893
MA010120220800400764,1117013100,732.0,15.0,삼유티에스주,,3110093,211.96158453241014,0.0,,43327817.880452126
MA0101202307A0094065,1120011500,314.0,13.0,커피사피엔스성수현대,테라스점,3120052,504.5441754089498,55.0,4.1,133795683.63068138
MA0101202303A0056489,1147010200,790.0,23.0,커피라운지,,3110618,122.86750613292978,1.0,5.0,7611656.753812875
MA0101202409A0104883,1138010800,51.0,75.0,에스티보,,3110456,98.31593517402894,14.0,5.0,4926340.688465448
MA0101202305A0184808,1168010800,165.0,,카페블레스롤강남,논현점,3120187,609.2356265868432,0.0,,189545095.04826966
MA010120220813580802,1165010200,90.0,7.0,슈가플럼,,3120183,135.77116750894444,94.0,4.609999999999999,57904732.61623154
MA010120220812941074,1165010200,90.0,7.0,돌체파르니엔,,3120183,135.77116750894444,0.0,,30888976.67118103
MA010120220812762818,1111017100,204.0,,타오파크,,3120012,78.99145161979595,0.0,4.37,86540456.55256584
MA010120220806095282,1154510200,962.0,48.0,보리커피맥주,,3120134,130.51325348216207,0.0,,27576735.00071079
MA0101202307A0038864,1129011800,259.0,19.0,블룸오아낫,,3110303,133.66562180859768,0.0,,5508881.233480175
MA0101202409A0096814,1162010300,1062.0,10.0,크레이져커피호텔카일점,,3120160,184.1251561324735,29.0,3.9,143906399.90630952
MA010120220812521938,1147010300,54.0,1.0,이디야커피신월5동점,,3110595,357.49983332458,12.0,4.3100000000000005,55956743.007574156
MA0101202406A0334266,1165010800,1327.0,10.0,매머드익스프레스강남,서초점,3120189,155.1553134235971,21.0,4.215,143531385.71619925
MA0101202406A0297417,1162010200,527.0,11.0,애담커피,,3110861,155.77978502676106,20.0,3.29,71420219.38447241
MA010120220808717334,1114015100,35.0,6.0,흙바둑카페,,3130038,681.2661134524483,0.0,,
MA010120220800680157,1174010800,469.0,9.0,온온커피(溫穩),,3111053,184.2835624576993,0.0,,45198020.82835831
MA0101202406A0100627,1171010100,198.0,,바나타이거,잠실새내점,3120225,53.074639649599504,10.0,5.0,211842796.30414286
MA010120220805961938,1141012000,344.0,26.0,셀렉토커피,,3110507,191.95063021355006,46.0,4.8149999999999995,118878042.75934921
MA0101202209A0066461,1165010800,1357.0,65.0,코르누코피아,,3120192,373.1462097624886,98.0,4.1,325229530.53107685
MA010120220813970601,1168010500,153.0,2.0,에어보브,,3120213,175.70354494975524,0.0,,69049732.06915091
MA010120220805430763,1154510300,929.0,10.0,카페숲,,3110753,71.80860135284654,0.0,4.63,22835170.03025929
MA010120220808677906,1117010700,11.0,,이디야커피동자동점,,3110074,73.20275875680413,19.0,3.68,194689291.830783
MA010120220811956459,1168011800,949.0,,휘게,,3120192,183.07008975902502,0.0,4.46,97971738.35429339
MA010120220808102633,1168011800,949.0,,지희,,3120192,183.07008975902502,0.0,,97971738.35429339
MA010120220806519072,1159010700,1031.0,39.0,피에스타7커피,사당점,3120160,227.49855206738175,19.0,1.0,152888307.2439998
MA010120220807722821,1156012800,32.0,1.0,카페맑음,,3120143,61.42503860242633,325.0,3.9499999999999997,497396011.83358324
MA010120220800733344,1153010200,611.0,26.0,에스메랄다,구로점,3120125,1458.7604500191019,0.0,4.63,43884661.14335972
MA010120220810314002,1153010200,611.0,26.0,빈스,,3120125,1458.7604500191019,0.0,4.77,43884661.14335972
MA0101202406A0145474,1153010200,611.0,26.0,코미,,3120125,1458.7604500191019,0.0,,43884661.14335972
MA0101202307A0030912,1154510300,852.0,31.0,메가커피금천현대,시장점,3130236,128.83891641786963,9.0,3.4,103581389.21750529
MA010120220804728636,1123010400,135.0,44.0,쥬시시립대점,,3110210,45.887448718932205,13.0,4.2,69233738.54342249
MA0101202210A0046580,1123010400,135.0,44.0,커피온,서울시립대점,3110210,45.887448718932205,0.0,4.61,39454502.648073636
MA010120220804724471,1121510300,204.0,1.0,더베러셀,,3110175,139.66703515144144,0.0,,1507149.696861593
MA010120220812178216,1144011000,49.0,39.0,콜린스커피,,3120094,74.04397108829933,0.0,4.42,89131134.6890243
MA010120220813511286,1144012000,395.0,141.0,해피베어데이,,3120103,76.9150330064976,479.0,3.3,336602662.8232463
MA010120220810316286,1144012000,395.0,141.0,카페해피베어데이,,3120103,76.9150330064976,479.0,3.3,336602662.8232463
MA010120220806636263,1168010800,278.0,2.0,로칼커피선정릉역점,,3120207,291.68577377307736,29.0,4.745,71812043.69145086
MA010120220808747186,1138010700,678.0,1.0,카페플러스카페인충전,,3110469,132.05903700537905,0.0,,1519274.355949389
MA010120220803055829,1168010800,151.0,17.0,스윙부스,,3110955,146.61384845709648,127.0,4.775,19689981.58263868
MA010120220802870889,1168010500,159.0,7.0,백미당현대무역,센터점,3001496,1835.806122757211,77.0,4.04,3834342950.3376
MA010120220806503435,1168010500,159.0,7.0,트래버틴현대무역,,3001496,1835.806122757211,0.0,,1804207367.6550722
MA010120220803200329,1123010500,246.0,16.0,이야기Cafe,,3110212,75.86130959011696,16.0,4.725,64687444.27368724
MA010120220809985394,1138010400,498.0,4.0,카페게이트구산,사거리점,3110460,479.53511485662136,9.0,4.23,22521626.833583456
MA0106202201A0605685,1121510500,227.0,342.0,폴바셋더클래식500점건대,,3120053,292.80322067732413,0.0,3.3,134927308.94431663
MA010120220803848928,1121510500,227.0,342.0,투썸플레이스,,3120053,292.80322067732413,36.0,2.8,165902644.88388664
MA0106202406A2464841,1121510500,227.0,342.0,스타벅스,건국클래식,3120053,292.80322067732413,119.0,4.1899999999999995,237318002.74456197
MA0101202307A0049690,1168010800,203.0,,크렘커피카일리다이어트,,3120187,1466.3453556137772,0.0,5.0,348515801.54119164
MA0106202406A2466285,1144010200,254.0,8.0,스타벅스,공덕,3120107,748.6873201272921,140.0,4.04,149430638.55841997
MA010120220805297046,1123010200,39.0,895.0,우더스,,3110195,98.30760570901562,55.0,4.8,76347280.43248089
MA010120220806341557,1117012400,221.0,8.0,인바이티드,,3120044,87.8355418502,0.0,4.49,23311248.38473593
MA010120220807440339,1144012300,338.0,79.0,메가엠지씨커피망원망리단길점,,3110544,121.94645481767344,35.0,2.6,36110736.7211975
MA010120220806520787,1144010400,184.0,22.0,그로토,,3130195,66.72606459798814,1118.0,4.18,1531499278.3473148
MA010120220811483646,1114013300,85.0,1.0,아이빈커피,,3120032,93.34271933133732,0.0,,159001436.2299213
