상가업소번호,법정동코드,지번본번지,지번부번지,상호명,지점명,상권_코드,전용면적,리뷰수,별점,카페_추정매출
MA010120220805090861,1111013200,57.0,,카페운니,,3120009,,17.0,4.5,8436864.968653953
MA010120220813430965,1141011000,251.0,8.0,우아시스,,3120096,,322.0,5.0,670904157.8068961
MA0101202306A0056600,1150010200,725.0,,카페로이발산,마곡점,3110660,,0.0,,0.0
MA010120220807149544,1111011300,137.0,3.0,폴키,,3110008,,0.0,4.2,0.0
MA010120220806760160,1150010300,98.0,150.0,컴포즈화곡본동,시장점,3120120,,12.0,3.8449999999999998,157062809.60844815
MA0101202311A0048735,1150010200,671.0,,돼지와플앤마더죽강서점,,3120119,,0.0,,181856576.5054945
MA010120220800372104,1150010500,800.0,1.0,더카페,마곡점,3120119,,6.928571428571429,4.489999999999999,2963597.8205435663
MA0101202307A0004712,1150010500,800.0,1.0,디스페이스,,3120119,,191.0,4.895,81697531.67147933
MA010120220813788516,1150010500,800.0,1.0,올인커피,,3120119,,0.0,,0.0
MA010120220808370942,1126010200,116.0,20.0,아모르,,3120069,,2.0,5.0,82602970.37835284
MA010120220810743511,1168010800,160.0,15.0,포트캔커피,논현점,3120185,,18.875,4.208181818181819,191772492.05033875
MA0101202406A0227151,1132010800,594.0,20.0,카페플라워,,3110407,,39.5,4.43,147304489.86595896
MA0101202212A0037529,1174010500,96.0,10.0,커피에반하다,,3111077,,21.857142857142858,3.776190476190476,10722696.548777606
MA010120220812947206,1121510700,495.0,19.0,리플커피건국대점,,3120054,,4.0,4.755,54366280.80703617
MA0101202306A0045102,1154510100,345.0,13.0,바나프레소가산파트너스,타워점,3120131,,9.0,5.0,257365265.45545718
MA010120220808121604,1159010100,148.0,87.0,에스에이치기획,,3120153,,0.0,,72651126.39999999
MA010120220814133648,1135010500,734.0,1.0,파운드커피,노원점,3120081,,7.5,4.0,202825911.02431908
MA0101202302A0041228,1165010800,1359.0,43.0,클로우드,,3120179,,58.0,4.484999999999999,229283907.24104938
MA010120220803919811,1154510100,371.0,41.0,메가엠지씨커피가산SKV1,센터점,3120131,,0.0,2.6,28180986.881017078
MA010120220813108794,1154510100,371.0,41.0,밀리언,,3120131,,0.0,4.69,28180986.881017078
MA0106202406A2466314,1154510100,371.0,41.0,스타벅스,가산에스케이,3120131,,126.05636743215031,4.132901878914405,475224072.60693234
MA010120220806117749,1154510100,371.0,41.0,타이거커피,,3120131,,26.0,4.34,120386723.61327638
MA010120220808724158,1154510100,371.0,41.0,컴포즈커피가산,1호점,3120131,,41.0,3.945,173582340.95881057
MA010120220813244496,1154510100,371.0,41.0,카페b&d,,3120131,,10.0,4.835,63644731.77803989
MA010120220809630040,1154510100,371.0,41.0,빽다방가산SK,V1점,3120131,,30.0,4.5,134572221.57208553
MA0101202406A0562921,1154510100,371.0,41.0,카페봄봄가산SK,V1점,3120131,,11.0,2.3,67191106.26774216
MA010120220812655335,1135010500,372.0,5.0,이디야노원,중앙점,3120081,,18.0,3.505,215037458.40382028
MA0101202411A0112398,1123010600,241.0,11.0,카페오늘,,3120066,,27.666666666666668,4.445,34563634.50583269
MA0106202406A2465407,1156011000,45.0,21.0,스타벅스,여의도ABL타워,3120149,,126.05636743215031,4.132901878914405,561213267.1871853
MA010120220814095448,1165010600,34.0,24.0,플로우,,3120178,,112.0,4.3,263546278.2936653
MA0106202308A2208907,1132010700,568.0,30.0,커피식당,,3110404,,5.0,5.0,10765406.935860058
MA0101202409A0141741,1117012800,65.0,155.0,팬덤어스밀탑,,3120041,,22.0,1.0,169359021.59336329
MA010120220809733261,1159010200,462.0,3.0,카페드소리,,3110837,,3.0,3.0,56209593.406535976
MA010120220810144604,1156012100,77.0,45.0,카페엠아이티,,3110759,,0.0,,51988270.571428575
MA010120220809782075,1117013000,451.0,13.0,헤미안커피바,,3110086,,519.0,4.0,
MA010120220801949872,1168010100,628.0,9.0,알라카르테주,,3120197,,0.0,3.6,202775153.0535714
MA010120220803171479,1144012000,396.0,54.0,브이비엘,,3120103,,0.0,,57701543.192215085
MA010120220806671099,1144012000,396.0,54.0,보이드블랭킷,,3120103,,0.0,4.75,57701543.192215085
MA0101202306A0077190,1144012400,227.0,23.0,모닝캄컴퍼니,,3120104,,0.0,,85282599.13850176
MA0101202306A0053357,1150010200,679.0,6.0,매머드익스프레스마곡호서대점,,3120119,,4.0,4.5,183567519.57714853
MA010120220813696888,1144012200,410.0,17.0,리버웨이,,3120103,,0.0,3.9,115403086.38443017
MA0106202201A0153302,1171010500,158.0,11.0,커피빈석촌호수점,코리아,3120228,,108.0,4.365,173258051.68857074
MA010120220803110087,1144012200,410.0,18.0,이디야합정동점,,3120103,,25.0,3.915,138076058.43707022
MA010120220804192759,1165010200,393.0,5.0,카페앳,,3110942,,36.0,4.050000000000001,62912927.53322788
MA0101202411A0004186,1111013200,62.0,1.0,칠링,,3120009,,77.0,4.95,238459648.16780573
MA010120220805187040,1120011500,284.0,21.0,예셰숄,,3120051,,98.0,4.665,249294679.84786785
MA0101202308A0042723,1159010100,126.0,6.0,킹브루,,3120153,,0.0,4.51,72651126.39999999
MA010120220810181077,1150010500,774.0,5.0,피커PICKER,,3120119,,0.0,,0.0
MA010120220807114210,1150010500,774.0,5.0,헤리스헤이스,,3120119,,0.0,4.69,0.0
MA0101202411A0108619,1150010500,774.0,5.0,로스터리락온마곡,1호점,3120119,,18.0,5.0,7699243.822443077
MA0101202406A0519505,1150010500,774.0,5.0,하우슬리,,3120119,,26.0,4.9,11121129.965751113
MA0106202406A2465571,1153010200,573.0,,스타벅스,구로NC,3120125,,126.05636743215031,4.132901878914405,351671672.41822493
MA0101202406A0336342,1174010800,42.0,10.0,에이프리카페,,3111059,,140.0,4.5,65785847.0245199
MA010120220807023476,1154510200,159.0,19.0,러브커피,,3120132,,0.0,4.17,83848420.5510204
MA0101202212A0061986,1111011300,141.0,2.0,오버트서울,,3110008,,664.0,3.5,452880047.56996983
MA0101202406A0206979,1135010500,735.0,,사랑방카페,,3120081,,0.0,,194103377.1818182
MA010120220808216608,1144012100,206.0,14.0,컴포즈커피홍대동,교동점,3120104,,0.0,2.9,85282599.13850176
MA010120220805168171,1150010500,793.0,,카페아티코,,3120119,,4.0,4.335,1710943.0716540173
MA010120220814163323,1150010500,793.0,,메가엠지씨커피마곡유림,,3120119,,0.0,3.0,0.0
MA010120220810545423,1130510300,95.0,5.0,노란코끼리,,3120076,,228.66666666666666,4.53,245898589.05328456
MA010120220804274837,1171010700,40.0,,헬로우커피,,3120237,,0.0,,35404251.43877551
MA010120220805441101,1171010700,40.0,,헬로우플래닛,,3120237,,0.0,,35404251.43877551
MA0106202301A0597172,1123010400,591.0,53.0,폴바셋청량리역점,,3120063,,162.0,4.3,251928601.467112
MA0106202406A2465600,1123010400,588.0,1.0,스타벅스,청량리역사,3120063,,126.05636743215031,4.132901878914405,183305972.71806782
MA0101202309A0004521,1123010400,591.0,53.0,카페플레어비롯데백화점,청량리점,3120063,,0.0,4.48,16354880.081632651
MA0101202406A0236082,1123010400,591.0,53.0,나리꼬모청량리역사,,3120063,,0.0,3.7,16354880.081632651
MA010120220808171824,1123010400,591.0,53.0,카페드페소니아,청량리역사점,3120063,,81.5,3.6849999999999996,134868820.1613646
MA010120220803605057,1123010400,591.0,53.0,팥고당,청량리점,3120063,,66.5,4.05,113056438.55159795
MA0101202406A0433123,1123010400,591.0,53.0,제너럴플라워&카페,,3120063,,0.0,,16354880.081632651
MA010120220808149563,1123010400,591.0,53.0,청량리롯데엔제리너스식당가점,백화점,3120063,,62.0,3.31,106512724.06866798
MA010120220813914041,1144012000,384.0,14.0,깊이,,3120102,,125.0,4.535,95087139.1307228
MA0101202406A0251494,1121510700,2.0,35.0,지구화,,3120053,,21.0,5.0,112479140.30616687
MA010120220814054485,1121510700,2.0,35.0,비마이크림,,3120053,,0.0,,87067541.08013935
MA010120220800283198,1117010100,445.0,18.0,소월길커피,,3110079,,0.0,4.7,41336472.67080746
MA010120220809678175,1154510100,60.0,29.0,까페인,,3120131,,3.0,4.165,236087018.51724344
MA010120220813680705,1144011100,38.0,4.0,소저너,,3110572,,0.0,,0.0
MA010120220803195095,1121510700,2.0,47.0,냥토피아,,3120053,,562.0,4.82,854197880.4949197
MA010120220813722515,1174010600,489.0,8.0,오일오,,3120245,,38.0,4.195,135379225.0117456
MA010120220800513104,1150010200,656.0,52.0,띠아모커피강서구청,사거리점,3120122,,0.0,4.28,32561750.892857134
MA010120220801317951,1150010500,774.0,,커피마마퀸,,3120119,,8.714285714285714,4.3428571428571425,3727411.691817681
MA0101202210A0050171,1150010500,774.0,,제이그램,,3120119,,0.0,,0.0
MA0101202303A0035053,1150010500,774.0,,노던커피NorthernCoffee,,3120119,,0.0,,0.0
MA010120220800383621,1165010800,1330.0,4.0,카페드빈,,3120189,,20.0,3.91,265375807.57017493
MA010120220810308406,1159010100,119.0,89.0,포트캔커피노량진점,,3120153,,17.0,2.2,100351294.01007934
MA010120220812777618,1126010600,531.0,2.0,이디야커피서울중화초등학교점,,3110267,,6.0,4.7,4502749.755274613
MA010120220804611307,1150010200,565.0,18.0,이스트루페,,3120111,,0.0,,13028673.53571429
MA010120220814054128,1150010200,565.0,18.0,구도커피로스터스,,3120111,,0.0,,13028673.53571429
MA010120220812351163,1147010100,1182.0,15.0,하이오커피,신정네거리점,3120108,,35.5,4.35,132061375.57184584
MA010120220805415478,1144012700,1648.0,,카페본주르유나이티드,,3120098,,0.0,,403429017.1353383
MA010120220801726299,1168010800,85.0,11.0,티티엠서울,,3120191,,201.0,4.48,233640603.2114889
MA010120220810093121,1132010800,617.0,21.0,커피오케이,,3110407,,0.0,4.77,0.0
MA0101202311A0065779,1120011500,277.0,46.0,에프씨에스,,3120052,,0.0,,0.0
MA0101202406A0450884,1171010700,93.0,8.0,카페파이드,,3120234,,2.0,5.0,1217790.088404874
MA010120220803854953,1117012800,65.0,156.0,파이드파이퍼,,3120041,,158.0,4.39,216457674.80255282
MA0101202406A0259181,1135010200,913.0,,비긴,,3110404,,2.0,5.0,7614556.125364431
MA010120220805319534,1159010100,148.0,89.0,놀숲노량진점,,3120153,,0.0,2.8,72651126.39999999
MA0101202406A0041252,1121510100,117.0,1.0,더벤티,중곡점,3120057,,13.333333333333334,3.816666666666667,171021066.76315343
MA010120220807506887,1159010700,1008.0,8.0,웨스트빙고,,3120156,,0.0,4.35,87578903.07308969
MA010120220806660520,1144012200,411.0,1.0,79파운야드,합정점,3120103,,387.0,4.3,350977607.37486786
MA0101202409A0093618,1121510700,489.0,,페프리,,3120054,,20.0,4.8,66475980.37803799
MA010120220800443782,1159010100,125.0,14.0,커피.3,,3120153,,0.0,4.46,72651126.39999999
MA0101202301A0024944,1159010100,126.0,10.0,필링필링,,3120153,,135.0,4.4,292623045.6565125
MA0106202406A2465089,1165010800,1329.0,7.0,스타벅스,서초우성사거리,3120189,,126.05636743215031,4.132901878914405,455741525.1284732
MA010120220812041051,1171010100,223.0,,카페희재,,3111004,,90.0,3.8,103298253.35507745
MA010120220813426591,1159010700,1010.0,28.0,땡스,,3120156,,0.0,,87578903.07308969
MA0106202208A0036991,1168010100,814.0,6.0,메가엠지씨커피강남,CGV점,3120189,,104.33333333333333,3.233333333333333,416749797.6736342
MA0101202406A0237689,1138010300,484.0,113.0,푸노드,,3120090,,54.0,4.8,286262477.10303324
MA010120220806425571,1159010700,1010.0,18.0,비비커피,,3120156,,299.0,4.315,477811966.20745975
MA010120220801940051,1154510100,345.0,4.0,타미하우스가산,에이스점,3120131,,6.0,4.73,246726141.9863503
MA010120220801283934,1165010100,1031.0,8.0,오페라빈,,3120166,,95.66666666666667,4.3,280514020.8113478
MA0101202305A0059988,1171010500,158.0,2.0,투썸플레이스석촌호수점,,3120228,,52.0,3.5,285063649.0374763
MA010120220803251324,1159010700,79.0,3.0,파니모들,,3120156,,0.0,4.53,87578903.07308969
MA0106202406A2465541,1168010100,677.0,25.0,스타벅스,큰길타워,3120197,,126.05636743215031,4.132901878914405,509493556.61957735
MA0101202305A0014670,1117012500,424.0,,컨플릭트스토어커피,,3120041,,123.0,3.45,42596576.06419348
MA010120220807086726,1117012500,424.0,,오설록,,3120041,,1617.0,5.0,559989134.1122022
MA0101202311A0067987,1165010800,1638.0,8.0,문스타,,3120173,,60.0,5.0,200040243.29039776
MA010120220802971415,1130510300,173.0,6.0,메가엠지씨커피,수유점,3120076,,29.9375,3.8875,87787925.11198755
MA0101202406A0375352,1168010100,831.0,38.0,몽슈슈,강남점,3120189,,14.0,4.306666666666667,254606116.57467192
MA0101202305A0092799,1144012000,384.0,15.0,티프합정,,3120102,,674.0,4.3,269626537.3899325
MA010120220800512768,1150010200,656.0,49.0,더플롯,,3120122,,0.0,4.56,32561750.892857134
MA0101202305A0053255,1121510900,466.0,3.0,카페인,,3120055,,16.666666666666668,5.0,50909042.32345618
MA010120220812211040,1162010100,893.0,27.0,칠하나둘,,3120159,,57.0,4.87,49179602.34409481
MA010120220805282372,1156012300,9.0,,브라운스케일,,3110759,,0.0,4.66,51988270.571428575
MA010120220800684859,1144012000,396.0,29.0,사운드웨이브,,3120103,,0.0,4.64,115403086.38443017
MA010120220806284661,1117012300,5.0,18.0,프롤릭,,3120040,,12.0,4.705,11349128.701184962
MA0106202207A0036968,1144012100,161.0,9.0,메가엠지씨커피홍대L7점,,3120104,,63.0,1.9,121642372.97092675
MA0101202305A0185904,1165010200,241.0,,브리즈커피,,3120182,,78.0,4.85,199924622.95609972
MA010120220809642695,1165010600,34.0,22.0,스타가든,,3120178,,25.0,4.665,120651970.06598231
MA010120220800206497,1144012000,395.0,48.0,카페어니스티,,3120103,,0.0,4.0,115403086.38443017
MA010120220812650009,1130510300,173.0,10.0,금다방,,3120076,,0.0,,63969388.149659865
MA0101202306A0013543,1154510100,60.0,5.0,메가엠지씨커피가산그레이트밸리점,,3120131,,0.0,,32206842.149733804
MA010120220804536905,1154510100,60.0,5.0,빽다방가산그레이트점,,3120131,,12.0,5.0,74763336.02616118
MA0101202308A0083134,1154510100,60.0,5.0,커피사피엔스갑을그레이트밸리점,,3120131,,0.0,,32206842.149733804
MA0101202209A0089251,1154510100,60.0,5.0,커피나인가산디지털,,3120131,,13.0,5.0,78309710.51586345
MA010120220800795059,1165010100,1020.0,5.0,모이다,,3120166,,9.0,4.835,92237067.86428308
MA010120220812204905,1168010100,673.0,27.0,이에스씨,,3120197,,0.0,,202775153.0535714
MA010120220809339030,1150010200,655.0,35.0,커피1984,,3120122,,0.0,,32561750.892857134
MA010120220810241043,1154510100,776.0,,그레코로스팅컴퍼니,,3120131,,45.0,4.54,385034747.08473927
MA0101202311A0027160,1168010800,159.0,23.0,아이러브그릭,,3120185,,16.0,5.0,183254493.60945874
MA010120220800284856,1117010100,445.0,7.0,커피를사랑한소믈리애,,3110079,,0.0,,0.0
MA0101202409A0235962,1168010500,48.0,13.0,과일에반하다프루타,삼성점,3120207,,9.857142857142858,4.3428571428571425,48184188.93640018
MA010120220806828137,1144012400,224.0,41.0,테일러커피,,3120104,,249.0,4.1,228990276.66665772
MA010120220809834574,1144012400,226.0,23.0,서울콜렉터,,3120104,,0.0,,85282599.13850176
MA010120220804688210,1168010100,828.0,,커피스미스,,3120197,,7.75,4.0600000000000005,120244756.66023672
MA010120220810823307,1168010100,828.0,,커피스미스에프씨본사점,,3120197,,101.0,3.545,347139214.394986
MA010120220805368517,1141011000,251.0,3.0,에보니앤아이보리,,3120096,,0.0,,121615401.60714282
MA010120220804943527,1111013200,45.0,1.0,블란서미술관,,3120009,,598.0,4.875,296779132.4267684
MA0101202308A0040721,1144012100,160.0,5.0,미크플로,홍대점,3120104,,224.33333333333334,2.9,214754174.74285108
MA010120220814117599,1147010200,730.0,18.0,카페일월십일,,3120111,,110.0,3.8049999999999997,158203013.45623574
MA010120220804061542,1168010500,49.0,12.0,엣세두에주,,3120207,,0.0,,0.0
MA010120220806673079,1121510100,635.0,1.0,카페수달하다,,3120055,,18.0,4.73,51567818.79047553
MA0106202406A2465398,1168010600,651.0,,스타벅스,도곡역,3120220,,126.05636743215031,4.132901878914405,464851241.55931824
MA010120220804306383,1171010200,11.0,8.0,한우리통상주,,3120227,,0.0,,390335272.8452381
MA0101202409A0036688,1154510100,345.0,25.0,컴포즈커피가산에이스태세라점,,3120131,,0.0,,225447895.04813662
MA0106202409A2460757,1150010200,671.0,1.0,카페필로,,3120119,,73.0,4.6625,31224711.057685826
MA0101202411A0109150,1154510100,345.0,90.0,조은cafe,,3120131,,0.0,,75149298.34937885
MA010120220810595285,1154510100,345.0,90.0,산타모니카,,3120131,,3.0,4.85,85788421.8184857
MA0101202406A0314883,1154510100,345.0,90.0,프리몬트커피,,3120131,,0.0,,75149298.34937885
MA010120220803802758,1120011500,277.0,40.0,컴퍼니맨주,,3120052,,0.0,1.0,144181271.86134452
MA010120220813206434,1111012300,145.0,1.0,드림라이크커피,,3120003,,133.0,4.73,260392221.36833423
MA010120220806855126,1144012400,224.0,37.0,와이제이디링크,,3120104,,0.0,,85282599.13850176
MA0101202212A0099673,1171010200,11.0,8.0,카페아일랜드,,3120227,,42.0,4.0649999999999995,535558534.4601625
MA0106202406A2465120,1154510100,60.0,5.0,스타벅스,가산그레이트,3120131,,126.05636743215031,4.132901878914405,479249927.87564903
MA0101202406A0590729,1154510100,60.0,5.0,카페봄봄가산그레이트밸리점,,3120131,,0.0,,32206842.149733804
MA0101202406A0064204,1154510100,60.0,5.0,커피101스트릿갑을그레이트점,,3120131,,0.0,,32206842.149733804
MA010120220812919005,1111012300,146.0,,휴식,,3120003,,4.25,4.49,8320804.066281357
MA010120220808346489,1154510100,50.0,3.0,컴포즈커피가산디지털단지역점,,3120131,,18.0,3.755,78864600.48451683
MA0101202209A0007850,1154510100,50.0,3.0,매머드익스프레스가산디지털단지역점,,3120131,,39.0,3.085,153338464.76826474
MA0101202211A0102519,1154510100,50.0,3.0,북티디저트카페,,3120131,,218.0,4.4,788139498.424973
MA0101202211A0082284,1154510100,50.0,3.0,쿡;키,,3120131,,167.0,4.9,607274399.4501566
MA0106202406A2464908,1154510100,50.0,3.0,스타벅스,가산디지털단지역,3120131,,126.05636743215031,4.132901878914405,462072945.395791
MA0101202409A0246175,1154510100,50.0,3.0,텐퍼센트스페셜티커피가산디지털단지역점,,3120131,,0.0,,15029859.669875775
MA010120220806526616,1154510100,50.0,3.0,악어커피,,3120131,,29.0,4.665,117874719.87124193
MA0101202305A0099281,1154510100,50.0,3.0,카페53,,3120131,,132.0,4.7,483151292.3105769
MA0101202305A0112402,1154510100,50.0,3.0,더리버)헤이듀(HEYDEW,가산점,3120131,,0.0,,15029859.669875775
MA0101202409A0125168,1154510100,50.0,3.0,빽다방가산대륭점,,3120131,,43.0,3.72,167523962.72707382
MA010120220808710945,1154510100,50.0,3.0,아임일리터가산대륭포스트6차점,,3120131,,0.0,,15029859.669875775
MA010120220813762836,1154510100,50.0,3.0,헤이듀,가산점,3120131,,1315.0,4.0,4678512313.628374
MA010120220800292087,1154510100,50.0,3.0,투썸플레이스가산,아울렛점,3120131,,131.5,3.745,481378105.06572574
MA010120220811744910,1154510100,50.0,3.0,스미다,,3120131,,502.0,4.2299999999999995,1795309853.5004206
MA0101202406A0452841,1154510100,50.0,3.0,달리아,,3120131,,22.0,4.8,93050098.44332597
MA010120220806355540,1156011000,43.0,3.0,마치커피,,3120149,,83.0,4.555,512698671.83286
MA010120220807170573,1144012200,410.0,14.0,라라,,3120103,,411.0,5.0,488146746.9298324
MA010120220812884337,1171010700,70.0,7.0,별잎정원,,3120237,,50.0,5.0,176507197.9433614
MA010120220803709223,1132010800,618.0,49.0,복다방,,3110407,,0.0,,19993122.214285716
MA0101202211A0062012,1168010100,723.0,31.0,킷사텐,역삼점,3120197,,755.3333333333334,4.048333333333333,2040640537.2428186
MA010120220812682091,1150010200,679.0,2.0,토프레소호서,발산점,3120119,,4.0,5.0,183567519.57714853
MA010120220804586765,1150010500,800.0,,에스아이런,마곡지점,3120119,,0.0,4.6,0.0
MA010120220807829222,1150010500,800.0,,아이엠라이언,,3120119,,0.0,,0.0
MA0101202406A0365205,1150010500,800.0,,타래커피,마곡점,3120119,,0.0,,0.0
MA010120220801249129,1168010100,813.0,18.0,제이이글로벌주,,3120189,,0.0,,229476837.58516484
MA010120220800684786,1126010600,537.0,12.0,해피테라스,,3110267,,0.0,4.54,23978540.816326525
MA010120220806462316,1154510200,159.0,7.0,카페잉거,독산점,3120132,,0.0,4.57,83848420.5510204
MA010120220812595738,1111011400,171.0,,논현커피,,3120003,,0.0,,0.0
MA010120220805465511,1168010100,677.0,18.0,유로스커피로스터스센터필드점,,3120197,,59.0,4.255,346333040.52113396
MA0101202409A0021037,1168010100,719.0,35.0,카페해온,,3120197,,0.0,,202775153.0535714
MA0101202411A0019781,1144012400,226.0,15.0,러브앤피스,,3120104,,221.0,5.0,212830377.18557993
MA010120220808762758,1117013100,683.0,142.0,앤트러사이트커피,,3120046,,2395.0,3.6,822401495.9800773
MA010120220810961733,1111014000,15.0,2.0,슬로우파크,,3120005,,0.0,,410738712.85714287
MA0101202301A0007455,1135010300,383.0,12.0,메가엠지씨커피공릉신도브래뉴점,,3110429,,0.0,,14470223.107142856
MA0101202406A0525470,1150010300,982.0,17.0,컴포즈커피화곡우장초점,,3120122,,10.0,5.0,56769202.384206295
MA0106202406A2464984,1117013000,658.0,,스타벅스,경리단길,3110084,,126.05636743215031,4.132901878914405,91422090.18278046
MA010120220808330244,1168010100,667.0,3.0,커맛타이니브라운,,3120197,,0.0,5.0,202775153.0535714
MA010120220804871511,1154510100,544.0,6.0,인케이가산점,코리아,3120131,,0.0,3.9,112723947.52406831
MA0101202306A0004915,1154510100,544.0,6.0,인케이가산제과점,코리아,3120131,,0.0,3.9,112723947.52406831
MA0101202409A0049566,1154510100,60.0,44.0,고망고,가산디지털점,3120131,,20.833333333333332,4.133333333333334,186606749.39286584
MA010120220800684990,1154510100,60.0,44.0,영커피가산이앤씨7점,,3120131,,17.0,4.3,173012313.84900707
MA0101202406A0190032,1154510100,60.0,46.0,샌드브라운,,3120131,,20.0,4.9,296375384.8421823
MA010120220808395870,1144012200,412.0,1.0,합정마가렛리버,,3120103,,0.0,4.45,115403086.38443017
MA0101202409A0219217,1171010700,94.0,2.0,모쿠816카페,송파점,3120234,,0.0,4.2,80014759.51785713
MA010120220800635981,1171010700,94.0,2.0,과일에반하다;프루타,,3120234,,12.0,4.15,87321500.04828638
MA010120220804498565,1168010100,828.0,5.0,밀레투스,,3120197,,0.0,,202775153.0535714
MA010120220806442153,1111011400,158.0,2.0,푸른꽃,,3120003,,17.0,5.0,437527072.53893495
MA010120220806837418,1168010800,225.0,3.0,커피니논현그린,타워점,3120199,,17.0,3.95,282775726.4470478
MA010120220813963323,1150010900,886.0,,더벤티김포공항점,롯데마트,3120115,,28.0,3.645,
MA0101202305A0125148,1150010900,886.0,,공항앤드테라스,,3120115,,0.0,,
MA010120220800544154,1150010900,886.0,,옐로우인더화이트,,3120115,,6.0,3.0,
MA0101202306A0023847,1150010900,886.0,,파리크라상파스쿠찌김포공항국제선점,,3120115,,0.0,4.3,
MA0106202207A0604094,1150010900,886.0,,폴바셋롯데김포공항점,백화점,3120115,,233.0,4.465,
MA0101202409A0048343,1150010900,882.0,1.0,피코리코김포공항점,롯데몰,3120115,,579.0,4.3100000000000005,
MA010120220806625884,1159010100,124.0,8.0,폴드,,3120153,,595.0,2.9,1042156992.7527772
MA0101202406A0580555,1121510700,2.0,44.0,스카이원네트웍스지점,,3120053,,0.0,,174135082.1602787
MA0101202307A0023838,1154510100,458.0,15.0,매머드익스프레스가산먹거리촌점,,3120131,,0.0,,112723947.52406831
MA010120220806740945,1154510100,458.0,15.0,히카,,3120131,,0.0,4.9,112723947.52406831
MA0101202306A0097364,1154510100,464.0,2.0,3X라지커피,,3120131,,0.0,,0.0
MA010120220806167191,1154510100,464.0,2.0,함께그린cafe,,3120131,,38.0,4.62,134762230.60868666
MA010120220800772396,1144012100,165.0,8.0,피에이치오,코리아,3120103,,0.0,,115403086.38443017
MA010120220804058500,1153010700,403.0,219.0,청운으뜨미아주,,3120124,,0.0,,31484463.428571425
MA010120220805090684,1165010100,1024.0,2.0,홍연커피,,3120166,,6.0,3.7,85719788.72380777
MA0101202406A0028762,1165010800,1308.0,26.0,하워드커피,,3120189,,2.0,5.0,233066734.58366582
MA010120220812057326,1117013000,455.0,23.0,라비앙코코,,3001491,,201.0,4.67,1120198995.9338048
MA0101202409A0127888,1156012300,19.0,12.0,우드슬랩,문래점,3110759,,43.5,4.93,62626924.85213058
MA010120220813086921,1150010200,679.0,1.0,휘펍HWIPUB,,3120119,,0.0,4.36,181856576.5054945
MA010120220808350359,1144012200,412.0,17.0,커피나커피너,,3120103,,0.0,4.29,115403086.38443017
MA010120220803024500,1123010600,436.0,1.0,각자의연유,,3120066,,67.0,5.0,167032819.35487136
MA010120220804433014,1150010500,800.0,15.0,또다른여행,,3120119,,0.0,,0.0
MA0101202308A0035100,1150010500,800.0,15.0,어거스트,,3120119,,0.0,,0.0
MA010120220806980108,1150010500,800.0,15.0,이-클릭,,3120119,,0.0,4.08,0.0
MA0101202305A0127909,1150010500,800.0,15.0,다이닝카페,,3120119,,0.0,4.35,0.0
MA010120220806998404,1150010500,800.0,15.0,25브릭스,,3120119,,0.0,4.73,0.0
MA010120220808587242,1159010100,148.0,91.0,팔공티,,3120153,,29.11111111111111,4.435555555555556,120085400.34667182
MA010120220810103548,1165010800,1330.0,6.0,알리올리,,3120189,,0.0,,114738418.79258242
MA010120220814297702,1165010800,1330.0,6.0,한남동함바그또카레,,3120189,,0.0,4.35,114738418.79258242
MA0101202406A0300017,1144012300,418.0,1.0,문라이트스캔들,,3110544,,10.0,5.0,28151159.537784938
MA010120220801250681,1168010100,619.0,3.0,승앤윤,,3120189,,0.0,,229476837.58516484
MA010120220809396916,1147010100,1148.0,2.0,카페아인,,3120108,,3.0,5.0,32696084.123634
MA0101202302A0037061,1147010100,1148.0,2.0,미림커피,,3120108,,0.0,,25916164.73469388
MA010120220813488598,1171010700,136.0,4.0,륜,,3120237,,389.0,5.0,893144350.489556
MA010120220807156219,1117013100,738.0,23.0,폰드앤코,,3120046,,0.0,,130899774.30414744
MA0101202309A0012199,1156012800,276.0,1.0,레이지아웃,,3110762,,275.0,4.3,231791784.3701655
MA010120220802982338,1154510100,60.0,4.0,컴포즈커피가산,로데오점,3120131,,41.0,3.945,370849249.12593013
MA010120220810480633,1147010100,1052.0,1.0,윤희커피호프,,3120108,,0.0,,51832329.46938775
MA010120220809774746,1144012200,412.0,2.0,라뽀즈,,3120103,,0.0,,115403086.38443017
MA010120220812769509,1159010700,73.0,6.0,카페프랑,,3120156,,52.0,4.865,155445522.7486323
MA0101202409A0173954,1159010100,124.0,10.0,문원,,3120153,,2.0,5.0,75909969.64824462
MA010120220814033721,1117013100,683.0,65.0,수르기,,3120046,,681.0,4.0600000000000005,327523019.59070617
MA0106202406A2465078,1168010100,813.0,17.0,스타벅스,강남오거리,3120189,,126.05636743215031,4.132901878914405,455741525.1284732
MA0101202305A0065658,1114014800,18.0,79.0,카페포르타,,3001493,,0.0,,613683167.3571427
MA0101202406A0421316,1153010800,142.0,86.0,카페타샤,,3110690,,69.0,4.404999999999999,61427177.315158114
MA0106202406A2465413,1171010700,125.0,6.0,스타벅스,문정로데오,3120237,,126.05636743215031,4.132901878914405,337288373.72384316
MA010120220807206277,1117012800,16.0,49.0,까로치아,용산점,3120040,,0.0,4.52,79258491.50420167
MA0101202406A0339215,1117012800,65.0,167.0,키드문,,3120041,,30.0,5.0,172129530.60566854
MA0101202406A0091527,1120011800,66.0,177.0,하루소리,,3110135,,0.0,,11259484.5
