상가업소번호,상호명,도로명주소,지점명,시군구명,상가유형,행정동명_추정,임대료_분류,전용면적,전용면적(평),평당임대료,추정임대료(천원)
MA0101202311A0057925,컴포즈커피가양초점,서울특별시 강서구 양천로59길 46,,강서구,집합,가양동,기타,607.2487014639062,183.6919055792565,225.257212,41377.926517750566
MA0101202406A0496575,효녀가수이효정네한방찻집,서울특별시 마포구 백범로16안길 29,,마포구,소규모,대흥동,기타,91.794891470964,27.76782971473289,115.107956,3196.298121018966
MA010120220800189855,쿠나,서울특별시 마포구 어울마당로 136-3,,마포구,소규모,서교동,기타,113.30028367585857,34.273181582630095,102.97567,3529.3038365029943
MA010120220803540686,OMG도넛앤커피,서울특별시 관악구 관악로 211,,관악구,집합,봉천동,기타,2899.565672283466,877.1146688497387,115.934406,101687.76812698116
MA0101202409A0015864,카페메디치,서울특별시 관악구 신림로 340,,관악구,집합,신림동,기타,1282.3222080063188,387.9007223686608,208.033994,80696.53654983763
MA010120220813289327,스탠다드,서울특별시 중구 퇴계로 397,,중구,소규모,흥인동,기타,114.85915705721716,34.74473865848423,226.84399600000003,7881.635357266243
MA010120220811770920,써밋,서울특별시 노원구 공릉로 229-1,,노원구,소규모,공릉동,기타,216.1581296010765,65.38753996039581,148.794058,9729.277413344453
MA010120220804426732,엠에스씨커피,서울특별시 송파구 오금로27길 8,,송파구,소규모,방이동,기타,184.92961140953688,55.94095571708418,145.984128,8166.491639845149
MA010120220803544182,을지다방,서울특별시 중구 을지로 124-1,,중구,소규모,을지로3가,기타,154.45240387653345,46.7216419252627,131.33943399999998,6136.394006014672
MA0101202309A0079520,매머드커피강남,서울특별시 강남구 선릉로129길 11,구청점,강남구,소규모,논현동,기타,131.25895064641716,39.70565389509866,149.785798,5947.343053789162
MA010120220811982063,고스트요거트,서울특별시 서대문구 이화여대길 52-15,,서대문구,소규모,대현동,기타,86.21738124112441,26.08064046255805,177.984272,4641.943806022139
MA010120220803832299,할리스,서울특별시 광진구 아차산로 235,,광진구,집합,화양동,기타,341.1485089589372,103.1969595737604,102.97567,10626.776054070891
MA010120220813329261,다빈치보드게임,서울특별시 광진구 아차산로 235,,광진구,집합,화양동,기타,341.1485089589372,103.1969595737604,148.794058,15355.094388241763
MA010120220811946517,헬카페,서울특별시 용산구 원효로89길 33,,용산구,소규모,원효로1가,기타,150.51076208991216,45.52930065034551,102.97567,4688.410239100764
MA0101202305A0182284,바나타이거,서울특별시 관악구 양산길 1,양산점,관악구,소규모,신림동,기타,87.37335830751672,26.430321951575028,150.645306,3981.6039380735374
MA010120220812936847,오카보카커피,서울특별시 성동구 성수일로1길 18,,성동구,소규모,성수동1가,기타,65.1270379247731,19.70084031846243,149.785798,2950.906088371469
MA010120220813466674,더앨리,서울특별시 마포구 어울마당로 88,홍대점,마포구,소규모,서교동,기타,117.87380356971448,35.65666512484557,150.645306,5371.509228671889
MA010120220805037015,텐티북스,서울특별시 용산구 이태원로 4,,,,,,,,,
MA0101202309A0026548,아비삭베이글,서울특별시 용산구 이촌로75길 16-9,,용산구,소규모,이촌동,기타,101.11931646619723,30.588455582974543,123.273282,3770.7393110244952
MA0101202406A0326897,필링커피,서울특별시 성북구 보국문로16길 60,,성북구,소규모,정릉동,기타,187.470739420914,56.7096434814308,115.107956,6527.731146636224
MA0101202311A0102365,카페달,서울특별시 은평구 진흥로1나길 2,,은평구,집합,역촌동,기타,404.6748972588672,122.41360555958232,145.984128,17870.443462951574
MA010120220806700247,탐앤탐스사가정역점,서울특별시 중랑구 면목로45길 3-10,,중랑구,소규모,면목동,기타,85.20131369006468,25.77328141147821,101.256654,2609.716238326681
MA0101202411A0081318,하삼동금호역점,서울특별시 성동구 장터길 34,,성동구,소규모,금호동4가,기타,227.2791090677184,68.75162111068983,226.84399600000003,15595.89246422684
MA010120220813699361,인터내셔널티컴퍼니,서울특별시 강남구 압구정로79길 8,,강남구,소규모,청담동,기타,136.06685985694776,41.1600398865472,139.60393399999998,5746.103491758902
MA010120220803148675,슬라브,서울특별시 마포구 포은로 87,,마포구,소규모,망원동,기타,150.69663945939968,45.58552830159105,225.257212,10268.469012763497
MA010120220813656456,별와플,서울특별시 영등포구 신풍로 87,,영등포구,집합,신길동,기타,1888.6078843004052,571.301314144959,145.984128,83400.9241707059
MA010120220809207218,더그린,서울특별시 중랑구 용마산로139길 49,,,,,,,,,
MA010120220803098669,카페글락,서울특별시 강남구 영동대로131길 16,,강남구,소규모,청담동,기타,267.73845509873985,80.99051821003685,208.033994,16848.7809793637
MA0106202201A0153173,커피빈이태원점,서울특별시 용산구 이태원로 189,코리아,용산구,소규모,이태원동,기타,248.65249848741024,75.21704231575117,285.224424,21453.737569493755
MA010120220807386355,자작나무,서울특별시 관악구 남부순환로 1820,,관악구,집합,봉천동,기타,1236.8455363449757,374.1440910959452,115.934406,43376.17295961829
MA010120220801138917,브로커피앤쥬스,서울특별시 관악구 남부순환로 1820,,관악구,집합,봉천동,기타,1236.8455363449757,374.1440910959452,140.33121,52504.09301784421
MA0106202303A2117369,돌상cafe돌상카페,서울특별시 용산구 한강대로62길 26,,용산구,집합,한강로1가,기타,1608.5646258364568,486.5886096667847,145.984128,71034.21387693794
MA010120220808581989,꼴라보하우스도산,서울특별시 강남구 언주로164길 21-3,,강남구,소규모,신사동,기타,170.88541146668723,51.6926043519533,208.033994,10753.818943598628
MA010120220808485009,와다당,서울특별시 양천구 곰달래로5길 60,,양천구,소규모,신월동,기타,83.89146972903575,25.37705539628403,148.794058,3775.9550525038994
MA0101202409A0189004,타미,서울특별시 종로구 율곡로23길 38-5,,종로구,소규모,이화동,기타,37.46223504358454,11.33227510544635,123.273282,1396.9667447752674
MA010120220811794135,투썸플레이스,서울특별시 중구 세종대로14길 15,,중구,소규모,북창동,기타,64.9717023597492,19.653851521492285,174.083428,3421.409846264393
MA0101202310A0036144,오랑오랑,서울특별시 용산구 소월로20길 26-14,,용산구,소규모,용산동2가,기타,36.51135178964093,11.044634215512412,177.984272,1965.771180354268
MA010120220805156221,로스티드바이,서울특별시 금천구 금하로29길 22,,금천구,소규모,시흥동,기타,91.61331521705196,27.71290314509406,177.984272,4932.460891286077
MA010120220806610132,마피아백다방,서울특별시 중구 다산로 293,,중구,집합,신당동,기타,1930.6331300325237,584.0138937723164,102.97567,60139.2220005131
MA010120220812118389,별다방,서울특별시 중구 다산로 293,,중구,집합,신당동,기타,1930.6331300325237,584.0138937723164,164.397434,96010.3855565174
MA010120220805243579,이트커피,서울특별시 중구 다산로 293,,중구,집합,신당동,기타,1930.6331300325237,584.0138937723164,102.97567,60139.2220005131
MA010120220807821180,비바라비다,서울특별시 종로구 청계천로 307,,종로구,집합,창신동,기타,889.5337639710212,269.08275272884663,174.083428,46842.84801071398
MA010120220803495685,카페달콤한오늘,서울특별시 중구 다산로42나길 46,,중구,집합,신당동,기타,1824.7740996605671,551.9916811847562,226.84399600000003,125215.99871870811
MA0101202406A0132772,그라미,서울특별시 성북구 동소문로22길 16,성신여대점,성북구,소규모,동선동1가,기타,12.336437300505176,3.731755490503108,114.744318,428.1977387005346
MA010120220808569664,예설스페이스,서울특별시 광진구 아차산로73길 25,,광진구,소규모,광장동,기타,123.88083996209146,37.47378545649811,145.984128,5470.577892725959
MA010120220809788368,하나원컴퍼니,서울특별시 종로구 종로41가길 12-10,,,,,,,,,
MA0101202409A0101727,봉명동내커피,서울특별시 성북구 종암로21길 67,성북점,성북구,소규모,종암동,기타,69.42650935952025,21.00142457484429,164.397434,3452.5803104489423
MA010120220813750887,할루카연구소,서울특별시 서초구 양재천로11길 12,,서초구,소규모,양재동,기타,114.96755151120264,34.77752783326355,145.984128,5076.967074734708
MA010120220813713548,아리스타충무로점,서울특별시 중구 수표로 15-1,,중구,소규모,충무로2가,기타,105.62170430275488,31.950421774685367,208.033994,6646.773851772366
MA010120220813996290,오살랑마켓,서울특별시 도봉구 도봉로143길 50,,도봉구,소규모,방학동,기타,126.71781543128526,38.33196667411376,140.33121,5379.171265058059
MA0101202409A0232651,오늘의커피,서울특별시 은평구 은평로8길 35-2,,은평구,소규모,응암동,기타,115.22661271479728,34.85589349470545,131.33943399999998,4577.953323158895
MA010120220800440925,라온,서울특별시 영등포구 여의대방로19길 4-1,,영등포구,소규모,신길동,기타,99.65084289396326,30.14424432632441,285.224424,8597.87472489115
MA0101202406A0088328,메가엠지씨커피구로고척,서울특별시 구로구 경인로47길 107,시장점,구로구,소규모,고척동,기타,297.47400202906823,89.98548067913008,177.984272,16016.000269245033
MA010120220814228547,한국영파머스클럽,서울특별시 구로구 경인로47길 107,,구로구,소규모,고척동,기타,297.47400202906823,89.98548067913008,131.33943399999998,11818.642100614878
MA010120220808021896,차차티클럽,서울특별시 종로구 종로46가길 13,,종로구,소규모,창신동,기타,73.99033657357437,22.38197609461382,90.975616,2036.2140625047664
MA0101202307A0053635,카페너와,서울특별시 서대문구 이화여대길 72-6,,서대문구,소규모,대현동,기타,81.60683208570134,24.685955619124368,226.84399600000003,5599.860817720826
MA010120220805062732,리프커피바,서울특별시 송파구 백제고분로43길 24,,송파구,소규모,송파동,기타,110.2320166239654,33.34503497609214,225.257212,7511.209612757002
MA0101202210A0042933,홍콩다방중랑,서울특별시 중랑구 봉화산로 194,구청점,중랑구,집합,신내동,기타,1657.0494546577331,501.2552043855446,136.463424,68403.00148827123
MA0101202308A0043289,빽다방중랑,서울특별시 중랑구 봉화산로 194,구청점,중랑구,집합,신내동,기타,1657.0494546577331,501.2552043855446,208.033994,104278.12218161116
MA010120220802889192,바리스타폴커피칸타타,서울특별시 중랑구 봉화산로 194,,중랑구,집합,신내동,기타,1657.0494546577331,501.2552043855446,226.84399600000003,113706.73357861368
MA010120220803226363,커피베이중랑,서울특별시 중랑구 봉화산로 194,구청점,중랑구,집합,신내동,기타,1657.0494546577331,501.2552043855446,90.975616,45602.00099218082
MA0101202411A0036766,공차중랑,서울특별시 중랑구 봉화산로 194,구청점,중랑구,집합,신내동,기타,1657.0494546577331,501.2552043855446,139.60393399999998,69977.19847019606
MA010120220805010295,향기나는굴뚝,서울특별시 서초구 전원말안1길 3-3,,서초구,소규모,방배동,기타,132.73647944981985,40.152604346850936,149.785798,6014.289883871336
MA0101202406A0480611,커피바102,서울특별시 강북구 삼양로141길 15-13,,강북구,소규모,우이동,기타,92.5856968369568,28.00704726146676,145.984128,4088.584372320013
MA010120220811971488,피프틴커피,서울특별시 용산구 신흥로 97-1,,용산구,소규모,용산동2가,기타,80.76527669308462,24.43138625841993,101.256654,2473.840425109182
MA010120220802972446,카페소소,서울특별시 강북구 솔샘로64길 21,,강북구,소규모,미아동,기타,112.58034681375028,34.05540166185198,285.224424,9713.432323090374
MA0101202308A0092339,구하니커피,서울특별시 동대문구 전농로15길 21,,동대문구,소규모,전농동,기타,140.02601415983963,42.35767867379746,115.934406,4910.712316585576
MA010120220806928741,이디야커피오금,서울특별시 송파구 위례성대로22길 18,중앙점,송파구,집합,오금동,기타,417.20858613910633,126.20502938444744,136.463424,17222.370435822308
MA0101202409A0034113,자몽자몽,서울특별시 동작구 보라매로3길 29,신대방점,동작구,집합,신대방동,기타,2384.098985228658,721.1866976915294,123.273282,88903.05115917664
MA010120220812296005,매머드익스프레스보라매공원점,서울특별시 동작구 보라매로3길 29,,동작구,집합,신대방동,기타,2384.098985228658,721.1866976915294,140.33121,101205.00192295652
MA010120220808440153,카페,서울특별시 동작구 보라매로3길 29,,동작구,집합,신대방동,기타,2384.098985228658,721.1866976915294,145.984128,105281.81118769752
MA0101202406A0342283,칼도에스프레소바,서울특별시 동작구 보라매로3길 29,,동작구,집합,신대방동,기타,2384.098985228658,721.1866976915294,164.397434,118561.24253542116
MA010120220809806690,마리크루아상,서울특별시 동작구 보라매로3길 29,,동작구,집합,신대방동,기타,2384.098985228658,721.1866976915294,90.975616,65610.40407349267
MA0101202211A0099165,그로비,서울특별시 동작구 보라매로3길 29,,동작구,집합,신대방동,기타,2384.098985228658,721.1866976915294,164.397434,118561.24253542116
MA0106202301A1337298,체크커피,서울특별시 동작구 보라매로3길 29,,동작구,집합,신대방동,기타,2384.098985228658,721.1866976915294,115.107956,83014.32666566187
MA010120220806658531,투썸플레이스,서울특별시 서초구 서초대로 304,교대역점,서초구,소규모,서초동,기타,140.32716807036803,42.448777321788384,164.397434,6978.470068139402
MA010120220804546617,피컨트,서울특별시 용산구 녹사평대로32길 57,,용산구,소규모,이태원동,기타,183.2838224965241,55.44310681121789,164.397434,9114.704492752144
MA010120220805491881,소적두,서울특별시 성동구 상원6길 8,성수점,성동구,소규모,성수동1가,기타,87.89511584542333,26.58815289655252,148.794058,3956.159164202504
MA010120220800023103,수요일,서울특별시 종로구 인사동길 36,,종로구,소규모,관훈동,기타,204.7577198520651,61.93893153005781,145.984128,9042.100908667197
MA0101202406A0168573,카페코르안암점,서울특별시 성북구 보문로26길 40,,성북구,소규모,안암동2가,기타,171.71823084163947,51.94453107920608,90.975616,4725.685712761918
MA010120220806425665,메종인디아트래블앤북스,서울특별시 서초구 방배로23길 31-43,,서초구,소규모,방배동,기타,41.78908765057904,12.641142129160576,131.33943399999998,1660.2804523575048
MA010120220814008682,이알커피연희,서울특별시 서대문구 홍연길 80,,서대문구,소규모,연희동,기타,188.01310737674203,56.87370904977374,140.33121,7981.156408142699
MA010120220814085021,채one,서울특별시 강동구 동남로65길 26,,강동구,소규모,명일동,기타,141.31241153196115,42.74681212776368,139.60393399999998,5967.62313899472
MA0101202409A0024377,컴포즈커피,서울특별시 강서구 화곡로 154,화곡역점,강서구,집합,화곡동,기타,408.1208624202522,123.4560053301023,136.463424,16847.22920070801
MA010120220800938547,석커피숍,서울특별시 금천구 시흥대로52길 46,,금천구,소규모,시흥동,기타,316.7945880211823,95.82993164171523,139.60393399999998,13378.235452134526
MA0101202301A0103400,빽다방개봉역,서울특별시 구로구 경인로40길 41,북부점,구로구,집합,개봉동,기타,456.90977908383394,138.21458620722183,285.224424,39422.17573935319
MA010120220801045304,커피더주다,서울특별시 강남구 개포로28길 19,,강남구,소규모,개포동,기타,127.6832079002092,38.62399658182866,208.033994,8035.104273160165
MA0101202406A0116985,오늘의당도,서울특별시 관악구 문성로16가길 40,,관악구,소규모,신림동,기타,139.99906576587532,42.34952682130658,102.97567,4360.970898607015
MA010120220804760460,델링유,서울특별시 동작구 장승배기로24길 32,,동작구,소규모,노량진동,기타,226.7261901372731,68.58436388688762,123.273282,8454.619630218913
MA010120220812276273,리프레셔스,서울특별시 서초구 청두곶6길 8,,서초구,소규모,방배동,기타,97.39451275792864,29.46170753158952,285.224424,8403.198560754083
MA010120220811805866,크로플로신당점,서울특별시 중구 다산로 219,,중구,소규모,신당동,기타,45.143907004561264,13.655970417012906,164.397434,2245.006495336832
MA0101202406A0371539,풀떼기,서울특별시 서초구 효령로53길 67,,서초구,소규모,서초동,기타,175.28845760275175,53.02451981449324,90.975616,4823.938353227728
MA010120220808019542,타자기,서울특별시 용산구 신흥로 97-5,,용산구,소규모,용산동2가,기타,92.77902992025864,28.06553025599209,150.645306,4227.940393466187
MA0101202411A0068711,오즈커피&맥주,서울특별시 노원구 동일로 1279,,노원구,소규모,중계동,기타,242.3053853978752,73.29704924613563,101.256654,7421.813954736916
