상권_코드,총_유동인구,상권_카페수,상권명,행정동,성공률,상권_면적_m2,인구_밀집도(명/500m2),카페_밀집도(개/500m2),성공률_표시,인구_밀집도_표시,카페_밀집도_표시,최대_월세,최대_보증금,최대_면적,평균_성공확률
3120114,1097090.8,65.0,목동신시가지,목1동,50.2,421429.0,1301.6,0.077,50.2%,1301.6명/500m²,0.077개/500m² (총 65개),3864.0,1200000.0,3910.0,0.502067875481577
3120116,240030.0,6.0,송정역,공항동,54.9,61122.0,1963.5,0.049,54.9%,1963.5명/500m²,0.049개/500m² (총 6개),350.0,20000.0,276.0,0.5494429753068744
3120117,0.0,3.0,강서농산물도매시장,발산1동,57.6,402585.0,0.0,0.004,57.6%,0.0명/500m²,0.004개/500m² (총 3개),102.0,1836.0,34.0,0.5756880729613644
3120118,0.0,68.0,마곡역(마곡),발산1동,46.3,232166.0,0.0,0.146,46.3%,0.0명/500m²,0.146개/500m² (총 68개),8140.0,1287000.0,904.0,0.46263433765575657
3120119,283586.0181818182,134.0,발산역(마곡),가양1동,45.6,417076.0,340.0,0.161,45.6%,340.0명/500m²,0.161개/500m² (총 134개),2385.0,2500000.0,4015.0,0.45601899229835263
3120120,1580339.4782608696,25.0,화곡역,화곡1동,43.5,136057.0,5807.6,0.092,43.5%,5807.6명/500m²,0.092개/500m² (총 25개),3800.0,260000.0,1256.0,0.4346565337126038
3120121,2798058.333333334,20.0,까치산역,화곡1동,44.5,104596.0,13375.6,0.096,44.5%,13375.6명/500m²,0.096개/500m² (총 20개),2500.0,27000.0,386.0,0.4448290312357169
3120122,1764372.6896551724,30.0,강서구청,화곡6동,40.8,224516.0,3929.3,0.067,40.8%,3929.3명/500m²,0.067개/500m² (총 30개),3080.0,420000.0,890.0,0.4077951292896776
3120123,548513.3333333334,14.0,오류동역,오류1동,40.4,209639.0,1308.2,0.033,40.4%,1308.2명/500m²,0.033개/500m² (총 14개),1850.0,870000.0,517.0,0.40385945940505236
3120124,1208516.0,18.0,개봉동 현대아파트,개봉2동,45.8,150870.0,4005.2,0.06,45.8%,4005.2명/500m²,0.06개/500m² (총 18개),300.0,32000.0,198.0,0.4582757922166425
3120125,719905.9999999999,34.0,구로역,구로2동,46.6,657519.0,547.4,0.026,46.6%,547.4명/500m²,0.026개/500m² (총 34개),8000.0,950000.0,3966.0,0.46613966311293953
3120126,0.0,1.0,디지털단지오거리,가리봉동,62.8,51996.0,0.0,0.01,62.8%,0.0명/500m²,0.01개/500m² (총 1개),1000.0,15000.0,551.0,0.6276776461566114
3120127,643535.0,17.0,구로구청,구로5동,46.0,84927.0,3788.8,0.1,46.0%,3788.8명/500m²,0.1개/500m² (총 17개),1500.0,95000.0,674.0,0.46015880654916846
3120128,488317.5,36.0,신도림역,신도림동,52.0,251389.0,971.2,0.072,52.0%,971.2명/500m²,0.072개/500m² (총 36개),1500.0,1600000.0,3072.0,0.5198548526071276
3120129,649659.0638297873,121.0,구로디지털단지,구로3동,42.2,460289.0,705.7,0.131,42.2%,705.7명/500m²,0.131개/500m² (총 121개),1700.0,350000.0,561.0,0.4223482958526398
3120130,1362829.1578947366,22.0,구로디지털단지역,구로3동,44.2,168688.0,4039.5,0.065,44.2%,4039.5명/500m²,0.065개/500m² (총 22개),10000.0,400000.0,5125.0,0.44166757844871923
3120131,1056399.7307692308,279.0,가산디지털단지,가산동,35.7,1713620.0,308.2,0.081,35.7%,308.2명/500m²,0.081개/500m² (총 279개),2200.0,1576300.0,1510.0,0.3569272798889498
3120132,955173.5454545454,32.0,독산동,독산1동,46.9,530021.0,901.1,0.03,46.9%,901.1명/500m²,0.03개/500m² (총 32개),5000.0,120000.0,1766.0,0.4693944618551634
3120133,127890.85714285716,9.0,서울시흥동우체국(홈플러스시흥점),시흥1동,54.8,56376.0,1134.3,0.08,54.8%,1134.3명/500m²,0.08개/500m² (총 9개),940.0,39500.0,293.0,0.5475350590274073
3120134,593390.6666666667,21.0,구로전화국,독산3동,46.6,169662.0,1748.7,0.062,46.6%,1748.7명/500m²,0.062개/500m² (총 21개),1500.0,47000.0,929.0,0.46649976848778146
3120135,431395.0,5.0,양평역,양평1동,60.1,36584.0,5896.0,0.068,60.1%,5896.0명/500m²,0.068개/500m² (총 5개),300.0,76000.0,175.0,0.60123062671797
3120136,1806352.4680851065,59.0,영등포구청역,당산1동,52.2,208631.0,4329.1,0.141,52.2%,4329.1명/500m²,0.141개/500m² (총 59개),2000.0,400000.0,420.0,0.5224013239877101
3120137,37399.0,5.0,문래역(문래로데오거리),문래동,69.8,43658.0,428.3,0.057,69.8%,428.3명/500m²,0.057개/500m² (총 5개),590.0,6400.0,79.0,0.6982771101213537
3120138,579357.0,20.0,당산2동(영등포우체국),당산2동,53.1,94477.0,3066.1,0.106,53.1%,3066.1명/500m²,0.106개/500m² (총 20개),13500.0,200000.0,3399.0,0.5311414284885205
3120139,779240.0,17.0,대림3동사거리,대림3동,42.1,191427.0,2035.3,0.044,42.1%,2035.3명/500m²,0.044개/500m² (총 17개),700.0,10000.0,500.0,0.42119680695477507
3120140,71140.5,24.0,문래동주민센터,문래동,54.9,101046.0,352.0,0.119,54.9%,352.0명/500m²,0.119개/500m² (총 24개),600.0,180000.0,440.0,0.5492035204276422
3120141,524897.0,22.0,영등포청과시장교차로,당산1동,58.5,80055.0,3278.4,0.137,58.5%,3278.4명/500m²,0.137개/500m² (총 22개),1430.0,452871.0,500.0,0.5852892673824334
3120142,1743413.2777777778,21.0,대림역,대림3동,36.2,142571.0,6114.2,0.074,36.2%,6114.2명/500m²,0.074개/500m² (총 21개),1000.0,170000.0,468.0,0.3623766706221131
3120143,1070154.12,26.0,당산역,당산2동,44.0,155541.0,3440.1,0.084,44.0%,3440.1명/500m²,0.084개/500m² (총 26개),2500.0,500000.0,786.0,0.44027301274424363
3120144,1321047.9,10.0,영중로,영등포동,49.3,92713.0,7124.4,0.054,49.3%,7124.4명/500m²,0.054개/500m² (총 10개),1800.0,90000.0,495.0,0.4932735837672095
3120145,3418094.926829268,50.0,영등포역(영등포),영등포동,42.6,404780.0,4222.2,0.062,42.6%,4222.2명/500m²,0.062개/500m² (총 50개),5600.0,240000.0,2470.0,0.42583426687893566
3120146,412230.4,13.0,한강성심병원,영등포동,50.3,140562.0,1466.4,0.046,50.3%,1466.4명/500m²,0.046개/500m² (총 13개),1500.0,70000.0,369.0,0.5028307543438991
3120147,985773.0,13.0,보라매역,신길6동,41.3,93027.0,5298.3,0.07,41.3%,5298.3명/500m²,0.07개/500m² (총 13개),3600.0,100000.0,1827.0,0.41296390601879257
3120148,417458.6046511628,99.0,국회의사당역(국회의사당),여의동,49.3,353915.0,589.8,0.14,49.3%,589.8명/500m²,0.14개/500m² (총 99개),3000.0,720000.0,661.0,0.4926701335862834
3120149,1458342.5573770492,171.0,여의도역(여의도),여의동,41.1,598658.0,1218.0,0.143,41.1%,1218.0명/500m²,0.143개/500m² (총 171개),3500.0,500000.0,535.0,0.4109126716693228
3120150,65345.0,11.0,63빌딩,여의동,47.3,40709.0,802.6,0.135,47.3%,802.6명/500m²,0.135개/500m² (총 11개),7678.0,230000.0,1850.0,0.4729758314721079
3120151,1118181.0909090908,39.0,보라매공원,신대방2동,48.1,119689.0,4671.2,0.163,48.1%,4671.2명/500m²,0.163개/500m² (총 39개),2977.0,180000.0,1138.0,0.4805618473913068
3120152,754432.0,19.0,신대방삼거리역,대방동,44.3,112198.0,3362.1,0.085,44.3%,3362.1명/500m²,0.085개/500m² (총 19개),1100.0,280000.0,540.0,0.44293625635306644
3120153,1610631.7346938776,59.0,노량진역(노량진),노량진1동,48.2,443826.0,1814.5,0.066,48.2%,1814.5명/500m²,0.066개/500m² (총 59개),3000.0,240000.0,776.0,0.48232343086203167
3120154,515006.0,12.0,장승배기역,상도2동,41.7,84828.0,3035.6,0.071,41.7%,3035.6명/500m²,0.071개/500m² (총 12개),400.0,10000.0,215.0,0.4174061985847967
3120155,233076.0,5.0,총신대학교,사당5동,58.0,46691.0,2495.9,0.054,58.0%,2495.9명/500m²,0.054개/500m² (총 5개),120.0,2000.0,49.0,0.5798215717322179
3120156,3563028.6086956523,48.0,"총신대입구역(이수, 총신대)",사당2동,53.4,246965.0,7213.6,0.097,53.4%,7213.6명/500m²,0.097개/500m² (총 48개),2500.0,1000000.0,974.0,0.5338310406386165
3120157,3301565.9444444445,40.0,신림역(신림),신림동,51.0,237915.0,6938.5,0.084,51.0%,6938.5명/500m²,0.084개/500m² (총 40개),6230.0,381478.0,1835.0,0.5098638465701167
3120158,521073.36,28.0,녹두거리(대학동),대학동,56.1,117372.0,2219.8,0.119,56.1%,2219.8명/500m²,0.119개/500m² (총 28개),1200.0,75000.0,499.0,0.560722894427578
3120159,2679757.951219512,47.0,서울대입구역,낙성대동,51.5,235418.0,5691.5,0.1,51.5%,5691.5명/500m²,0.1개/500m² (총 47개),4000.0,580000.0,1527.0,0.5154904681665807
3120160,2030837.9743589745,42.0,사당역(사당),방배2동,50.1,254257.0,3993.7,0.083,50.1%,3993.7명/500m²,0.083개/500m² (총 42개),7500.0,300000.0,1450.0,0.5005178072677056
3120161,421827.0,4.0,방배동가구거리(사당동가구거리),방배본동,45.2,51195.0,4119.8,0.039,45.2%,4119.8명/500m²,0.039개/500m² (총 4개),1200.0,17000.0,298.0,0.4520807214695482
3120162,555687.0666666665,17.0,방배동카페골목,방배본동,56.6,95526.0,2908.6,0.089,56.6%,2908.6명/500m²,0.089개/500m² (총 17개),1500.0,105000.0,386.0,0.566259412488194
3120163,1445732.0,6.0,사당역 11번(사당역먹자골목),방배2동,65.8,87254.0,8284.6,0.034,65.8%,8284.6명/500m²,0.034개/500m² (총 6개),770.0,850000.0,497.0,0.6575847450921378
3120164,1282313.4722222222,42.0,내방역,방배4동,52.3,212543.0,3016.6,0.099,52.3%,3016.6명/500m²,0.099개/500m² (총 42개),1300.0,200000.0,386.0,0.522893348241701
3120165,718124.75,17.0,서래마을카페거리(서래마을),반포4동,50.7,108614.0,3305.9,0.078,50.7%,3305.9명/500m²,0.078개/500m² (총 17개),2900.0,135000.0,644.0,0.5070142399272801
3120166,1090383.75,36.0,방배역,방배1동,46.0,193617.0,2815.8,0.093,46.0%,2815.8명/500m²,0.093개/500m² (총 36개),2500.0,180000.0,919.0,0.46015600393111744
3120167,500105.20000000007,44.0,고속터미널(고속터미널역),반포4동,44.3,320815.0,779.4,0.069,44.3%,779.4명/500m²,0.069개/500m² (총 44개),1200.0,750000.0,13212.0,0.4433953501065138
3120168,278130.0,9.0,서울고교교차로,서초3동,60.6,49689.0,2798.7,0.091,60.6%,2798.7명/500m²,0.091개/500m² (총 9개),1100.0,11000.0,474.0,0.6062109337111281
3120169,1407504.6666666665,54.0,서초역,서초3동,55.0,242820.0,2898.2,0.111,55.0%,2898.2명/500m²,0.111개/500m² (총 54개),13000.0,300000.0,1977.0,0.5503837651883892
3120170,1287530.0000000002,12.0,삼호가든사거리,반포4동,38.4,100858.0,6382.9,0.059,38.4%,6382.9명/500m²,0.059개/500m² (총 12개),680.0,570000.0,397.0,0.38438162938319886
3120171,1583226.206896552,31.0,서초3동사거리,서초3동,51.1,235083.0,3367.4,0.066,51.1%,3367.4명/500m²,0.066개/500m² (총 31개),6160.0,280000.0,1675.0,0.5107381773362722
3120172,1857953.5384615385,32.0,교대입구교차로,서초3동,50.7,222734.0,4170.8,0.072,50.7%,4170.8명/500m²,0.072개/500m² (총 32개),21400.0,700000.0,3630.0,0.5068203247402372
3120173,4044018.0,88.0,교대역(법원.검찰청),서초1동,46.8,396531.0,5099.2,0.111,46.8%,5099.2명/500m²,0.111개/500m² (총 88개),13000.0,1150000.0,1707.0,0.4676779290634626
3120174,0.0,3.0,논현역 5번,잠원동,65.0,70278.0,0.0,0.021,65.0%,0.0명/500m²,0.021개/500m² (총 3개),320.0,3000.0,89.0,0.6503864003309919
3120175,1289478.5882352942,45.0,남부터미널역,서초1동,47.8,259951.0,2480.2,0.087,47.8%,2480.2명/500m²,0.087개/500m² (총 45개),5457.0,550000.0,964.0,0.47783621653078007
3120176,1891178.0,15.0,논현역 4번,반포1동,63.5,130507.0,7245.5,0.057,63.5%,7245.5명/500m²,0.057개/500m² (총 15개),800.0,70000.0,198.0,0.6345015062157777
3120177,1245580.933333333,19.0,신논현역 1번,반포1동,67.4,140535.0,4431.6,0.068,67.4%,4431.6명/500m²,0.068개/500m² (총 19개),2650.0,31000.0,364.0,0.6736720259672311
3120178,3256798.984126984,64.0,신사역,잠원동,46.9,353066.0,4612.2,0.091,46.9%,4612.2명/500m²,0.091개/500m² (총 64개),12000.0,720000.0,1564.0,0.4692643365215304
3120179,2367885.333333333,68.0,양재역,서초2동,49.1,348405.0,3398.2,0.098,49.1%,3398.2명/500m²,0.098개/500m² (총 68개),6600.0,1090000.0,797.0,0.49133711118038487
3120180,136008.0,14.0,양재화물트럭터미널앞,양재2동,45.6,184060.0,369.5,0.038,45.6%,369.5명/500m²,0.038개/500m² (총 14개),190.0,34000.0,115.0,0.4561617094669073
3120181,456904.0,16.0,교육개발원입구사거리,양재1동,54.8,120183.0,1900.9,0.067,54.8%,1900.9명/500m²,0.067개/500m² (총 16개),2300.0,144000.0,830.0,0.548225064014429
3120182,711125.0,22.0,"양재시민의숲역(양재동꽃시장, aT센터)",양재2동,50.9,301253.0,1180.3,0.037,50.9%,1180.3명/500m²,0.037개/500m² (총 22개),680.0,10000.0,188.0,0.5087603130395484
3120183,421491.0,15.0,양재천카페거리,양재1동,59.1,119809.0,1759.0,0.063,59.1%,1759.0명/500m²,0.063개/500m² (총 15개),500.0,6000.0,225.0,0.5911227885901664
3120184,1655366.0,47.0,포이사거리(삼호물산),양재2동,49.3,351949.0,2351.7,0.067,49.3%,2351.7명/500m²,0.067개/500m² (총 47개),3000.0,60000.0,770.0,0.4925293779892865
3120185,2367126.696428572,58.0,논현역,논현1동,48.7,321182.0,3685.0,0.09,48.7%,3685.0명/500m²,0.09개/500m² (총 58개),9500.0,108000.0,1397.0,0.4874212675497548
3120186,2206634.5522388057,80.0,가로수길,신사동,60.1,256688.0,4298.3,0.156,60.1%,4298.3명/500m²,0.156개/500m² (총 80개),120000.0,200000.0,2209.0,0.6012351993163113
3120187,3238822.337662338,89.0,신논현역,논현1동,46.9,382392.0,4235.0,0.116,46.9%,4235.0명/500m²,0.116개/500m² (총 89개),67962.0,1200000.0,2765.0,0.46886040925089456
3120188,2041865.7906976747,55.0,압구정역,신사동,47.0,251746.0,4055.4,0.109,47.0%,4055.4명/500m²,0.109개/500m² (총 55개),5400.0,750000.0,1134.0,0.4701515595280757
3120189,6937675.408695652,170.0,강남역,역삼1동,43.4,617547.0,5617.1,0.138,43.4%,5617.1명/500m²,0.138개/500m² (총 170개),20000.0,1800000.0,1537.0,0.4338040143651526
3120190,1349799.2857142857,43.0,강남을지병원,신사동,48.9,295195.0,2286.3,0.073,48.9%,2286.3명/500m²,0.073개/500m² (총 43개),17578.0,175787.0,4833.0,0.4893482805225631
3120191,2207433.333333333,46.0,학동역,논현1동,52.1,366287.0,3013.3,0.063,52.1%,3013.3명/500m²,0.063개/500m² (총 46개),6900.0,4400000.0,4771.0,0.5214253003145601
3120192,1867883.74,64.0,뱅뱅사거리,역삼1동,52.4,317600.0,2940.6,0.101,52.4%,2940.6명/500m²,0.101개/500m² (총 64개),5000.0,850000.0,991.0,0.5240606643830625
3120193,716359.6875,18.0,도산공원교차로,논현2동,59.8,185023.0,1935.9,0.049,59.8%,1935.9명/500m²,0.049개/500m² (총 18개),10548.0,330000.0,1668.0,0.5976976004481284
3120194,1611621.9069767443,45.0,언주역(차병원),역삼1동,52.7,242446.0,3323.7,0.093,52.7%,3323.7명/500m²,0.093개/500m² (총 45개),4500.0,226200.0,998.0,0.5269758215123058
3120195,721847.2799999999,26.0,성수대교남단,압구정동,51.6,126830.0,2845.7,0.102,51.6%,2845.7명/500m²,0.102개/500m² (총 26개),8720.0,450000.0,1411.0,0.5163650745124285
3120196,793109.6470588235,17.0,서울세관,논현2동,55.0,185480.0,2138.0,0.046,55.0%,2138.0명/500m²,0.046개/500m² (총 17개),2850.0,138000.0,669.0,0.5497953539390601
3120197,4365072.448598132,142.0,역삼역,역삼1동,44.0,562807.0,3877.9,0.126,44.0%,3877.9명/500m²,0.126개/500m² (총 142개),7500.0,520000.0,1742.0,0.4398921973143247
3120198,2128098.612244898,54.0,구역삼세무서,역삼1동,51.7,291470.0,3650.6,0.093,51.7%,3650.6명/500m²,0.093개/500m² (총 54개),12000.0,800000.0,1366.0,0.516621717708774
3120199,491106.0,18.0,경복아파트교차로,논현2동,58.2,112742.0,2178.0,0.08,58.2%,2178.0명/500m²,0.08개/500m² (총 18개),6400.0,250000.0,1680.0,0.5822821179914899
3120200,1102883.5151515151,35.0,학동사거리,압구정동,49.3,266597.0,2068.4,0.066,49.3%,2068.4명/500m²,0.066개/500m² (총 35개),11013.0,2120000.0,1783.0,0.4932012788265187
3120201,899220.8823529412,19.0,도곡1동,역삼1동,47.3,169293.0,2655.8,0.056,47.3%,2655.8명/500m²,0.056개/500m² (총 19개),4000.0,220000.0,1463.0,0.4729873032043839
3120202,2002617.391304348,51.0,압구정로데오역(압구정로데오),압구정동,53.3,265702.0,3768.5,0.096,53.3%,3768.5명/500m²,0.096개/500m² (총 51개),16000.0,1650000.0,1800.0,0.5329410467008917
3120203,1558086.25,45.0,강남구청역,논현2동,50.4,173252.0,4496.6,0.13,50.4%,4496.6명/500m²,0.13개/500m² (총 45개),9370.0,350000.0,1205.0,0.5038209620596397
3120204,1644255.724137931,36.0,르네상스호텔사거리,역삼1동,57.8,160960.0,5107.7,0.112,57.8%,5107.7명/500m²,0.112개/500m² (총 36개),4000.0,250000.0,724.0,0.5776450467814964
3120205,576438.0,24.0,매봉역,도곡2동,56.7,122443.0,2353.9,0.098,56.7%,2353.9명/500m²,0.098개/500m² (총 24개),1100.0,20000.0,330.0,0.566843858269625
3120206,1047673.8,23.0,개나리아파트,역삼2동,49.8,148412.0,3529.6,0.077,49.8%,3529.6명/500m²,0.077개/500m² (총 23개),11500.0,120000.0,1622.0,0.4975961473548108
3120207,1754814.2857142857,50.0,선정릉역,삼성2동,47.9,323475.0,2712.4,0.077,47.9%,2712.4명/500m²,0.077개/500m² (총 50개),4000.0,48000.0,853.0,0.478806253268377
3120208,1272615.4054054054,42.0,청담사거리(청담동명품거리),청담동,47.7,331337.0,1920.4,0.063,47.7%,1920.4명/500m²,0.063개/500m² (총 42개),9500.0,280000.0,1566.0,0.4772403371306036
3120209,842737.0,16.0,"강남구청(청담역_8번, 강남세무서)",청담동,38.2,134148.0,3141.1,0.06,38.2%,3141.1명/500m²,0.06개/500m² (총 16개),7000.0,90000.0,1170.0,0.38163307263223056
3120210,4755942.90625,90.0,선릉역,대치4동,45.0,360434.0,6597.5,0.125,45.0%,6597.5명/500m²,0.125개/500m² (총 90개),8669.0,3600000.0,3330.0,0.4501500018475051
3120211,911331.0,12.0,도성초등학교,대치4동,50.8,72437.0,6290.5,0.083,50.8%,6290.5명/500m²,0.083개/500m² (총 12개),4200.0,520000.0,866.0,0.5078726467617595
3120212,1004834.8421052631,26.0,한티역,대치4동,48.6,112734.0,4456.7,0.115,48.6%,4456.7명/500m²,0.115개/500m² (총 26개),3520.0,2000000.0,550.0,0.48638875333058534
3120213,1933597.756097561,43.0,삼성중앙역,삼성2동,50.9,228925.0,4223.2,0.094,50.9%,4223.2명/500m²,0.094개/500m² (총 43개),32643.0,326430.0,5983.0,0.5085911033486051
3120214,339190.0,9.0,영동대교남단교차로,청담동,49.5,89136.0,1902.7,0.05,49.5%,1902.7명/500m²,0.05개/500m² (총 9개),17000.0,200000.0,1477.0,0.49486303886252386
3120215,3067735.0793650798,87.0,포스코사거리,대치4동,50.3,318626.0,4814.0,0.137,50.3%,4814.0명/500m²,0.137개/500m² (총 87개),6000.0,750000.0,1619.0,0.5027322579121054
3120216,203371.0,5.0,경기고교사거리(경기고교앞사거리),삼성1동,49.2,71695.0,1418.3,0.035,49.2%,1418.3명/500m²,0.035개/500m² (총 5개),1800.0,85000.0,398.0,0.49177634279184623
3120217,1214182.0,21.0,대치사거리,대치4동,54.8,159411.0,3808.3,0.066,54.8%,3808.3명/500m²,0.066개/500m² (총 21개),8500.0,1150000.0,1107.0,0.5481048937799206
3120219,1161614.4,30.0,은마아파트,대치2동,43.8,149660.0,3880.8,0.1,43.8%,3880.8명/500m²,0.1개/500m² (총 30개),5000.0,450000.0,362.0,0.43816913409083263
3120220,437045.875,16.0,대치역,대치1동,47.1,163253.0,1338.6,0.049,47.1%,1338.6명/500m²,0.049개/500m² (총 16개),29511.0,580000.0,4485.0,0.47101936413182854
3120221,480551.7391304348,28.0,봉은사역,삼성1동,51.5,124926.0,1923.3,0.112,51.5%,1923.3명/500m²,0.112개/500m² (총 28개),18000.0,135000.0,1536.0,0.5151780617532683
3120222,918726.2222222224,55.0,삼성역,대치2동,50.4,356337.0,1289.1,0.077,50.4%,1289.1명/500m²,0.077개/500m² (총 55개),12365.0,170000.0,1736.0,0.5041406470586831
3120223,313327.0,9.0,휘문고교사거리,대치2동,56.5,133570.0,1172.9,0.034,56.5%,1172.9명/500m²,0.034개/500m² (총 9개),2900.0,30000.0,495.0,0.5647695371139111
3120224,221165.3333333333,30.0,수서역,수서동,54.0,60183.0,1837.4,0.249,54.0%,1837.4명/500m²,0.249개/500m² (총 30개),550.0,60000.0,197.0,0.5401129314709062
3120225,2071275.3658536584,63.0,잠실새내역(신천),잠실본동,45.4,238047.0,4350.6,0.132,45.4%,4350.6명/500m²,0.132개/500m² (총 63개),8917.0,400000.0,1436.0,0.45401768216311184
3120226,598302.25,21.0,석촌고분역,삼전동,37.0,129121.0,2316.8,0.081,37.0%,2316.8명/500m²,0.081개/500m² (총 21개),1870.0,57200.0,710.0,0.3695393580659977
3120227,895434.2608695653,67.0,잠실역,잠실6동,40.0,526867.0,849.8,0.064,40.0%,849.8명/500m²,0.064개/500m² (총 67개),2580.0,460000.0,413.0,0.4000979482307699
3120228,1371248.6666666667,41.0,석촌역(석촌호수),송파1동,50.9,228150.0,3005.1,0.09,50.9%,3005.1명/500m²,0.09개/500m² (총 41개),9500.0,200000.0,1570.0,0.5091823900041997
3120229,1300612.8666666667,18.0,방이동먹자골목,방이2동,49.3,146694.0,4433.1,0.061,49.3%,4433.1명/500m²,0.061개/500m² (총 18개),600.0,7000.0,311.0,0.49257373730460907
3120230,297438.8666666667,15.0,송파사거리(송파역),석촌동,44.3,102341.0,1453.2,0.073,44.3%,1453.2명/500m²,0.073개/500m² (총 15개),4500.0,98000.0,1157.0,0.44285445417117925
3120232,197819.5,12.0,송파나루역,송파1동,55.4,60912.0,1623.8,0.099,55.4%,1623.8명/500m²,0.099개/500m² (총 12개),3200.0,30000.0,830.0,0.554192050578714
3120233,473659.2,19.0,몽촌토성역,방이2동,54.0,115003.0,2059.3,0.083,54.0%,2059.3명/500m²,0.083개/500m² (총 19개),1600.0,370000.0,388.0,0.5398554773431627
3120234,1353646.588235294,29.0,가락시장역,가락본동,50.5,165196.0,4097.1,0.088,50.5%,4097.1명/500m²,0.088개/500m² (총 29개),1800.0,250000.0,519.0,0.5047171120625872
3120235,14646.96875,148.0,문정역,문정2동,38.5,333436.0,22.0,0.222,38.5%,22.0명/500m²,0.222개/500m² (총 148개),1600.0,270000.0,591.0,0.3847103340214854
3120236,66684.0,43.0,장지역(가든파이브),문정2동,39.6,211338.0,157.8,0.102,39.6%,157.8명/500m²,0.102개/500m² (총 43개),700.0,290000.0,351.0,0.3956467403312836
3120237,2070096.0,31.0,경찰병원역,가락본동,44.5,198351.0,5218.3,0.078,44.5%,5218.3명/500m²,0.078개/500m² (총 31개),10000.0,150000.0,2200.0,0.44485448834358593
3120238,241764.0,16.0,방이역,방이1동,42.0,45610.0,2650.3,0.175,42.0%,2650.3명/500m²,0.175개/500m² (총 16개),1200.0,110000.0,285.0,0.4199390097723816
3120239,774002.56,29.0,오금역,가락본동,51.1,151650.0,2551.9,0.096,51.1%,2551.9명/500m²,0.096개/500m² (총 29개),500.0,74500.0,230.0,0.5111598371862573
3120240,831638.6470588236,17.0,개롱역,가락2동,48.6,107416.0,3871.1,0.079,48.6%,3871.1명/500m²,0.079개/500m² (총 17개),2000.0,420000.0,326.0,0.48560760224096294
3120241,473540.7692307693,13.0,거여역,거여2동,41.6,94954.0,2493.5,0.068,41.6%,2493.5명/500m²,0.068개/500m² (총 13개),1200.0,240000.0,383.0,0.4161876568245342
3120242,1497985.542857143,39.0,강동구청역,성내1동,49.4,205710.0,3641.0,0.095,49.4%,3641.0명/500m²,0.095개/500m² (총 39개),4000.0,210000.0,1237.0,0.493679921570405
3120243,1364346.6666666667,36.0,천호역,천호2동,47.6,215270.0,3168.9,0.084,47.6%,3168.9명/500m²,0.084개/500m² (총 36개),3800.0,1250300.0,1290.0,0.47565296105071114
3120244,595940.0,14.0,암사역,암사2동,41.2,80605.0,3696.7,0.087,41.2%,3696.7명/500m²,0.087개/500m² (총 14개),6100.0,1600000.0,2796.0,0.41231936976056965
3120245,1090713.4285714286,21.0,둔촌역,성내3동,48.3,165420.0,3296.8,0.063,48.3%,3296.8명/500m²,0.063개/500m² (총 21개),2600.0,1200000.0,726.0,0.4833813731320824
3120246,4239010.999999999,24.0,길동역,길동,50.5,242674.0,8734.0,0.049,50.5%,8734.0명/500m²,0.049개/500m² (총 24개),3080.0,870000.0,2288.0,0.5049042360482828
3120247,598862.7000000001,12.0,굽은다리역,명일1동,40.7,94552.0,3166.8,0.063,40.7%,3166.8명/500m²,0.063개/500m² (총 12개),950.0,85000.0,262.0,0.4065942859885923
3120248,1308090.4347826086,25.0,명일역,명일1동,46.9,143099.0,4570.6,0.087,46.9%,4570.6명/500m²,0.087개/500m² (총 25개),630.0,39000.0,288.0,0.4693005472594374
3120249,525785.0,21.0,고덕역,명일2동,49.0,92407.0,2844.9,0.114,49.0%,2844.9명/500m²,0.114개/500m² (총 21개),25000.0,570000.0,6553.0,0.4901566874372891
3130001,152824.66666666663,13.0,통인시장,청운효자동,63.8,38280.0,1996.1,0.17,63.8%,1996.1명/500m²,0.17개/500m² (총 13개),330.0,120000.0,76.0,0.6380361031086922
3130002,202528.63636363635,12.0,세종마을음식문화거리(금천교시장),사직동,59.2,49557.0,2043.4,0.121,59.2%,2043.4명/500m²,0.121개/500m² (총 12개),1800.0,20000.0,298.0,0.5923174494837842
3130011,,,,,57.3,,,,57.3%,,,90.0,1000.0,39.0,0.572848910240222
3130015,248294.0,3.0,창신골목시장,창신2동,57.5,24588.0,5049.1,0.061,57.5%,5049.1명/500m²,0.061개/500m² (총 3개),400.0,135000.0,163.0,0.5751571771314322
3130016,0.0,1.0,동대문상가B동,창신1동,56.7,4841.0,0.0,0.103,56.7%,0.0명/500m²,0.103개/500m² (총 1개),30.0,50000.0,14.0,0.5668291767067049
3130017,,,,,44.8,,,,44.8%,,,50.0,40000.0,69.0,0.44804851143950897
3130019,,,,,48.3,,,,48.3%,,,,50000.0,18.0,0.4829282068306562
3130020,0.0,4.0,동묘시장(동묘벼룩시장),숭인2동,34.7,31213.0,0.0,0.064,34.7%,0.0명/500m²,0.064개/500m² (총 4개),900.0,180000.0,351.0,0.347400692846694
3130021,,,,,46.1,,,,46.1%,,,100.0,45000.0,8.0,0.4612930345906285
3130031,0.0,1.0,청계천공구상가,명동,47.3,29341.0,0.0,0.017,47.3%,0.0명/500m²,0.017개/500m² (총 1개),1500.0,20000.0,258.0,0.4731247410764262
3130032,60418.333333333336,7.0,인현시장,광희동,56.6,19722.0,1531.7,0.177,56.6%,1531.7명/500m²,0.177개/500m² (총 7개),140.0,75000.0,73.0,0.5656654151891974
