상권_코드,총_유동인구,상권_카페수,상권명,행정동,성공률,상권_면적_m2,인구_밀집도(명/500m2),카페_밀집도(개/500m2),성공률_표시,인구_밀집도_표시,카페_밀집도_표시,최대_월세,최대_보증금,최대_면적,최대_성공확률
3120091,559127.25,19,본서부병원,응암1동,33.3,113175.0,2470.2,0.084,33.3%,2470.2명/500m²,0.084개/500m² (총 19개),3000.0,110000.0,995.0,0.6412756088492518
3120092,258210.22222222225,9,불광역,녹번동,11.1,61492.0,2099.5,0.073,11.1%,2099.5명/500m²,0.073개/500m² (총 9개),1410.0,24000.0,585.0,0.605244900835777
3120093,487535.2682926829,44,연희동,연희동,42.9,111829.0,2179.8,0.197,42.9%,2179.8명/500m²,0.197개/500m² (총 44개),2000.0,650000.0,719.0,0.6981070520535657
3120094,4611620.923913043,115,"신촌역(신촌역, 신촌로터리)",신촌동,36.4,343829.0,6706.3,0.167,36.4%,6706.3명/500m²,0.167개/500m² (총 115개),5591.0,300000.0,1468.0,0.6615053074465875
3120095,628959.0,13,홍제역,홍제1동,0.0,100614.0,3125.6,0.065,0.0%,3125.6명/500m²,0.065개/500m² (총 13개),3500.0,315000.0,950.0,0.674666282493359
3120096,955884.7058823531,46,"이화여대(이대역, 이대)",신촌동,29.7,151417.0,3156.5,0.152,29.7%,3156.5명/500m²,0.152개/500m² (총 46개),2950.0,250000.0,558.0,0.6635814067229
3120097,427175.2,12,충정로역,충현동,9.1,59549.0,3586.8,0.101,9.1%,3586.8명/500m²,0.101개/500m² (총 12개),1260.0,470000.0,396.0,0.5688203434012227
3120098,511896.00000000006,97,DMC(디지털미디어시티),상암동,28.0,347758.0,736.0,0.139,28.0%,736.0명/500m²,0.139개/500m² (총 97개),5757.0,750000.0,1221.0,0.598902414016595
3120099,0.0,7,월드컵경기장역(월드컵경기장),성산2동,29.0,269851.0,0.0,0.013,29.0%,0.0명/500m²,0.013개/500m² (총 7개),,,,
3120100,623482.0,21,망원역,망원1동,42.9,67876.0,4592.8,0.155,42.9%,4592.8명/500m²,0.155개/500m² (총 21개),6800.0,80000.0,1651.0,0.7349958530713044
3120101,1394301.3953488371,64,합정역,합정동,43.5,251511.0,2771.8,0.127,43.5%,2771.8명/500m²,0.127개/500m² (총 64개),2500.0,500000.0,483.0,0.6529180836079209
3120102,2281333.9384615384,68,서교동(홍대),서교동,54.0,246429.0,4628.8,0.138,54.0%,4628.8명/500m²,0.138개/500m² (총 68개),3300.0,49000.0,906.0,0.695352633187459
3120103,4232474.21978022,208,홍대입구역(홍대),서교동,41.4,461923.0,4581.4,0.225,41.4%,4581.4명/500m²,0.225개/500m² (총 208개),6000.0,570000.0,1024.0,0.6827747321253207
3120104,4826757.7514792895,180,연남동(홍대),연남동,43.2,437447.0,5517.0,0.206,43.2%,5517.0명/500m²,0.206개/500m² (총 180개),6000.0,760000.0,842.0,0.7417908781179569
3120105,990589.2075471698,57,상수역(홍대),서강동,42.9,102057.0,4853.1,0.279,42.9%,4853.1명/500m²,0.279개/500m² (총 57개),3100.0,40000.0,995.0,0.6981394012091368
3120106,837323.0,31,마포역,용강동,32.3,136724.0,3062.1,0.113,32.3%,3062.1명/500m²,0.113개/500m² (총 31개),1830.0,1100000.0,682.0,0.6155286388530607
3120107,1182440.8695652175,40,공덕역(공덕오거리),아현동,17.6,192218.0,3075.8,0.104,17.6%,3075.8명/500m²,0.104개/500m² (총 40개),3061.0,400000.0,595.0,0.5865691286147543
3120108,867064.0000000001,24,신정네거리역,신정3동,31.8,184201.0,2353.6,0.065,31.8%,2353.6명/500m²,0.065개/500m² (총 24개),2130.0,650000.0,1368.0,0.6607155644969032
3120109,499881.6,21,서울남부지방법원,신정1동,17.6,112835.0,2215.1,0.093,17.6%,2215.1명/500m²,0.093개/500m² (총 21개),1800.0,230000.0,714.0,0.6516081375638493
3120110,1192252.9166666667,25,목동역 8번출구,신정4동,30.4,126667.0,4706.2,0.099,30.4%,4706.2명/500m²,0.099개/500m² (총 25개),1800.0,800000.0,519.0,0.6555102704303275
3120111,674976.0,16,목동사거리,목4동,12.5,126109.0,2676.2,0.063,12.5%,2676.2명/500m²,0.063개/500m² (총 16개),780.0,145000.0,370.0,0.6709865342651145
3120112,1226459.52,25,등촌역,등촌1동,31.6,183773.0,3336.9,0.068,31.6%,3336.9명/500m²,0.068개/500m² (총 25개),1650.0,215000.0,595.0,0.6477458659091224
3120113,1800599.347826087,27,오목교역,목1동,41.7,140753.0,6396.3,0.096,41.7%,6396.3명/500m²,0.096개/500m² (총 27개),3600.0,2200000.0,3402.0,0.6468043458392174
3120114,1097090.8,65,목동신시가지,목1동,25.9,421429.0,1301.6,0.077,25.9%,1301.6명/500m²,0.077개/500m² (총 65개),3864.0,1200000.0,3910.0,0.6532840593771094
3120115,0.0,6,김포공항역(김포공항),방화2동,29.0,700542.0,0.0,0.004,29.0%,0.0명/500m²,0.004개/500m² (총 6개),,,,
3120116,240030.0,6,송정역,공항동,20.0,61122.0,1963.5,0.049,20.0%,1963.5명/500m²,0.049개/500m² (총 6개),350.0,20000.0,276.0,0.6826119411018786
3120117,0.0,3,강서농산물도매시장,발산1동,29.0,402585.0,0.0,0.004,29.0%,0.0명/500m²,0.004개/500m² (총 3개),102.0,1836.0,34.0,0.6479939468731183
3120118,0.0,68,마곡역(마곡),발산1동,29.0,232166.0,0.0,0.146,29.0%,0.0명/500m²,0.146개/500m² (총 68개),8140.0,1287000.0,904.0,0.5966469470450302
3120119,283586.0181818182,134,발산역(마곡),가양1동,14.3,417076.0,340.0,0.161,14.3%,340.0명/500m²,0.161개/500m² (총 134개),2385.0,2500000.0,4015.0,0.6205504612649271
3120120,1580339.4782608696,25,화곡역,화곡1동,27.3,136057.0,5807.6,0.092,27.3%,5807.6명/500m²,0.092개/500m² (총 25개),3800.0,260000.0,1256.0,0.6204882104670649
3120121,2798058.333333334,20,까치산역,화곡1동,47.1,104596.0,13375.6,0.096,47.1%,13375.6명/500m²,0.096개/500m² (총 20개),2500.0,27000.0,386.0,0.6275696403785436
3120122,1764372.6896551724,30,강서구청,화곡6동,21.4,224516.0,3929.3,0.067,21.4%,3929.3명/500m²,0.067개/500m² (총 30개),3080.0,420000.0,890.0,0.6423787894030067
3120123,548513.3333333334,14,오류동역,오류1동,22.2,209639.0,1308.2,0.033,22.2%,1308.2명/500m²,0.033개/500m² (총 14개),1850.0,870000.0,517.0,0.6365774111661024
3120124,1208516.0,18,개봉동 현대아파트,개봉2동,22.2,150870.0,4005.2,0.06,22.2%,4005.2명/500m²,0.06개/500m² (총 18개),300.0,32000.0,198.0,0.6264562143909905
3120125,719905.9999999999,34,구로역,구로2동,15.2,657519.0,547.4,0.026,15.2%,547.4명/500m²,0.026개/500m² (총 34개),8000.0,950000.0,3966.0,0.558013880819093
3120126,0.0,1,디지털단지오거리,가리봉동,29.0,51996.0,0.0,0.01,29.0%,0.0명/500m²,0.01개/500m² (총 1개),1000.0,15000.0,551.0,0.6935931519777119
3120127,643535.0,17,구로구청,구로5동,18.8,84927.0,3788.8,0.1,18.8%,3788.8명/500m²,0.1개/500m² (총 17개),1500.0,95000.0,674.0,0.6652912866363663
3120128,488317.5,36,신도림역,신도림동,11.4,251389.0,971.2,0.072,11.4%,971.2명/500m²,0.072개/500m² (총 36개),1500.0,1600000.0,3072.0,0.590747013409063
3120129,649659.0638297873,121,구로디지털단지,구로3동,17.1,460289.0,705.7,0.131,17.1%,705.7명/500m²,0.131개/500m² (총 121개),1700.0,350000.0,561.0,0.5798089865888346
3120130,1362829.1578947366,22,구로디지털단지역,구로3동,22.7,168688.0,4039.5,0.065,22.7%,4039.5명/500m²,0.065개/500m² (총 22개),10000.0,400000.0,5125.0,0.6575821230402246
3120131,1056399.7307692308,279,가산디지털단지,가산동,19.8,1713620.0,308.2,0.081,19.8%,308.2명/500m²,0.081개/500m² (총 279개),2200.0,1576300.0,1510.0,0.5799396834771648
3120132,955173.5454545454,32,독산동,독산1동,19.2,530021.0,901.1,0.03,19.2%,901.1명/500m²,0.03개/500m² (총 32개),5000.0,120000.0,1766.0,0.6345870287058721
3120133,127890.85714285716,9,서울시흥동우체국(홈플러스시흥점),시흥1동,33.3,56376.0,1134.3,0.08,33.3%,1134.3명/500m²,0.08개/500m² (총 9개),940.0,39500.0,293.0,0.6529320112767085
3120134,593390.6666666667,21,구로전화국,독산3동,9.5,169662.0,1748.7,0.062,9.5%,1748.7명/500m²,0.062개/500m² (총 21개),1500.0,47000.0,929.0,0.6420324168316303
3120135,431395.0,5,양평역,양평1동,20.0,36584.0,5896.0,0.068,20.0%,5896.0명/500m²,0.068개/500m² (총 5개),300.0,76000.0,175.0,0.6341032364839853
3120136,1806352.4680851065,59,영등포구청역,당산1동,28.1,208631.0,4329.1,0.141,28.1%,4329.1명/500m²,0.141개/500m² (총 59개),2000.0,400000.0,420.0,0.6736396612854392
3120137,37399.0,5,문래역(문래로데오거리),문래동,40.0,43658.0,428.3,0.057,40.0%,428.3명/500m²,0.057개/500m² (총 5개),590.0,6400.0,79.0,0.6982771101213537
3120138,579357.0,20,당산2동(영등포우체국),당산2동,33.3,94477.0,3066.1,0.106,33.3%,3066.1명/500m²,0.106개/500m² (총 20개),13500.0,200000.0,3399.0,0.6968647891939993
3120139,779240.0,17,대림3동사거리,대림3동,29.4,191427.0,2035.3,0.044,29.4%,2035.3명/500m²,0.044개/500m² (총 17개),700.0,10000.0,500.0,0.6382588175132015
3120140,71140.5,24,문래동주민센터,문래동,18.2,101046.0,352.0,0.119,18.2%,352.0명/500m²,0.119개/500m² (총 24개),600.0,180000.0,440.0,0.5828993742253231
3120141,524897.0,22,영등포청과시장교차로,당산1동,38.1,80055.0,3278.4,0.137,38.1%,3278.4명/500m²,0.137개/500m² (총 22개),1430.0,452871.0,500.0,0.6923817862557342
3120142,1743413.2777777778,21,대림역,대림3동,10.0,142571.0,6114.2,0.074,10.0%,6114.2명/500m²,0.074개/500m² (총 21개),1000.0,170000.0,468.0,0.5772532612948569
3120143,1070154.12,26,당산역,당산2동,29.2,155541.0,3440.1,0.084,29.2%,3440.1명/500m²,0.084개/500m² (총 26개),2500.0,500000.0,786.0,0.6128101509781312
3120144,1321047.9000000001,10,영중로,영등포동,44.4,92713.0,7124.4,0.054,44.4%,7124.4명/500m²,0.054개/500m² (총 10개),1800.0,90000.0,495.0,0.6607364995196827
3120145,3418094.926829268,50,영등포역(영등포),영등포동,27.9,404780.0,4222.2,0.062,27.9%,4222.2명/500m²,0.062개/500m² (총 50개),5600.0,240000.0,2470.0,0.6048467270455367
3120146,412230.4,13,한강성심병원,영등포동,10.0,140562.0,1466.4,0.046,10.0%,1466.4명/500m²,0.046개/500m² (총 13개),1500.0,70000.0,369.0,0.6033005419133997
3120147,985773.0,13,보라매역,신길6동,46.2,93027.0,5298.3,0.07,46.2%,5298.3명/500m²,0.07개/500m² (총 13개),3600.0,100000.0,1827.0,0.5233822417505201
3120148,417458.6046511628,99,국회의사당역(국회의사당),여의동,23.1,353915.0,589.8,0.14,23.1%,589.8명/500m²,0.14개/500m² (총 99개),3000.0,720000.0,661.0,0.598360416993712
3120149,1458342.5573770492,171,여의도역(여의도),여의동,25.8,598658.0,1218.0,0.143,25.8%,1218.0명/500m²,0.143개/500m² (총 171개),3500.0,500000.0,535.0,0.5705903297409588
3120150,65345.0,11,63빌딩,여의동,0.0,40709.0,802.6,0.135,0.0%,802.6명/500m²,0.135개/500m² (총 11개),7678.0,230000.0,1850.0,0.5085951470444536
3120151,1118181.0909090908,39,보라매공원,신대방2동,33.3,119689.0,4671.2,0.163,33.3%,4671.2명/500m²,0.163개/500m² (총 39개),2977.0,180000.0,1138.0,0.6337908382972169
3120152,754432.0,19,신대방삼거리역,대방동,33.3,112198.0,3362.1,0.085,33.3%,3362.1명/500m²,0.085개/500m² (총 19개),1100.0,280000.0,540.0,0.578993011536179
3120153,1610631.7346938776,59,노량진역(노량진),노량진1동,33.3,443826.0,1814.5,0.066,33.3%,1814.5명/500m²,0.066개/500m² (총 59개),3000.0,240000.0,776.0,0.6220252484022241
3120154,515006.0,12,장승배기역,상도2동,25.0,84828.0,3035.6,0.071,25.0%,3035.6명/500m²,0.071개/500m² (총 12개),400.0,10000.0,215.0,0.5457814449633379
3120155,233076.0,5,총신대학교,사당5동,0.0,46691.0,2495.9,0.054,0.0%,2495.9명/500m²,0.054개/500m² (총 5개),90.0,1000.0,49.0,0.7105690778115819
3120156,3563028.6086956523,48,"총신대입구역(이수, 총신대)",사당2동,30.2,246965.0,7213.6,0.097,30.2%,7213.6명/500m²,0.097개/500m² (총 48개),2500.0,1000000.0,974.0,0.6415928429659006
3120157,3301565.9444444445,40,신림역(신림),신림동,32.4,237915.0,6938.5,0.084,32.4%,6938.5명/500m²,0.084개/500m² (총 40개),6230.0,381478.0,1835.0,0.7046943848116246
3120158,521073.36,28,녹두거리(대학동),대학동,35.7,117372.0,2219.8,0.119,35.7%,2219.8명/500m²,0.119개/500m² (총 28개),1200.0,75000.0,499.0,0.6600728068072617
3120159,2679757.951219512,47,서울대입구역,낙성대동,37.5,235418.0,5691.5,0.1,37.5%,5691.5명/500m²,0.1개/500m² (총 47개),4000.0,580000.0,1527.0,0.6773608483198336
3120160,2030837.9743589743,42,사당역(사당),방배2동,50.0,254257.0,3993.7,0.083,50.0%,3993.7명/500m²,0.083개/500m² (총 42개),7500.0,300000.0,1450.0,0.6694631910713812
3120161,421827.0,4,방배동가구거리(사당동가구거리),방배본동,0.0,51195.0,4119.8,0.039,0.0%,4119.8명/500m²,0.039개/500m² (총 4개),1200.0,17000.0,298.0,0.7024468501182378
3120162,555687.0666666665,17,방배동카페골목,방배본동,29.4,95526.0,2908.6,0.089,29.4%,2908.6명/500m²,0.089개/500m² (총 17개),1500.0,105000.0,386.0,0.6647686119039239
3120163,1445732.0,6,사당역 11번(사당역먹자골목),방배2동,66.7,87254.0,8284.6,0.034,66.7%,8284.6명/500m²,0.034개/500m² (총 6개),770.0,850000.0,497.0,0.7413437397069672
3120164,1282313.4722222222,42,내방역,방배4동,40.0,212543.0,3016.6,0.099,40.0%,3016.6명/500m²,0.099개/500m² (총 42개),1300.0,200000.0,386.0,0.6148255783236061
3120165,718124.75,17,서래마을카페거리(서래마을),반포4동,14.3,108614.0,3305.9,0.078,14.3%,3305.9명/500m²,0.078개/500m² (총 17개),2900.0,135000.0,644.0,0.6119011998644163
3120166,1090383.75,36,방배역,방배1동,17.1,193617.0,2815.8,0.093,17.1%,2815.8명/500m²,0.093개/500m² (총 36개),2500.0,180000.0,919.0,0.6008307784045122
3120167,500105.20000000007,44,고속터미널(고속터미널역),반포4동,35.7,320815.0,779.4,0.069,35.7%,779.4명/500m²,0.069개/500m² (총 44개),1200.0,750000.0,13212.0,0.6344522368895623
3120168,278130.0,9,서울고교교차로,서초3동,57.1,49689.0,2798.7,0.091,57.1%,2798.7명/500m²,0.091개/500m² (총 9개),1100.0,11000.0,474.0,0.6919217970630842
3120169,1407504.6666666663,54,서초역,서초3동,28.3,242820.0,2898.2,0.111,28.3%,2898.2명/500m²,0.111개/500m² (총 54개),13000.0,300000.0,1977.0,0.6486080880526994
3120170,1287530.0000000002,12,삼호가든사거리,반포4동,0.0,100858.0,6382.9,0.059,0.0%,6382.9명/500m²,0.059개/500m² (총 12개),680.0,570000.0,397.0,0.5710308608328852
3120171,1583226.206896552,31,서초3동사거리,서초3동,37.9,235083.0,3367.4,0.066,37.9%,3367.4명/500m²,0.066개/500m² (총 31개),6160.0,280000.0,1675.0,0.6782752668292293
3120172,1857953.5384615385,32,교대입구교차로,서초3동,32.1,222734.0,4170.8,0.072,32.1%,4170.8명/500m²,0.072개/500m² (총 32개),21400.0,700000.0,3630.0,0.6081593304106009
3120173,4044018.0,88,교대역(법원.검찰청),서초1동,32.1,396531.0,5099.2,0.111,32.1%,5099.2명/500m²,0.111개/500m² (총 88개),13000.0,1150000.0,1707.0,0.5562783135984528
3120174,0.0,3,논현역 5번,잠원동,29.0,70278.0,0.0,0.021,29.0%,0.0명/500m²,0.021개/500m² (총 3개),320.0,3000.0,89.0,0.6684280935203011
3120175,1289478.5882352942,45,남부터미널역,서초1동,25.0,259951.0,2480.2,0.087,25.0%,2480.2명/500m²,0.087개/500m² (총 45개),5457.0,550000.0,964.0,0.5726434688740868
3120176,1891178.0000000002,15,논현역 4번,반포1동,28.6,130507.0,7245.5,0.057,28.6%,7245.5명/500m²,0.057개/500m² (총 15개),800.0,70000.0,198.0,0.7008682903909994
3120177,1245580.9333333333,19,신논현역 1번,반포1동,44.4,140535.0,4431.6,0.068,44.4%,4431.6명/500m²,0.068개/500m² (총 19개),2650.0,31000.0,364.0,0.7523668470581109
3120178,3256798.984126984,64,신사역,잠원동,31.7,353066.0,4612.2,0.091,31.7%,4612.2명/500m²,0.091개/500m² (총 64개),12000.0,720000.0,1564.0,0.5890027573831623
3120179,2367885.333333333,68,양재역,서초2동,32.8,348405.0,3398.2,0.098,32.8%,3398.2명/500m²,0.098개/500m² (총 68개),6600.0,1090000.0,797.0,0.6024129358799519
3120180,136008.0,14,양재화물트럭터미널앞,양재2동,0.0,184060.0,369.5,0.038,0.0%,369.5명/500m²,0.038개/500m² (총 14개),190.0,34000.0,115.0,0.6031027520947494
3120181,456904.0,16,교육개발원입구사거리,양재1동,18.8,120183.0,1900.9,0.067,18.8%,1900.9명/500m²,0.067개/500m² (총 16개),2300.0,144000.0,830.0,0.6440534689028955
3120182,711125.0,22,"양재시민의숲역(양재동꽃시장, aT센터)",양재2동,47.6,301253.0,1180.3,0.037,47.6%,1180.3명/500m²,0.037개/500m² (총 22개),680.0,10000.0,188.0,0.6297580217714204
3120183,421491.0,15,양재천카페거리,양재1동,53.3,119809.0,1759.0,0.063,53.3%,1759.0명/500m²,0.063개/500m² (총 15개),500.0,7000.0,225.0,0.7011075292143844
3120184,1655366.0,47,포이사거리(삼호물산),양재2동,14.9,351949.0,2351.7,0.067,14.9%,2351.7명/500m²,0.067개/500m² (총 47개),3000.0,60000.0,770.0,0.6065924947740333
3120185,2367126.6964285714,58,논현역,논현1동,37.7,321182.0,3685.0,0.09,37.7%,3685.0명/500m²,0.09개/500m² (총 58개),9500.0,108000.0,1397.0,0.6879851248498602
3120186,2206634.5522388057,80,가로수길,신사동,44.2,256688.0,4298.3,0.156,44.2%,4298.3명/500m²,0.156개/500m² (총 80개),120000.0,200000.0,2209.0,0.7187589771330966
3120187,3238822.337662338,89,신논현역,논현1동,34.2,382392.0,4235.0,0.116,34.2%,4235.0명/500m²,0.116개/500m² (총 89개),67962.0,1200000.0,2765.0,0.5895902672035055
3120188,2041865.7906976747,55,압구정역,신사동,31.4,251746.0,4055.4,0.109,31.4%,4055.4명/500m²,0.109개/500m² (총 55개),5400.0,750000.0,1134.0,0.5985459038213149
3120189,6937675.408695652,170,강남역,역삼1동,25.0,617547.0,5617.1,0.138,25.0%,5617.1명/500m²,0.138개/500m² (총 170개),20000.0,1800000.0,1537.0,0.5958228630772022
3120190,1349799.2857142857,43,강남을지병원,신사동,21.1,295195.0,2286.3,0.073,21.1%,2286.3명/500m²,0.073개/500m² (총 43개),17578.0,175787.0,4833.0,0.5998924927902469
3120191,2207433.3333333335,46,학동역,논현1동,34.9,366287.0,3013.3,0.063,34.9%,3013.3명/500m²,0.063개/500m² (총 46개),6900.0,4400000.0,4771.0,0.6232396201360951
3120192,1867883.74,64,뱅뱅사거리,역삼1동,32.0,317600.0,2940.6,0.101,32.0%,2940.6명/500m²,0.101개/500m² (총 64개),5000.0,850000.0,991.0,0.6278710588406442
3120193,716359.6875,18,도산공원교차로,논현2동,18.8,185023.0,1935.9,0.049,18.8%,1935.9명/500m²,0.049개/500m² (총 18개),10548.0,330000.0,1668.0,0.7393617525301096
3120194,1611621.9069767443,45,언주역(차병원),역삼1동,16.7,242446.0,3323.7,0.093,16.7%,3323.7명/500m²,0.093개/500m² (총 45개),4500.0,226200.0,998.0,0.6493117352138295
3120195,721847.2799999999,26,성수대교남단,압구정동,17.4,126830.0,2845.7,0.102,17.4%,2845.7명/500m²,0.102개/500m² (총 26개),8720.0,450000.0,1411.0,0.6644376446202889
3120196,793109.6470588235,17,서울세관,논현2동,31.2,185480.0,2138.0,0.046,31.2%,2138.0명/500m²,0.046개/500m² (총 17개),2850.0,138000.0,669.0,0.652835272988055
3120197,4365072.448598132,142,역삼역,역삼1동,23.1,562807.0,3877.9,0.126,23.1%,3877.9명/500m²,0.126개/500m² (총 142개),7500.0,520000.0,1742.0,0.5187235982741387
3120198,2128098.612244898,54,구역삼세무서,역삼1동,17.0,291470.0,3650.6,0.093,17.0%,3650.6명/500m²,0.093개/500m² (총 54개),12000.0,800000.0,1366.0,0.6673529492924382
3120199,491106.0,18,경복아파트교차로,논현2동,18.2,112742.0,2178.0,0.08,18.2%,2178.0명/500m²,0.08개/500m² (총 18개),6400.0,250000.0,1680.0,0.7121490904214616
3120200,1102883.5151515151,35,학동사거리,압구정동,23.3,266597.0,2068.4,0.066,23.3%,2068.4명/500m²,0.066개/500m² (총 35개),11013.0,2120000.0,1783.0,0.6542269507471857
3120201,899220.8823529412,19,도곡1동,역삼1동,27.8,169293.0,2655.8,0.056,27.8%,2655.8명/500m²,0.056개/500m² (총 19개),4000.0,220000.0,1463.0,0.6728295656094426
3120202,2002617.391304348,51,압구정로데오역(압구정로데오),압구정동,20.8,265702.0,3768.5,0.096,20.8%,3768.5명/500m²,0.096개/500m² (총 51개),16000.0,1650000.0,1800.0,0.6596487752403488
3120203,1558086.25,45,강남구청역,논현2동,42.9,173252.0,4496.6,0.13,42.9%,4496.6명/500m²,0.13개/500m² (총 45개),9370.0,350000.0,1205.0,0.6240661724512531
3120204,1644255.724137931,36,르네상스호텔사거리,역삼1동,21.4,160960.0,5107.7,0.112,21.4%,5107.7명/500m²,0.112개/500m² (총 36개),4000.0,250000.0,724.0,0.69062352768637
3120205,576438.0,24,매봉역,도곡2동,34.8,122443.0,2353.9,0.098,34.8%,2353.9명/500m²,0.098개/500m² (총 24개),1100.0,20000.0,330.0,0.6807785668285121
3120206,1047673.7999999999,23,개나리아파트,역삼2동,10.5,148412.0,3529.6,0.077,10.5%,3529.6명/500m²,0.077개/500m² (총 23개),11500.0,120000.0,1622.0,0.6481913583465173
3120207,1754814.2857142857,50,선정릉역,삼성2동,25.6,323475.0,2712.4,0.077,25.6%,2712.4명/500m²,0.077개/500m² (총 50개),4000.0,48000.0,853.0,0.6829057487603236
3120208,1272615.4054054054,42,청담사거리(청담동명품거리),청담동,30.6,331337.0,1920.4,0.063,30.6%,1920.4명/500m²,0.063개/500m² (총 42개),9500.0,280000.0,1566.0,0.6273455340231887
3120209,842737.0,16,"강남구청(청담역_8번, 강남세무서)",청담동,20.0,134148.0,3141.1,0.06,20.0%,3141.1명/500m²,0.06개/500m² (총 16개),7000.0,90000.0,1170.0,0.597903312548952
3120210,4755942.90625,90,선릉역,대치4동,23.2,360434.0,6597.5,0.125,23.2%,6597.5명/500m²,0.125개/500m² (총 90개),8669.0,3600000.0,3330.0,0.5603195963249681
3120211,911331.0,12,도성초등학교,대치4동,25.0,72437.0,6290.5,0.083,25.0%,6290.5명/500m²,0.083개/500m² (총 12개),4200.0,520000.0,866.0,0.7108427602207392
3120212,1004834.8421052631,26,한티역,대치4동,26.1,112734.0,4456.7,0.115,26.1%,4456.7명/500m²,0.115개/500m² (총 26개),3520.0,2000000.0,550.0,0.6409595585576827
3120213,1933597.756097561,43,삼성중앙역,삼성2동,25.0,228925.0,4223.2,0.094,25.0%,4223.2명/500m²,0.094개/500m² (총 43개),32643.0,326430.0,5983.0,0.6278097462155939
3120214,339190.0,9,영동대교남단교차로,청담동,11.1,89136.0,1902.7,0.05,11.1%,1902.7명/500m²,0.05개/500m² (총 9개),17000.0,200000.0,1477.0,0.600211063689617
3120215,3067735.0793650793,87,포스코사거리,대치4동,21.2,318626.0,4814.0,0.137,21.2%,4814.0명/500m²,0.137개/500m² (총 87개),6000.0,750000.0,1619.0,0.5824880152540757
3120216,203371.0,5,경기고교사거리(경기고교앞사거리),삼성1동,40.0,71695.0,1418.3,0.035,40.0%,1418.3명/500m²,0.035개/500m² (총 5개),1800.0,85000.0,398.0,0.6194678011409676
3120217,1214182.0,21,대치사거리,대치4동,17.6,159411.0,3808.3,0.066,17.6%,3808.3명/500m²,0.066개/500m² (총 21개),8500.0,1150000.0,1107.0,0.7457113015887562
3120218,48353.0,19,코엑스,삼성1동,33.3,145396.0,166.3,0.065,33.3%,166.3명/500m²,0.065개/500m² (총 19개),,,,
3120219,1161614.4,30,은마아파트,대치2동,23.1,149660.0,3880.8,0.1,23.1%,3880.8명/500m²,0.1개/500m² (총 30개),5000.0,450000.0,362.0,0.6428347422591782
3120220,437045.875,16,대치역,대치1동,28.6,163253.0,1338.6,0.049,28.6%,1338.6명/500m²,0.049개/500m² (총 16개),29511.0,580000.0,4485.0,0.6233353179591608
3120221,480551.73913043475,28,봉은사역,삼성1동,22.2,124926.0,1923.3,0.112,22.2%,1923.3명/500m²,0.112개/500m² (총 28개),18000.0,135000.0,1536.0,0.5974283497604373
3120222,918726.2222222224,55,삼성역,대치2동,29.4,356337.0,1289.1,0.077,29.4%,1289.1명/500m²,0.077개/500m² (총 55개),12365.0,170000.0,1736.0,0.6046134163833025
3120223,313327.0,9,휘문고교사거리,대치2동,0.0,133570.0,1172.9,0.034,0.0%,1172.9명/500m²,0.034개/500m² (총 9개),2900.0,30000.0,495.0,0.6852976532116187
3120224,221165.33333333334,30,수서역,수서동,18.8,60183.0,1837.4,0.249,18.8%,1837.4명/500m²,0.249개/500m² (총 30개),550.0,60000.0,197.0,0.601135862610123
3120225,2071275.3658536584,63,잠실새내역(신천),잠실본동,32.3,238047.0,4350.6,0.132,32.3%,4350.6명/500m²,0.132개/500m² (총 63개),8917.0,400000.0,1436.0,0.6028821220592108
3120226,598302.25,21,석촌고분역,삼전동,15.8,129121.0,2316.8,0.081,15.8%,2316.8명/500m²,0.081개/500m² (총 21개),1870.0,57200.0,710.0,0.5378121974546379
3120227,895434.2608695653,67,잠실역,잠실6동,35.3,526867.0,849.8,0.064,35.3%,849.8명/500m²,0.064개/500m² (총 67개),2580.0,460000.0,413.0,0.5972837448722897
3120228,1371248.6666666667,41,석촌역(석촌호수),송파1동,30.8,228150.0,3005.1,0.09,30.8%,3005.1명/500m²,0.09개/500m² (총 41개),9500.0,200000.0,1570.0,0.6507412684119145
3120229,1300612.8666666667,18,방이동먹자골목,방이2동,41.2,146694.0,4433.1,0.061,41.2%,4433.1명/500m²,0.061개/500m² (총 18개),600.0,7000.0,311.0,0.6355370632542712
3120230,297438.8666666667,15,송파사거리(송파역),석촌동,20.0,102341.0,1453.2,0.073,20.0%,1453.2명/500m²,0.073개/500m² (총 15개),4500.0,98000.0,1157.0,0.6767842359251547
3120231,31303.0,8,가락시장,가락1동,12.5,615953.0,25.4,0.006,12.5%,25.4명/500m²,0.006개/500m² (총 8개),400.0,10000.0,301.0,0.5345806909846263
3120232,197819.5,12,송파나루역,송파1동,63.6,60912.0,1623.8,0.099,63.6%,1623.8명/500m²,0.099개/500m² (총 12개),3200.0,30000.0,830.0,0.6768442717619505
3120233,473659.2,19,몽촌토성역,방이2동,16.7,115003.0,2059.3,0.083,16.7%,2059.3명/500m²,0.083개/500m² (총 19개),1600.0,370000.0,388.0,0.6292284306902924
3120234,1353646.588235294,29,가락시장역,가락본동,27.6,165196.0,4097.1,0.088,27.6%,4097.1명/500m²,0.088개/500m² (총 29개),1800.0,250000.0,519.0,0.6323284888049551
3120235,14646.96875,148,문정역,문정2동,29.0,333436.0,22.0,0.222,29.0%,22.0명/500m²,0.222개/500m² (총 148개),1600.0,270000.0,591.0,0.4333700180717018
