상가업소번호,상호명,지점명,TRDAR_CD,법정동코드,지번본번지,지번부번지,건물관리번호,지번,고유번호,연면적,건축물면적(㎡),커버건축물면적,커버연면적
MA0101202209A0055433,빽다방목동41,타워점,3120114,1147010200,917,9,1147010200109170009021289,917-9,1.14701020010917e+18,101346.72,4114.6,457.1777777777778,11260.746666666666
MA010120220805064889,컴포즈,오목교점,3120114,1147010200,917,9,1147010200109170009021289,917-9,1.14701020010917e+18,101346.72,4114.6,457.1777777777778,11260.746666666666
MA010120220800637666,빌리엔젤목동41,타워점,3120114,1147010200,917,9,1147010200109170009021289,917-9,1.14701020010917e+18,101346.72,4114.6,457.1777777777778,11260.746666666666
MA0101202305A0171101,까페시모목동41,타워점,3120114,1147010200,917,9,1147010200109170009021289,917-9,1.14701020010917e+18,101346.72,4114.6,457.1777777777778,11260.746666666666
MA010120220800880909,탐앤탐스,목동점,3120114,1147010200,917,9,1147010200109170009021289,917-9,1.14701020010917e+18,101346.72,4114.6,457.1777777777778,11260.746666666666
MA0106202201A0153330,커피빈목동점,코리아,3120114,1147010200,917,9,1147010200109170009021289,917-9,1.14701020010917e+18,101346.72,4114.6,457.1777777777778,11260.746666666666
MA010120220808655930,제이앤코티에,,3120114,1147010200,917,9,1147010200109170009021289,917-9,1.14701020010917e+18,101346.72,4114.6,457.1777777777778,11260.746666666666
MA010120220800882160,와플베르비에,,3120114,1147010200,917,9,1147010200109170009021289,917-9,1.14701020010917e+18,101346.72,4114.6,457.1777777777778,11260.746666666666
MA0106202201A0153551,커피빈압구정에스,코리아,3120202,1168010700,660,1,1168010700106600001009699,660-1,1.1680107001066e+18,286.02,96.36,96.36,286.02
MA0101202305A0206347,커피지,,3111026,1171010800,96,8,1171010800100960008000002,96-8,1.17101080010096e+18,583.2,117.45,117.45,583.2
MA0101202406A0167849,위드위시,,3120104,1144012400,390,35,1144012400103900035016039,390-35,1.1440124001039e+18,476.51,103.8,103.8,476.51
MA010120220803623523,킥킥만화카페,,3120243,1174010900,549,1,1174010900105490001010941,549-1,1.17401090010549e+18,1416.48,248.1,248.1,1416.48
MA010120220813745450,소하갤러리카페,,3110079,1117010100,254,103,1117010100102540103027649,254-103,1.1170101001025402e+18,258.22,58.85,58.85,258.22
MA010120220806732805,베브릿지을지로나라키움점,,3120031,1114013100,1,2,1114013100100010002000001,1-2,1.11401310010001e+18,26937.81,1633.34,1633.34,26937.81
MA0101202305A0087205,숨케이크카페,,3120081,1135010500,581,111,1135010500105810111007283,581-111,1.13501050010581e+18,194.34,44.08,44.08,194.34
MA010120220812137430,메디치에카페,,3120183,1168011800,454,13,1168011800104540013001246,454-13,1.16801180010454e+18,640.84,158.23,158.23,640.84
MA010120220811935888,이디야커피점,,3120069,1126010200,500,0,1126010200100730010000001,500,,,,,
MA010120220801047903,엠엠티에이치017,,3120213,1168010500,153,21,1168010500101530024016669,153-21,1.16801050010153e+18,1398.34,257.94,257.94,1398.34
MA010120220809535257,컴포즈커피강남,자곡점,3110999,1168011200,656,0,1168011200106550000000001,656,,,,,
MA0101202411A0014935,천씨씨커피영등포,타임스퀘어점,3120145,1156010500,443,0,1156010500103180002000001,443,1.15601050010443e+18,31807.12,1226.9,613.45,15903.56
MA010120220813671794,매머드익스프레스타임스퀘어시티점,,3120145,1156010500,443,0,1156010500103180002000001,443,1.15601050010443e+18,31807.12,1226.9,613.45,15903.56
MA010120220805136420,서울쿠키와플샵,,3120107,1144010400,563,0,1144010400105630000010646,563,1.14401040010563e+18,27707.58,1400.96,350.24,6926.895
MA0101202305A0123318,모모카페,,3120107,1144010400,563,0,1144010400105630000010646,563,1.14401040010563e+18,27707.58,1400.96,350.24,6926.895
MA010120220813797768,도화동베이글,,3120107,1144010400,563,0,1144010400105630000010646,563,1.14401040010563e+18,27707.58,1400.96,350.24,6926.895
MA0101202411A0127530,베트남쌍둥이커피,,3120053,1121510700,12,33,1121510700100120033016739,12-33,1.12151070010012e+18,211.0,79.22,79.22,211.0
MA010120220803829027,인더씨티,,3130195,1144010400,161,1,1144010400101610001003274,161-1,1.14401040010161e+18,261.6,62.55,62.55,261.6
MA010120220810091387,커피더호랑이,잠원점,3120185,1165010600,42,4,1165010600100420004019513,42-4,1.16501060010042e+18,1515.3,206.88,206.88,1515.3
MA010120220814000425,이제이앤에스,,3120184,1165010200,265,10,1165010200102650010002987,265-10,1.16501020010265e+18,1406.89,220.0,220.0,1406.89
MA0101202409A0040913,호랭이카노,,3120051,1120011400,7,16,1120011400106560588027211,7-16,1.12001140010007e+18,206.75,40.85,40.85,206.75
MA0101202303A0024778,네로에비앙코,,3120090,1138010400,460,2,1138010400104600002030485,460-2,1.1380104001046e+18,170.05,92.51,92.51,170.05
MA0106202201A0153160,커피빈서초뱅뱅사거리점,코리아,3120179,1165010800,1361,1,1165010800113610003022655,1361-1,1.16501080011361e+18,594.37,131.01,131.01,594.37
MA010120220804463425,카페밀브리지,,3120192,1168010100,832,22,1168010100108320022000002,832-22,1.16801010010832e+18,1947.77,160.71,160.71,1947.77
MA010120220806788305,카페크레오,,3120207,1168010500,46,1,1168010500100460001015790,46-1,1.16801050010046e+18,660.47,142.83,142.83,660.47
MA010120220802186415,스위트번스,,3120107,1144010400,560,0,1144010400105600000018892,560,1.1440104001056e+18,30292.79,1175.07,587.535,15146.395
MA0101202406A0415743,더카페공덕,데시앙점,3120107,1144010400,560,0,1144010400105600000018892,560,1.1440104001056e+18,30292.79,1175.07,587.535,15146.395
MA010120220808690504,에그카페24,,3120149,1156011000,23,5,1156011000100230005031185,23-5,1.15601100010023e+18,59640.9,1603.69,534.5633333333334,19880.3
MA010120220810386622,파리크라상피그인더가든,여의도점,3120149,1156011000,23,5,1156011000100230005031185,23-5,1.15601100010023e+18,59640.9,1603.69,534.5633333333334,19880.3
MA010120220809658017,커피앳웍스,여의도점,3120149,1156011000,23,5,1156011000100230005031185,23-5,1.15601100010023e+18,59640.9,1603.69,534.5633333333334,19880.3
MA010120220803023780,제로투식스티커피,,3111061,1174010700,462,9,1174010700104620009000001,462-9,1.17401070010462e+18,997.14,180.3,180.3,997.14
MA010120220805286944,차茶호로록,,3120136,1156011300,99,0,1156011300100990000028873,99,1.15601130010099e+18,299.13,63.63,63.63,299.13
MA0101202406A0166838,카페일분등촌역점,,3120112,1150010200,646,4,1150010200106460004027012,646-4,1.15001020010646e+18,422.87,88.1,88.1,422.87
MA010120220803678699,카페스테이,,3110159,1121510500,660,12,1121510500106600012013753,660-12,1.1215105001066001e+18,220.26,65.95,65.95,220.26
MA010120220814234202,공차,,3120188,1168010700,620,0,1168010700106200000009810,620,1.1680107001062e+18,10397.69,1286.24,643.12,5198.845
MA0101202406A0147470,컴포즈커피압구정,스퀘어점,3120188,1168010700,620,0,1168010700106200000009810,620,1.1680107001062e+18,10397.69,1286.24,643.12,5198.845
MA010120220806557197,에그스팟,,3120206,1168010100,722,2,1168010100107220002023706,722-2,1.16801010010722e+18,737.79,144.25,144.25,737.79
MA0101202305A0122679,더매덩,,3120145,1156010500,148,1,1156010500101480001036055,148-1,1.15601050010148e+18,318.02,73.72,73.72,318.02
MA0101202305A0122911,달로아,,3110544,1144012300,57,39,1144012300100570039028328,57-39,1.14401230010057e+18,133.38,41.74,41.74,133.38
MA0101202212A0004962,리빙,,3110915,1165010100,18,27,1165010100100180027015561,18-27,1.16501010010018e+18,905.75,167.86,167.86,905.75
MA010120220800652103,폴드커피,,3110316,1129013600,133,0,1129013600101330000017488,133,1.12901360010133e+18,145.06,0.0,0.0,145.06
MA010120220805395322,백미당강남358,타워점,3120189,1168010100,826,14,1168010100108260014025148,826-14,1.16801010010826e+18,32685.65,1204.84,602.42,16342.825
MA0101202406A0589590,사운즈커피프리미어강남,,3120189,1168010100,826,14,1168010100108260014025148,826-14,1.16801010010826e+18,32685.65,1204.84,602.42,16342.825
MA010120220809336107,머랭,,3120067,1123010600,331,5,1123010600103310005016431,331-5,1.12301060010331e+18,658.03,0.0,0.0,658.03
MA0101202406A0158082,커피내리고,,3120111,1147010200,731,5,1147010200107310005016759,731-5,1.14701020010731e+18,464.87,118.02,118.02,464.87
MA0101202209A0085670,팀메리,,3120049,1120010700,1,92,1120010700100010092020106,1-92,1.1200107001000101e+18,888.66,152.96,152.96,888.66
MA0106202406A2465168,스타벅스,홍대역,3120104,1144012100,159,1,,159-1,1.14401210010159e+18,12322.59,639.17,639.17,12322.59
MA010120220812741036,씨엘로,,3120183,1168011800,454,4,1168011800104540004001233,454-4,1.16801180010454e+18,528.1,97.19,97.19,528.1
MA0101202301A0072708,메가엠지씨커피여의,중앙점,3120149,1156011000,44,21,1156011000100440021031398,44-21,1.15601100010044e+18,12358.07,885.62,126.51714285714286,1765.4385714285713
MA010120220813849247,팀커피,,3120149,1156011000,44,21,1156011000100440021031398,44-21,1.15601100010044e+18,12358.07,885.62,126.51714285714286,1765.4385714285713
MA0101202302A0004334,파이브센소커피,,3120149,1156011000,44,21,1156011000100440021031398,44-21,1.15601100010044e+18,12358.07,885.62,126.51714285714286,1765.4385714285713
MA010120220801615044,카페오오디,,3120149,1156011000,44,21,1156011000100440021031398,44-21,1.15601100010044e+18,12358.07,885.62,126.51714285714286,1765.4385714285713
MA010120220803279227,파란만잔,여의도점,3120149,1156011000,44,21,1156011000100440021031398,44-21,1.15601100010044e+18,12358.07,885.62,126.51714285714286,1765.4385714285713
MA010120220813192827,샌드그린,,3120149,1156011000,44,21,1156011000100440021031398,44-21,1.15601100010044e+18,12358.07,885.62,126.51714285714286,1765.4385714285713
MA010120220800366644,컴포즈,,3120149,1156011000,44,21,1156011000100440021031398,44-21,1.15601100010044e+18,12358.07,885.62,126.51714285714286,1765.4385714285713
MA0101202310A0064627,누스,,3120067,1123010600,310,7,1123010600103100007016352,310-7,1.1230106001031e+18,257.13,114.13,114.13,257.13
MA0101202406A0305851,컨플릭트스토어커피,,3120208,1168010400,92,16,1168010400100920017000002,92-16,1.16801040010092e+18,1714.01,256.03,256.03,1714.01
MA010120220808273067,디피오리,,3120208,1168010400,126,4,1168010400101260004017535,126-4,1.16801040010126e+18,684.34,168.4,168.4,684.34
MA010120220800032863,카페트루어스,,3120006,1111013600,146,0,1111013600101460000017873,146,,,,,
MA010120220803255548,딕시랜드,,3120103,1144012000,408,27,1144012000104080027010956,408-27,1.14401200010408e+18,1621.5,208.59,208.59,1621.5
MA010120220810362933,공차수락산역,,3110415,1135010500,1132,15,1135010500111320015000001,1132-15,1.13501050011132e+18,268.03,104.58,104.58,268.03
MA010120220800217312,연남살롱,,3120104,1144012400,504,33,1144012400105040033016354,504-33,1.14401240010504e+18,297.42,50.25,50.25,297.42
MA010120220803608210,아이디얼,,3111021,1171011100,131,19,1171011100101310019017491,131-19,1.17101110010131e+18,778.62,258.24,258.24,778.62
MA010120220804003237,커피씨,,3120191,1168010800,212,2,1168010800102120002006803,212-2,1.16801080010212e+18,1895.72,304.64,304.64,1895.72
MA010120220810015374,부엉이까페,,3110058,1117011700,97,2,1117011700100970002000001,97-2,1.11701170010097e+18,309.83,48.1,48.1,309.83
MA010120220806410203,카페1987,,3120153,1159010100,114,5,1159010100101140005033085,114-5,1.15901010010114e+18,6043.33,1545.13,515.0433333333334,2014.4433333333334
MA010120220813561778,공일이이,,3120153,1159010100,114,5,1159010100101140005033085,114-5,1.15901010010114e+18,6043.33,1545.13,515.0433333333334,2014.4433333333334
MA010120220800910011,커피자리,,3120153,1159010100,114,5,1159010100101140005033085,114-5,1.15901010010114e+18,6043.33,1545.13,515.0433333333334,2014.4433333333334
MA010120220806929727,아이엠아르띠스타,,3120012,1111016800,1,133,1111016800100010133009463,1-133,1.1110168001000101e+18,1428.49,0.0,0.0,1428.49
MA010120220805358706,날쌘카페,문정점,3120235,1171010800,645,0,1171010800103790007000001,645,,,,,
MA0101202409A0250020,커피라니안,,3120235,1171010800,645,0,1171010800103790007000001,645,,,,,
MA010120220804287369,팔팔팔팔,,3120235,1171010800,645,0,1171010800103790007000001,645,,,,,
MA010120220804284628,꽃담청,,3120235,1171010800,645,0,1171010800103790007000001,645,,,,,
MA0101202406A0391924,우지커피문정H비즈니스파크점,,3120235,1171010800,645,0,1171010800103790007000001,645,,,,,
MA0101202307A0091611,다빈치,,3120235,1171010800,645,0,1171010800103790007000001,645,,,,,
MA010120220802587074,커피사피엔스,법조타운점,3120235,1171010800,645,0,1171010800103790007000001,645,,,,,
MA010120220803275678,쏘;율,,3120235,1171010800,645,0,1171010800103790007000001,645,,,,,
MA010120220805370555,오슬로우커피H비지니스파크점,,3120235,1171010800,645,0,1171010800103790007000001,645,,,,,
MA010120220809749800,해바라기,,3120235,1171010800,645,0,1171010800103790007000001,645,,,,,
MA010120220803396960,민카페,,3120235,1171010800,645,0,1171010800103790007000001,645,,,,,
MA010120220805135074,플러스빈,,3120164,1165010100,935,19,1165010100109350019015401,935-19,1.1650101001093501e+18,494.64,94.6,94.6,494.64
MA010120220800758591,이디야커피성동,구청점,3120049,1120010400,14,0,1120010400100140000023672,14,1.12001040010014e+18,19946.43,855.74,855.74,19946.43
MA0101202311A0087803,맨리스커세권,신림점,3120157,1162010200,1431,1,1162010200114310001012729,1431-1,1.16201020011431e+18,401.67,98.76,98.76,401.67
MA010120220808912137,세라비보드게임,,3120145,1156010400,13,0,1156010400100130000035341,13,1.15601040010013e+18,702.5,140.5,140.5,702.5
MA0101202406A0347747,와플러버,,3110836,1159010200,7,85,1159010200100070085028927,7-85,1.1590102001000701e+18,463.84,116.49,116.49,463.84
MA0101202406A0343817,카페마당,,3001492,1114010400,50,1,1114010400100080002000001,50-1,,,,,
MA010120220813751251,복래로커피,,3110544,1144012300,485,23,1144012300104850023015290,485-23,1.14401230010485e+18,243.88,68.08,68.08,243.88
MA010120220806027954,카페아트엔,,3120188,1168010700,620,6,1168010700106200006009844,620-6,1.1680107001062e+18,283.51,90.65,90.65,283.51
MA010120220804132715,킹엔콩,,3120242,1174010800,563,4,1174010800105630004007447,563-4,1.17401080010563e+18,466.8,126.3,126.3,466.8
MA0101202406A0261427,카페성수,,3120134,1154510200,901,16,1154510200109010016009970,901-16,1.15451020010901e+18,1091.25,197.38,197.38,1091.25
MA010120220803336721,샬레드서울,,3110041,1114012900,22,0,1114012900100220000020220,22,1.11401290010022e+18,1911.95,0.0,0.0,955.975
MA010120220806902524,남산아래커피로스터즈,,3110041,1114012900,22,0,1114012900100220000020220,22,1.11401290010022e+18,1911.95,0.0,0.0,955.975
MA0101202303A0053488,모건,,3120139,1156013300,778,43,1156013300107780043000001,778-43,1.15601330010778e+18,1879.08,235.78,235.78,1879.08
MA0101202306A0000894,블랙라인커피,대학로점,3120012,1111016800,130,27,1111016800101300027009466,130-27,1.1110168001013e+18,326.32,0.0,0.0,326.32
MA0101202411A0062665,얌얌브릭방화,본점,3110638,1150010900,249,23,1150010900102490023004155,249-23,1.15001090010249e+18,274.35,99.62,99.62,274.35
MA0106202406A2465153,스타벅스,역삼대로,3120197,1168010100,678,39,,678-39,1.1680101001067802e+18,4994.71,345.32,345.32,4994.71
MA0101202406A0450839,푸유PU.UU,,3111010,1171010500,181,1,1171010500101810001009523,181-1,1.17101050010181e+18,527.0,99.93,99.93,527.0
MA010120220811651079,우드리,,3120235,1171010800,645,2,1171010800103770001000001,645-2,,,,,
MA0101202309A0053518,텐퍼센트커피문정H비즈니스파크점,,3120235,1171010800,645,2,1171010800103770001000001,645-2,,,,,
MA0101202306A0090652,스탠드커피,,3120235,1171010800,645,2,1171010800103770001000001,645-2,,,,,
MA0101202305A0089476,카페홈즈문정역점,,3120235,1171010800,645,2,1171010800103770001000001,645-2,,,,,
MA010120220810166238,에이치비즈니스파크107호108호,,3120235,1171010800,645,2,1171010800103770001000001,645-2,,,,,
MA0101202303A0005383,몬스터커피,,3120235,1171010800,645,2,1171010800103770001000001,645-2,,,,,
MA010120220806559717,해든카페,,3120235,1171010800,645,2,1171010800103770001000001,645-2,,,,,
MA010120220810192733,올라카페,,3110544,1144012300,380,22,1144012300103800022022272,380-22,1.1440123001038e+18,419.78,125.76,125.76,419.78
MA010120220803492656,인앤아웃커피,,3110528,1141011100,266,233,1141011100102660233014712,266-233,1.1410111001026602e+18,303.42,50.76,50.76,303.42
MA010120220800894439,피그커피,,3120204,1168010100,674,1,1168010100106740001022254,674-1,1.16801010010674e+18,241.66,86.02,86.02,241.66
MA010120220805415550,메이비누스안녕;낯선사람,,3120103,1144012000,398,9,1144012000103980009020888,398-9,1.14401200010398e+18,268.09,91.27,91.27,268.09
MA010120220808546446,메가엠지씨커피구로디지털탑,프라자점,3120129,1153010200,830,1,1153010200108300001000001,830-1,1.1530102001083e+18,1721.54,207.09,207.09,1721.54
MA010120220812813273,이엔씨,,3120189,1165010800,1327,15,1165010800113270015023077,1327-15,1.16501080011327e+18,5040.7,353.56,176.78,2520.35
MA0101202406A0251158,램커피,,3120189,1165010800,1327,15,1165010800113270015023077,1327-15,1.16501080011327e+18,5040.7,353.56,176.78,2520.35
MA0101202406A0423280,토커바웃커피브루어스,,3120104,1144012100,201,53,1144012100102010053022047,201-53,1.1440121001020101e+18,394.32,81.18,81.18,394.32
MA0101202409A0052930,카페,,3120053,1121510700,3,75,1121510700100030075026789,3-75,1.1215107001000301e+18,196.96,76.84,76.84,196.96
MA010120220810304205,우지커피,개봉점,3120124,1153010700,357,34,1153010700103570034007537,357-34,1.15301070010357e+18,162.65,78.68,78.68,162.65
MA010120220809971894,요거프레소,,3110814,1156013200,841,0,1156013200108410000006429,841,1.15601320010841e+18,493.12,118.94,118.94,493.12
MA010120220800606841,카페시벳,,3120051,1120011500,284,42,1120011500102840042003883,284-42,1.12001150010284e+18,220.17,0.0,0.0,220.17
MA0101202406A0499638,유즈,,3120235,1171010800,652,0,1171010800106520000000001,652,,,,,
MA010120220809579573,카페온,,3120175,1165010800,1431,13,1165010800114310013024135,1431-13,1.16501080011431e+18,1169.54,190.2,190.2,1169.54
MA010120220812077188,제이,,3120173,1165010800,1639,4,1165010800116390004027297,1639-4,1.16501080011639e+18,698.73,156.28,156.28,698.73
MA0101202311A0012854,화로,,3110544,1144012300,416,14,1144012300104160014014310,416-14,1.14401230010416e+18,229.41,66.58,66.58,229.41
MA0101202309A0055860,당혜당,,3110595,1147010300,86,2,1147010300100860002010238,86-2,1.14701030010086e+18,188.06,99.48,99.48,188.06
MA010120220808105783,더벤티롯데마트,송파점,3120234,1171010800,150,2,1171010800101500002000023,150-2,1.1710108001015e+18,74577.41,6171.16,6171.16,74577.41
MA010120220807155453,아재커피세종대로점,,3120003,1114010300,75,0,1114010300100760004018844,75,1.11401030010075e+18,26.45,0.0,0.0,26.45
MA010120220800211721,서교동398,,3120103,1144012000,398,8,1144012000103980008010838,398-8,1.14401200010398e+18,460.37,115.49,115.49,460.37
MA010120220812854847,메가엠지씨커피,개봉점,3120124,1153010700,403,226,1153010700104030226009061,403-226,1.1530107001040302e+18,642.64,160.66,160.66,642.64
MA0101202406A0423002,매머드익스프레스등촌역점,,3120112,1147010200,609,20,1147010200106090020018019,609-20,1.14701020010609e+18,1328.31,288.24,288.24,1328.31
MA010120220803854259,제일공간,,3110895,1162010100,1612,2,1162010100116120002030176,1612-2,1.16201010011612e+18,298.81,52.37,52.37,298.81
MA010120220805281951,커피그레이드,,3110608,1147010300,445,2,1147010300104450002000001,445-2,,,,,
MA010120220806933462,도미넌트,,3120245,1174010800,440,25,1174010800104400025004292,440-25,1.1740108001044001e+18,250.68,110.615,110.615,250.68
MA010120220806845408,카페쁠레노,,3120203,1168010400,40,0,1168010400100400000000001,40,1.1680104001004e+18,1414.66,181.5,181.5,1414.66
MA010120220800792961,롤링빈스,,3120164,1165010100,836,3,1165010100108360003008963,836-3,1.16501010010836e+18,1418.51,411.57,411.57,1418.51
MA0101202406A0489273,도리앤도리스,,3120053,1121510500,17,1,1121510500100170001000001,17-1,1.12151050010017e+18,2319.41,863.2,431.6,1159.705
MA010120220813406400,인덱스컴퍼니,,3120053,1121510500,17,1,1121510500100170001000001,17-1,1.12151050010017e+18,2319.41,863.2,431.6,1159.705
MA010120220806452250,컴포즈커피,건대점,3120053,1121510700,12,34,1121510700100120034016740,12-34,1.12151070010012e+18,399.63,122.31,61.155,199.815
MA010120220809712189,최가커피회관,,3120053,1121510700,12,34,1121510700100120034016740,12-34,1.12151070010012e+18,399.63,122.31,61.155,199.815
MA010120220808505398,리엠커피,,3110093,1117013600,265,736,1117013600102650736001055,265-736,1.1170136001026508e+18,275.62,72.81,72.81,275.62
MA0101202310A0021070,이디야커피둔촌점,,3120245,1174010800,415,8,1174010800104150008003942,415-8,1.17401080010415e+18,8518.85,1401.92,1401.92,8518.85
MA0101202406A0292620,고단새,,3120037,1114014500,299,1,1114014500102990002014346,299-1,,,,,
MA010120220802876304,에이알티엘,,3120202,1168010700,646,15,1168010700106460015010142,646-15,,,,,
MA010120220805539803,여가생활,,3120202,1168010700,646,15,1168010700106460015010142,646-15,,,,,
MA010120220807026048,리셉션,,3120002,1111010400,54,0,1111010400100550000030682,54,1.11101040010054e+18,2010.98,446.9,446.9,2010.98
MA0101202409A0137460,빽다방구로대륭포스트8차점,,3120129,1153010200,235,3,1153010200102350003022886,235-3,1.15301020010235e+18,0.0,0.0,0.0,0.0
MA0101202409A0023967,커피브라더스,,3120129,1153010200,235,3,1153010200102350003022886,235-3,1.15301020010235e+18,0.0,0.0,0.0,0.0
MA0101202406A0258791,메가엠지씨커피구로대륭포스트8차점,,3120129,1153010200,235,3,1153010200102350003022886,235-3,1.15301020010235e+18,0.0,0.0,0.0,0.0
MA0101202406A0373083,매머드익스프레스구로대륭포스트8차점,,3120129,1153010200,235,3,1153010200102350003022886,235-3,1.15301020010235e+18,0.0,0.0,0.0,0.0
MA0101202406A0174538,더벤티구로대륭포스트8차점,,3120129,1153010200,235,3,1153010200102350003022886,235-3,1.15301020010235e+18,0.0,0.0,0.0,0.0
MA010120220810438078,이리로,,3120032,1114013900,44,6,1114013900100440006018291,44-6,1.11401390010044e+18,267.1,64.85,64.85,267.1
MA010120220812266703,티앤블라썸,,3120243,1174010800,78,1,1174010800100780001023487,78-1,1.17401080010078e+18,1907.61,230.57,230.57,1907.61
MA010120220811924187,멧커피,,3120103,1144012000,398,5,1144012000103980005010835,398-5,1.14401200010398e+18,670.72,174.21,174.21,670.72
MA0101202406A0333495,컴마이웨이,,3110544,1144012300,375,1,1144012300103750001027357,375-1,1.14401230010375e+18,371.2,78.67,78.67,371.2
MA0101202210A0030941,비투커피,,3120173,1165010800,1640,1,1165010800116400001024302,1640-1,1.1650108001164e+18,1025.54,228.98,114.49,512.77
MA010120220809664144,바오밥나무커피,,3120173,1165010800,1640,1,1165010800116400001024302,1640-1,1.1650108001164e+18,1025.54,228.98,114.49,512.77
MA010120220806643628,밥장인&매머드퇴계로점,,3120037,1114014700,25,12,1114014700100250012014915,25-12,1.11401470010025e+18,0.0,0.0,0.0,0.0
MA0106202201A0153174,커피빈테헤란로하이닉스뒷점,코리아,3120210,1168010600,890,60,1168010600108900060000001,890-60,1.1680106001089e+18,7355.9,586.82,586.82,7355.9
MA010120220812594063,성수동대림창고갤러리,,3120052,1120011500,322,32,1120011500103220032005300,322-32,1.12001150010322e+18,334.78,167.64,167.64,334.78
MA010120220812926885,베르두레,,3120136,1156011300,30,0,1156011300100300000029596,30,1.1560113001003e+18,475.2,95.04,95.04,475.2
MA010120220800888923,커라샌카페,,3120109,1147010100,1008,2,1147010100110080002000001,1008-2,1.14701010011008e+18,308.78,102.25,102.25,308.78
MA010120220806532046,제주시성수동,,3110136,1120011500,328,15,1120011500103280015027476,328-15,1.12001150010328e+18,167.54,60.33,60.33,167.54
MA010120220808251448,제이앤씨스위트,,3120129,1153010200,237,0,1153010200102370000022537,237,1.15301020010237e+18,48035.45,2436.93,812.31,16011.816666666666
MA010120220810487535,더착한커피지하이시티,구로점,3120129,1153010200,237,0,1153010200102370000022537,237,1.15301020010237e+18,48035.45,2436.93,812.31,16011.816666666666
MA0106202311A1350133,판앤코&에이그레이트구로,2호점,3120129,1153010200,237,0,1153010200102370000022537,237,1.15301020010237e+18,48035.45,2436.93,812.31,16011.816666666666
MA0101202406A0446459,메가엠지씨커피광진군자로점,,3120054,1121510900,363,2,1121510900103630002019468,363-2,1.12151090010363e+18,478.71,159.57,159.57,478.71
MA010120220806823848,시청광장커피,,3001492,1114010400,50,1,1114010400100080002000001,50-1,,,,,
MA010120220803486945,달큰커피,,3001492,1114010400,50,1,1114010400100080002000001,50-1,,,,,
MA010120220808033294,101커피컨테이너,시청역점,3001492,1114010400,50,1,1114010400100080002000001,50-1,,,,,
MA010120220802987926,이디야장안중랑천점,,3110229,1123010600,350,3,1123010600103500003015583,350-3,1.1230106001035e+18,753.06,154.99,154.99,753.06
MA010120220803862971,엄마카페,,3120178,1165010600,30,1,1165010600100300001019654,30-1,1.1650106001003e+18,594.55,125.53,125.53,594.55
MA010120220813132718,범표원두,,3120204,1168010100,674,0,1168010100106740000022288,674,1.16801010010674e+18,729.69,178.83,178.83,729.69
MA010120220809722132,써밋,,3120094,1144011000,56,14,1144011000100560014019255,56-14,1.14401100010056e+18,1060.42,149.96,149.96,1060.42
MA010120220803878519,피팝,코리아,3120200,1168010400,91,8,1168010400100910008017895,91-8,1.16801040010091e+18,2318.68,0.0,0.0,2318.68
MA0106202212A0599591,폴바셋흥국생명점,광화문,3120003,1111012000,226,0,1111012000102260000000001,226,1.11101200010226e+18,72054.16,2133.03,2133.03,72054.16
MA0101202310A0021918,비트커피,,3110429,1135010300,680,10,1135010300106800010016623,680-10,1.1350103001068e+18,4393.57,366.72,366.72,4393.57
MA0101202303A0023635,본아미치강서점,,3110665,1150010300,890,0,1150010300108900000012662,890,1.1500103001089e+18,13128.78,1442.28,1442.28,13128.78
MA0101202411A0006296,오곰카페,,3120136,1156011300,98,0,1156011300100980000030911,98,1.15601130010098e+18,314.82,66.24,66.24,314.82
MA010120220803071538,쥬씨압구정,2호점,3120188,1168010700,614,7,1168010700106140007009736,614-7,1.16801070010614e+18,2255.44,608.2,608.2,2255.44
MA0101202212A0099361,레이어스튜디오,,3120210,1168010600,899,16,1168010600108990016012876,899-16,1.16801060010899e+18,528.25,108.57,54.285,264.125
MA010120220808275134,레이어프로젝트,,3120210,1168010600,899,16,1168010600108990016012876,899-16,1.16801060010899e+18,528.25,108.57,54.285,264.125
MA0101202406A0317399,메가엠지씨커피금천홈플러스,사거리점,3120132,1154510200,288,6,1154510200102880007017092,288-6,1.15451020010288e+18,1494.23,380.17,380.17,1494.23
MA010120220804194782,화이트쇼콜라,양재점,3120182,1165010200,242,10,1165010200102420010004255,242-10,1.16501020010242e+18,217.72,122.09,122.09,217.72
MA010120220800033480,이디야커피,,3120006,1111013500,11,1,1111013500100110001017448,11-1,1.11101350010011e+18,777.8,0.0,0.0,777.8
MA010120220813930682,스트리트박스,,3120246,1174010800,379,10,1174010800103790010003614,379-10,1.17401080010379e+18,1238.7,185.75,185.75,1238.7
MA010120220805540208,매머드익스프레스구로대명벨리온점,,3120125,1153010200,614,50,1153010200106140050018994,614-50,1.1530102001061402e+18,38461.52,2309.96,2309.96,38461.52
MA010120220806619252,쥬씨,,3120026,1114010500,149,10,1114010500100550007000001,149-10,,,,,
MA010120220813983107,바비공방cafe,,3120026,1114010500,149,10,1114010500100550007000001,149-10,,,,,
MA010120220804050618,카페408,,3120026,1114010500,149,10,1114010500100550007000001,149-10,,,,,
MA010120220809981121,흙다방,,3120026,1114010500,149,10,1114010500100550007000001,149-10,,,,,
MA0101202310A0011648,헤이브,,3120101,1144012200,370,2,1144012200103700002021836,370-2,1.1440122001037e+18,214.55,57.57,57.57,214.55
