상가업소번호,상호명,지점명,TRDAR_CD,TRDAR_CD_N,도로명주소,위도,경도,지번주소,신우편번호,카카오맵ID
MA0106202201A0047341,데우스엑스마키나와우산,,3120103,홍대입구역(홍대),서울특별시 마포구 와우산로17길 19-12,37.5497620897386,126.921361813044,서울특별시 마포구 서교동 408-10,4049,
MA010120220813973047,마왕커피홈앤쇼핑,,3120118,마곡역(마곡),서울특별시 강서구 공항대로 150,37.559460264983,126.824209783588,서울특별시 강서구 마곡동 798,7807,
MA010120220800509369,비동115호,,3110648,양천향교역 7번,서울특별시 강서구 강서로 471,37.567547414607,126.840580914723,서울특별시 강서구 마곡동 776-4,7791,
MA010120220810055487,펑키커피,,3110138,송정체육공원,서울특별시 성동구 송정18가길 3,37.5527237122286,127.068444752295,서울특별시 성동구 송정동 73-1083,4800,
MA010120220803684695,동아쏘시오그룹공제회,,3110181,신설동역 9번,서울특별시 동대문구 무학로25길 16,37.5735348313349,127.029624629344,서울특별시 동대문구 용두동 252-5,2587,
MA010120220802881464,블랙힐스,,3110759,문래예술촌(문래창작촌),서울특별시 영등포구 도림로147길 15-2,37.5154078078332,126.888821380803,서울특별시 영등포구 문래동4가 30-8,7288,
MA010120220803723029,푸가,,3111015,석촌역 3번,서울특별시 송파구 백제고분로42길 34,37.5038656082293,127.111534716194,서울특별시 송파구 송파동 94-27,5668,
MA010120220812394480,킴스프라이스파스쿠찌,천호로데오점,3120243,천호역,서울특별시 강동구 구천면로 212,37.5403753254989,127.128199572653,서울특별시 강동구 천호동 550-5,5334,
MA010120220804199089,윤다방,,3120166,방배역,서울특별시 서초구 방배로13길 28,37.4828075558792,126.994912133331,서울특별시 서초구 방배동 922-15,6683,
MA0101202209A0025495,씨피엘,,3120166,방배역,서울특별시 서초구 방배로13길 28,37.4828075558792,126.994912133331,서울특별시 서초구 방배동 922-15,6683,
MA010120220812257761,엠엠티에이치069,,3120178,신사역,서울특별시 강남구 도산대로8길 5,37.5166473763352,127.022170488576,서울특별시 강남구 논현동 4-6,6039,
MA0106202201A0027112,언노운커피2청계2가,,3120031,을지로3가역,서울특별시 중구 삼일대로12길 21,37.5669517605559,126.98900917703,서울특별시 중구 수표동 56-5,4542,
MA0101202305A0147768,디저트옐로우,,3110455,역촌노인복지관,서울특별시 은평구 갈현로4길 2,37.6018229111388,126.910628181398,서울특별시 은평구 신사동 7-3,3422,
MA0101202411A0043690,브레드앤커피,,3110881,구립대학경로당(관악산샘말공원),서울특별시 관악구 대학길 109,37.4658793166033,126.937761166956,서울특별시 관악구 신림동 255-114,8818,
MA010120220800696112,손끝에서만발하다,,3110836,상도역 5번,서울특별시 동작구 흑석로 18,37.5047736958336,126.95254457505,서울특별시 동작구 상도1동 491-1,6969,
MA010120220808482150,모두락애경산업,,3110566,경의선책거리,서울특별시 마포구 양화로 188,37.5577392244415,126.92649165731,서울특별시 마포구 동교동 190-1,4051,
MA010120220810170434,레이네,,3110897,서울대입구역 8번,서울특별시 관악구 행운1마길 17,37.4833129019439,126.955610892091,서울특별시 관악구 봉천동 29-43,8737,
MA010120220811970628,유아히어명동,본점,3120028,명동(명동거리),서울특별시 중구 명동9길 23,37.5648969828235,126.984493291598,서울특별시 중구 을지로2가 195-3,4534,
MA0101202409A0035136,소울버튼스테이지,,3120103,홍대입구역(홍대),서울특별시 마포구 와우산로18길 21,37.5511602824255,126.923872648114,서울특별시 마포구 서교동 361-6,4067,
MA010120220800525679,도봉산만남의광장,,3110406,도봉산역 1번,서울특별시 도봉구 도봉산4나길 43,37.6888292863133,127.044636027875,서울특별시 도봉구 도봉동 288-1,1301,
MA010120220808416923,수혈컴퍼니,,3110408,가인초등학교,서울특별시 도봉구 도봉로 634,37.6608907643237,127.042341296799,서울특별시 도봉구 창동 749,1397,
MA010120220812835344,팔공티서대문역점,,3120001,서대문역,서울특별시 서대문구 충정로 63,37.5645505422519,126.965364739145,서울특별시 서대문구 충정로2가 115-13,3736,
MA010120220808591925,솔본미디어서,초지점,3120169,서초역,서울특별시 서초구 반포대로24길 21,37.4897810130537,127.010380212795,서울특별시 서초구 서초동 1549-7,6648,
MA010120220800984709,마리오씨엔에프,,3120131,가산디지털단지,서울특별시 금천구 벚꽃로 266,37.4784449643288,126.885088752551,서울특별시 금천구 가산동 60-20,8511,
MA010120220814340254,카페지디,,3120107,공덕역(공덕오거리),서울특별시 마포구 백범로 170,37.5444522852958,126.948830525884,서울특별시 마포구 공덕동 478,4148,
MA0101202406A0268413,이디야구로몰점,,3120129,구로디지털단지,서울특별시 구로구 디지털로32길 43,37.4843943671893,126.897890023779,서울특별시 구로구 구로동 188-26,8379,
MA010120220800361713,컬쳐커피,,3120149,여의도역(여의도),서울특별시 영등포구 의사당대로 127,37.5204736705196,126.926177557709,서울특별시 영등포구 여의도동 36,7331,
MA0101202409A0115626,카페젤라,,3120046,이태원(이태원역),서울특별시 용산구 우사단로10가길 10,37.5336693537523,126.997069662553,서울특별시 용산구 한남동 732-25,4405,
MA0101202305A0036990,하다디저트카페,,3110305,보문역 5번,서울특별시 성북구 고려대로 40,37.5863032759954,127.023583737893,서울특별시 성북구 안암동2가 160-1,2853,
MA010120220804601210,끌레르봉봉,,3110955,논현초등학교,서울특별시 강남구 논현로113길 13,37.5082837829314,127.032075759967,서울특별시 강남구 논현동 193-8,6122,
MA0101202311A0000347,고끼리2,,3110955,논현초등학교,서울특별시 강남구 논현로113길 13,37.5082837829314,127.032075759967,서울특별시 강남구 논현동 193-8,6122,
MA0101202301A0078086,카페뮬보문점,,3110305,보문역 5번,서울특별시 성북구 보문로 78,37.5822762692691,127.021306866991,서울특별시 성북구 보문동4가 77-2,2852,
MA0101202209A0049760,요거다,,3110836,상도역 5번,서울특별시 동작구 상도로 283-1,37.5024654954858,126.948655625464,서울특별시 동작구 상도1동 774-1,6968,
MA010120220812874306,아이앤맘영어카페,,3120248,명일역,서울특별시 강동구 구천면로 433,37.5501565048273,127.146820694607,서울특별시 강동구 명일동 289-16,5267,
MA0106202405A0150373,스타럭스포타커피강남포스코뒷점,,3120215,포스코사거리,서울특별시 강남구 삼성로85길 11,37.5045986746859,127.056186367483,서울특별시 강남구 대치동 893,6195,
MA0106202201A0636246,탐앤탐스도산로점,,3120190,강남을지병원,서울특별시 강남구 도산대로33길 18,37.521763347997,127.029988764142,서울특별시 강남구 신사동 589-1,6025,
MA010120220800851299,백미당성산점,,3110558,경성고등학교,서울특별시 마포구 월드컵북로22길 5,37.564424494725,126.913049802839,서울특별시 마포구 성산동 51-4,3972,
MA010120220804057187,1964외식사업본부,,3110558,경성고등학교,서울특별시 마포구 월드컵북로22길 5,37.564424494725,126.913049802839,서울특별시 마포구 성산동 51-4,3972,
MA010120220808231851,두리앤커피,,3110021,성균관대학교,서울특별시 종로구 창경궁로 231-2,37.5827557036299,126.998109314757,서울특별시 종로구 명륜4가 196-1,3073,
MA010120220803839120,카페이모야,,3120188,압구정역,서울특별시 강남구 논현로168길 20,37.5237455822168,127.029876432101,서울특별시 강남구 신사동 600-3,6025,
MA010120220814207264,금차왕,,3120186,가로수길,서울특별시 강남구 강남대로156길 30,37.5186567082795,127.021662053085,서울특별시 강남구 신사동 516-5,6035,
MA010120220810346765,씨앰비즈,,3120188,압구정역,서울특별시 강남구 논현로175길 40,37.525071120854,127.025317924376,서울특별시 강남구 신사동 574-8,6030,
MA010120220813045697,브룸브룸디스코,,3110161,중곡역 3번,서울특별시 광진구 긴고랑로13길 77,37.5658776849695,127.083363791603,서울특별시 광진구 중곡동 220-77,4908,
MA0101202409A0026091,베이치Veitchii,,3110654,까치산역 4번,서울특별시 강서구 가로공원로76가길 83,37.5346374965178,126.843207999617,서울특별시 강서구 화곡동 351-58,7764,
MA010120220808155181,청담카렐음악연습실,,3120208,청담사거리(청담동명품거리),서울특별시 강남구 도산대로85길 30,37.5264329110221,127.049675167149,서울특별시 강남구 청담동 122-35,6012,
MA010120220800145319,마이티,,3120208,청담사거리(청담동명품거리),서울특별시 강남구 도산대로85길 30,37.5264329110221,127.049675167149,서울특별시 강남구 청담동 122-35,6012,
MA010120220806671357,미크컴퍼니,,3120051,뚝섬역,서울특별시 성동구 아차산로1가길 11,37.548535607943,127.046838126326,서울특별시 성동구 성수동1가 656-974,4788,
MA0101202411A0075862,그라운드커피GroundCoffee,,3120003,광화문역,서울특별시 종로구 새문안로 92,37.5697336767153,126.97488203598,서울특별시 종로구 신문로1가 163,3186,
MA010120220804174008,커피에그리다,,3110762,선유도역 1번,서울특별시 영등포구 양평로 124,37.5381262936608,126.893415376531,서울특별시 영등포구 양평동5가 66-1,7205,
MA010120220810262373,더라스트데이즈,,3120045,남영동 먹자골목,서울특별시 용산구 두텁바위로 8,37.5451000050841,126.973045832611,서울특별시 용산구 남영동 8-2,4352,
MA0101202307A0090117,디에떼지앤씨글로벌,,3120052,성수역,서울특별시 성동구 아차산로7길 3,37.5456492918317,127.054135045832,서울특별시 성동구 성수동2가 300-75,4793,
MA010120220812918103,팔공티독산지식산업센터,,3120132,독산동,서울특별시 금천구 두산로 70,37.4689671109965,126.895627546782,서울특별시 금천구 독산동 291-1,8584,
MA010120220807102740,카페방학,,3110402,도봉구 정병원,서울특별시 도봉구 도당로6길 30-6,37.6613161586398,127.036561510629,서울특별시 도봉구 방학동 264-46,1389,
MA0101202310A0055930,멜로위크,,3120066,장한평역(장한평),서울특별시 동대문구 천호대로87길 13-3,37.562653384918,127.06725408242,서울특별시 동대문구 장안동 462-1,2644,
MA010120220802663121,에쏘다컴퍼니,,3120053,건대입구역(건대),서울특별시 광진구 능동로 125,37.542189342395,127.071309214654,서울특별시 광진구 화양동 5-3,5017,
MA0101202302A0010314,하이브커피,,3120129,구로디지털단지,서울특별시 구로구 디지털로26길 123,37.4830787304434,126.897699605326,서울특별시 구로구 구로동 222-31,8390,
MA010120220809362227,커피라이터,,3120188,압구정역,서울특별시 강남구 논현로161길 15,37.5234399693995,127.026844560524,서울특별시 강남구 신사동 567-17,6031,
MA010120220807757553,메가엠지씨커피쌍문점,,3130146,쌍문시장(쌍문역골목시장),서울특별시 도봉구 도봉로 457,37.6467752787908,127.033257009,서울특별시 도봉구 쌍문동 96-43,1447,
MA010120220811922277,무심헌,,3110019,창덕궁,서울특별시 종로구 율곡로10길 85-9,37.5737905722804,126.992245723839,서울특별시 종로구 봉익동 1-5,3134,
MA010120220812083319,키지아샌드위치카페,,3110551,성서초등학교,서울특별시 마포구 성미산로7길 3,37.5591711881676,126.912376834025,서울특별시 마포구 성산동 244-5,3968,
MA010120220802516182,남산상점,,3110093,우사단길,서울특별시 용산구 이태원로36길 18-9,37.5343541468018,126.999026983302,서울특별시 용산구 한남동 732-2,4404,
MA010120220808517488,포담티하우스,,3120103,홍대입구역(홍대),서울특별시 마포구 어울마당로 52-1,37.549689866535,126.921146876133,서울특별시 마포구 서교동 408-12,4049,
MA010120220805158085,제이제이그룹,,3120188,압구정역,서울특별시 강남구 압구정로32길 11,37.5269350376118,127.030239720912,서울특별시 강남구 신사동 613-5,6022,
MA010120220807089627,그리디톰,,3111015,석촌역 3번,서울특별시 송파구 백제고분로46길 10,37.5082889033378,127.112208599287,서울특별시 송파구 송파동 131,5665,
MA0106202201A0636253,탐앤탐스도봉산,입구점,3110406,도봉산역 1번,서울특별시 도봉구 도봉산4길 4-13,37.6876586227698,127.043002741388,서울특별시 도봉구 도봉동 280-4,1301,
MA0101202305A0013911,카페Cafe유목민,,3110293,삼선중학교,서울특별시 성북구 동소문로13길 12,37.5924046438347,127.012919463161,서울특별시 성북구 동소문동6가 26,2830,
MA0101202303A0112624,라르티스타,,3120009,종로3가역,서울특별시 종로구 돈화문로 60,37.5738535822726,126.991385388133,서울특별시 종로구 묘동 128-1,3134,
MA010120220800773567,드림휴,,3120129,구로디지털단지,서울특별시 구로구 디지털로27가길 17,37.4843894388922,126.892338488025,서울특별시 구로구 구로동 197-30,8375,
MA0101202409A0018281,다향재茶香載,,3120193,도산공원교차로,서울특별시 강남구 언주로148길 14,37.5206263548348,127.036164701481,서울특별시 강남구 논현동 98-12,6057,
MA010120220800047155,행복한커피상점커피정,,3110640,방화역 1번,서울특별시 강서구 금낭화로 128,37.5765614472667,126.812690586396,서울특별시 강서구 방화동 830-2,7511,
MA010120220813665507,호중정원,,3120005,삼청동,서울특별시 종로구 삼청로2길 3-8,37.5812225318895,126.981195426503,서울특별시 종로구 소격동 17-1,3053,
MA010120220812061112,카페딜리버리,,3110256,면목2동체육관,서울특별시 중랑구 봉우재로32길 35,37.5911944865141,127.08494323778,서울특별시 중랑구 면목동 131-23,2144,
MA0101202210A0036427,피플앤조이,,3120166,방배역,서울특별시 서초구 방배로 107,37.4836365205569,126.995850516228,서울특별시 서초구 방배동 924-11,6683,
MA010120220803897464,에슬로우,,3120038,약수역,서울특별시 중구 다산로14길 12,37.5558964282198,127.01204171763,서울특별시 중구 신당동 347-339,4590,
MA0101202409A0248238,메가엠지씨커피연남숲길,1호점,3120104,연남동(홍대),서울특별시 마포구 월드컵북로2길 93,37.5587743156277,126.924815600648,서울특별시 마포구 동교동 154-8,3994,
MA0101202212A0033632,오픈플뢰르OpenFleur,,3120208,청담사거리(청담동명품거리),서울특별시 강남구 압구정로79길 39,37.5254775230383,127.050443804448,서울특별시 강남구 청담동 123-49,6012,
MA010120220805831827,빈스코코클래스,,3120119,발산역(마곡),서울특별시 강서구 강서로 391,37.5605437618826,126.838434082127,서울특별시 강서구 마곡동 794,7803,
MA010120220807253875,리브스커피,,3110454,선정중학교,서울특별시 은평구 갈현로 241-1,37.6187557014724,126.914968781836,서울특별시 은평구 갈현동 503-16,3322,
MA010120220803359747,다브에프앤비,,3120062,신설동역,서울특별시 동대문구 왕산로 25,37.5768242873325,127.026127876322,서울특별시 동대문구 신설동 89-79,2580,
MA010120220806595864,사일삼프로젝트,,3120197,역삼역,서울특별시 강남구 논현로97길 19-11,37.502354493617,127.034470798439,서울특별시 강남구 역삼동 640-9,6131,
MA010120220800686569,몽슈슈,상암점,3120098,DMC(디지털미디어시티),서울특별시 마포구 월드컵북로54길 25,37.582090838576,126.888982684946,서울특별시 마포구 상암동 1596,3924,
MA010120220804836411,엉클-비,,3110895,샤로수길,서울특별시 관악구 낙성대로 14,37.477277273471,126.958734790304,서울특별시 관악구 봉천동 1625-28,8790,
MA0101202406A0070837,타미하우스,,3120175,남부터미널역,서울특별시 서초구 남부순환로333길 13,37.4833916281477,127.020001124789,서울특별시 서초구 서초동 1425-9,6725,
MA0101202308A0085211,커피하우스,,3110558,경성고등학교,서울특별시 마포구 월드컵북로 126,37.5642983053564,126.912982037475,서울특별시 마포구 성산동 51-18,3972,
MA010120220806379731,글래드유케임,,3110081,해방촌 남동측,서울특별시 용산구 신흥로 111,37.5446334029162,126.983456445277,서울특별시 용산구 용산동2가 5-1161,4337,
MA0101202305A0109820,카페포치,,3110247,먹골역 1번,서울특별시 중랑구 공릉로2가길 6,37.6124531281111,127.078772108327,서울특별시 중랑구 묵동 173-3,2034,
MA010120220805068897,듀윗,,3120104,연남동(홍대),서울특별시 마포구 동교로 242-5,37.5615222745295,126.924688338581,서울특별시 마포구 연남동 260-14,3982,
MA0101202411A0092954,과일냠냠,,3110187,제기동역 6번,서울특별시 동대문구 무학로 112,37.5742282752445,127.030881443689,서울특별시 동대문구 용두동 118-82,2584,
MA010120220800808012,데스칸사르,,3120194,언주역(차병원),서울특별시 강남구 언주로113길 17,37.5091025834462,127.035944244803,서울특별시 강남구 논현동 232-2,6109,
MA0101202305A0056938,어스,,3110267,망우역 2번,서울특별시 중랑구 상봉중앙로10길 5,37.6021035760146,127.08756025093,서울특별시 중랑구 상봉동 220-5,2074,
MA0101202406A0218750,본인퍼플,,3110426,상계2동주민센터,서울특별시 노원구 노원로28길 47,37.6541113275964,127.069818254992,서울특별시 노원구 상계동 193-44,1704,
MA010120220805331644,코코버블티,강남역점,3120189,강남역,서울특별시 강남구 강남대로96길 9,37.4998604793157,127.02774083223,서울특별시 강남구 역삼동 817-11,6129,
MA010120220804791901,테리브라운,,3110634,송정역 3번,서울특별시 강서구 공항대로8길 33,37.5595682560479,126.812416231821,서울특별시 강서구 공항동 41-80,7624,
MA010120220813484958,요거로밀,,3110558,경성고등학교,서울특별시 마포구 성미산로17길 112,37.5664096226703,126.917133651214,서울특별시 마포구 연남동 487-6,3974,
MA0101202311A0022788,일구팔구,,3110308,길음역 8번,서울특별시 성북구 숭인로2길 48,37.6094317418005,127.023466458343,서울특별시 성북구 길음동 1112,2726,
MA0101202305A0000457,늘봄봄,,3120028,명동(명동거리),서울특별시 중구 퇴계로 125,37.5611489917863,126.985716433818,서울특별시 중구 충무로2가 65-11,4536,
MA010120220813828511,우디,,3120112,등촌역,서울특별시 강서구 등촌로53길 11-3,37.5491500401314,126.862879412661,서울특별시 강서구 등촌동 509-10,7667,
MA010120220800204275,더페이머스램,,3120102,서교동(홍대),서울특별시 마포구 월드컵북로 19,37.556383306686,126.919702504371,서울특별시 마포구 서교동 447-7,4001,
MA010120220813609858,제이엠티,,3120157,신림역(신림),서울특별시 관악구 봉천로12길 39,37.4870217341148,126.930111403777,서울특별시 관악구 신림동 1426-7,8753,
MA010120220808147250,멍지트,,3120157,신림역(신림),서울특별시 관악구 봉천로12길 39,37.4870217341148,126.930111403777,서울특별시 관악구 신림동 1426-7,8753,
MA010120220807291076,아셈에프앤비오로라,,3110566,경의선책거리,서울특별시 마포구 와우산로 139,37.5539654350342,126.928758786026,서울특별시 마포구 서교동 337-36,4053,
MA010120220808512398,시니,,3120238,방이역,서울특별시 송파구 마천로 16,37.509792256947,127.12260513768,서울특별시 송파구 방이동 212-3,5645,
MA010120220805373342,카페괄호,,3110544,망리단길,서울특별시 마포구 월드컵로19길 36,37.555951105792,126.907751784496,서울특별시 마포구 망원동 57-50,4012,
MA010120220800085352,골목카페,,3120069,상봉역,서울특별시 중랑구 면목로 478,37.5944281161578,127.086226438587,서울특별시 중랑구 상봉동 107-27,2154,
MA0101202305A0090323,앨빈스커피,,3120194,언주역(차병원),서울특별시 강남구 봉은사로34길 20,37.5069128631897,127.036847995223,서울특별시 강남구 역삼동 658-21,6136,
MA010120220807107000,에그탐탐,,3120197,역삼역,서울특별시 강남구 테헤란로 205,37.5016234687483,127.038394756985,서울특별시 강남구 역삼동 678-35,6141,
MA0101202305A0008440,지금;여기,,3111010,석촌역 7번,서울특별시 송파구 백제고분로39길 22,37.5062328406746,127.104311213726,서울특별시 송파구 석촌동 178,5609,
MA0101202406A0202151,텐퍼센트커피,,3120055,군자역,서울특별시 광진구 능동로 331,37.5592844688668,127.080368516348,서울특별시 광진구 중곡동 647-21,4918,
MA010120220802603267,오쿠텐,,3120103,홍대입구역(홍대),서울특별시 마포구 와우산로15길 16,37.5497897340206,126.922289735171,서울특별시 마포구 서교동 410-5,4049,
MA0101202406A0166923,라스베이글AIA,타워점,3120019,경찰청앞교차로,서울특별시 중구 통일로2길 16,37.5607589848682,126.971489607469,서울특별시 중구 순화동 216,4511,
MA010120220801012921,하이앤온,,3110731,금천구청역 1번 출입구,서울특별시 금천구 금하로 611,37.454481962042,126.899219142369,서울특별시 금천구 시흥동 122-5,8615,
MA0101202306A0099473,코티커피,코리아,3120189,강남역,서울특별시 서초구 서초대로 398,37.4966354661154,127.025104769362,서울특별시 서초구 서초동 1321-11,6619,
MA010120220808480421,짝커피&호프,,3110855,신대방역 2번,서울특별시 관악구 난곡로65길 6,37.4824518418088,126.913778036772,서울특별시 관악구 신림동 537-34,8767,
MA0101202409A0232415,콘하스상도점,,3110836,상도역 5번,서울특별시 동작구 상도로37길 6,37.5028708937586,126.948530944519,서울특별시 동작구 상도1동 762,6968,
MA010120220805031632,올라!하이,,3120160,사당역(사당),서울특별시 서초구 방배천로6길 19,37.4794367669746,126.983696946344,서울특별시 서초구 방배동 454-19,6691,
MA0106202307A0704057,학산한,남지점,3110093,우사단길,서울특별시 용산구 이태원로36길 15,37.5345703903517,126.999604003689,서울특별시 용산구 한남동 736-4,4404,
MA010120220812772263,클로이커피,,3110638,신방화역 2번,서울특별시 강서구 방화대로33길 29,37.5682308573505,126.814975300003,서울특별시 강서구 방화동 247-144,7606,
MA010120220808155302,에이스보드카페,,3110995,봉은사역 4번,서울특별시 강남구 영동대로118길 7,37.5162286819397,127.060165390311,서울특별시 강남구 삼성동 90-18,6081,
MA010120220812537483,메가엠지씨커피신촌역점,,3120094,"신촌역(신촌역, 신촌로터리)",서울특별시 서대문구 신촌로 121,37.5562057951181,126.939293197951,서울특별시 서대문구 창천동 20-41,3780,
MA0101202310A0098081,일리팡커피,,3120190,강남을지병원,서울특별시 강남구 도산대로28길 26,37.5177002295648,127.028346951388,서울특별시 강남구 논현동 33-15,6041,
MA010120220812364140,아미고에프앤비,,3120202,압구정로데오역(압구정로데오),서울특별시 강남구 압구정로 417,37.5275528172089,127.04287672503,서울특별시 강남구 압구정동 518,6009,
MA010120220813660104,퍼센시아커피,,3120054,어린이대공원역,서울특별시 광진구 능동로 172,37.5459899138319,127.073983387999,서울특별시 광진구 화양동 111-12,5021,
MA010120220802673568,몽디저트,,3120054,어린이대공원역,서울특별시 광진구 능동로 172,37.5459899138319,127.073983387999,서울특별시 광진구 화양동 111-12,5021,
MA010120220813056669,빽다방홍대극동방송점,,3120103,홍대입구역(홍대),서울특별시 마포구 와우산로13길 2,37.5499883097463,126.92283272138,서울특별시 마포구 서교동 411-2,4049,
MA010120220810363266,엠프레스,,3110428,상계5동주민센터,서울특별시 노원구 수락산로 17,37.6644700529652,127.074021486634,서울특별시 노원구 상계동 140-148,1660,
MA0101202305A0206172,노에,,3110256,면목2동체육관,서울특별시 중랑구 겸재로23길 17,37.5878093180645,127.081304954636,서울특별시 중랑구 면목동 147-1,2147,
MA010120220805323413,바인더스,,3120190,강남을지병원,서울특별시 강남구 논현로155길 27,37.5213588655338,127.025893591387,서울특별시 강남구 신사동 557-10,6033,
MA0101202301A0002911,와이블랙화곡곰달래점,,3130221,"남부골목시장(남부화곡시장, 남부시장)",서울특별시 강서구 곰달래로 227,37.531845456172,126.858306398651,서울특별시 강서구 화곡동 837-7,7738,
MA0101202307A0042386,뽕다방,,3120039,신당역,서울특별시 중구 퇴계로73길 54-9,37.567446955666,127.014284768686,서울특별시 중구 신당동 197-6,4569,
MA010120220806539580,오브,,3110762,선유도역 1번,서울특별시 영등포구 양평로22길 31,37.5403898209695,126.895675165459,서울특별시 영등포구 양평동5가 120-2,7203,
MA0105202301E0330768,씨엠팔팔,,3110762,선유도역 1번,서울특별시 영등포구 양평로22길 31,37.5403898209695,126.895675165459,서울특별시 영등포구 양평동5가 120-2,7203,
MA0101202411A0121336,라인익선,,3120009,종로3가역,서울특별시 종로구 삼일대로28길 22,37.5736281508073,126.989166677133,서울특별시 종로구 낙원동 82-7,3133,
MA0101202306A0102784,블루커피베이크,,3120031,을지로3가역,서울특별시 중구 충무로4길 21,37.5650870653501,126.994148183478,서울특별시 중구 인현동1가 57-2,4549,
MA010120220807290965,커피디엔에이합정,,3120101,합정역,서울특별시 마포구 월드컵로5길 33-23,37.5506286730954,126.910960943422,서울특별시 마포구 합정동 386-11,4025,
MA0101202406A0569452,앤투케이,,3110131,성수동카페거리,서울특별시 성동구 성수이로 65,37.5409724975385,127.055444221263,서울특별시 성동구 성수동2가 309-148,4781,
MA0101202303A0116169,에스오에스커피&브런치,,3120228,석촌역(석촌호수),서울특별시 송파구 백제고분로40길 4-7,37.5037989139752,127.105676280536,서울특별시 송파구 석촌동 284-2,5684,
MA010120220814039405,브루다인사동,,3120008,인사동,서울특별시 종로구 우정국로 36,37.572176862023,126.983280556592,서울특별시 종로구 공평동 9,3149,
MA0101202303A0014859,앤티크커피Antique-coffee,,3111013,송파나루역 1번(송리단길),서울특별시 송파구 백제고분로41길 21-16,37.5076005711365,127.106326315285,서울특별시 송파구 송파동 12-6,5625,
MA010120220800407089,나드에프앤비(NARDF&BCo.，Ltd.)주,,3110137,성수초등학교,서울특별시 성동구 아차산로17길 49,37.5467608939666,127.065282130301,서울특별시 성동구 성수동2가 280-6,4799,
MA010120220813075513,카페오픈24,아차산점,3110176,해오름공원,서울특별시 광진구 영화사로 55,37.5555183351282,127.092621154345,서울특별시 광진구 중곡동 107-41,4947,
MA0101202311A0012752,베베커피,,3120148,국회의사당역(국회의사당),서울특별시 영등포구 국회대로 758,37.528063639434,126.917877506809,서울특별시 영등포구 여의도동 1-6,7236,
MA010120220804798060,이디야건설회관점,,3120196,서울세관,서울특별시 강남구 언주로 711,37.517077209152,127.033425596411,서울특별시 강남구 논현동 71-2,6050,
MA0101202409A0112478,커피나인상일,,3111089,상일여고(상일초등학교),서울특별시 강동구 상일로 33,37.5501755308476,127.172712946366,서울특별시 강동구 상일동 259,5282,
MA010120220808598911,아우어룸,,3111077,길동주민센터(강동도서관),서울특별시 강동구 양재대로110길 47,37.5351157808642,127.141948702185,서울특별시 강동구 길동 406-10,5352,
MA010120220805423562,드라쏠,,3110953,학동근린공원,서울특별시 강남구 논현로149길 15,37.5182591150478,127.027227302842,서울특별시 강남구 논현동 9-14,6040,
MA010120220801007517,쏘시얼네트워크주,,3110892,관악구 중앙길,서울특별시 관악구 관악로 195,37.4825640952701,126.953101329211,서울특별시 관악구 봉천동 859-17,8745,
MA0101202210A0009652,이디야영등포본동점,,3110792,영등포역 2번,서울특별시 영등포구 영신로19길 15,37.5139001352726,126.90612953066,서울특별시 영등포구 영등포동 618-385,7366,
MA0106202307A0704065,학산테라로사커피길동지점,,3111083,GS강동자이아파트,서울특별시 강동구 천호대로 1221,37.5360293982398,127.146374360954,서울특별시 강동구 길동 255-2,5349,
MA010120220804943142,업.사이드커피연무장,,3120051,뚝섬역,서울특별시 성동구 성수일로 45,37.5445160595663,127.049517428122,서울특별시 성동구 성수동1가 16-9,4779,
MA0101202409A0067538,둥지커피호프,,3110428,상계5동주민센터,서울특별시 노원구 한글비석로 420,37.661913488643,127.070392235396,서울특별시 노원구 상계동 169-63,1668,
MA0101202212A0071100,달리는커피양천향교역점,,3110648,양천향교역 7번,서울특별시 강서구 양천로 344,37.5682589078685,126.840364332372,서울특별시 강서구 마곡동 776-2,7791,
MA010120220804064468,와이에스케이파트너스주,,3120227,잠실역,서울특별시 송파구 올림픽로35길 137,37.5159316755592,127.09964180833,서울특별시 송파구 신천동 7-11,5510,
MA010120220806787242,카페101,,3120180,양재화물트럭터미널앞,서울특별시 서초구 양재대로11길 36,37.461835858534,127.035379052617,서울특별시 서초구 양재동 217,6772,
MA0101202406A0552612,먼치킨,,3120118,마곡역(마곡),서울특별시 강서구 마곡중앙6로 21,37.5608286951995,126.82961663774,서울특별시 강서구 마곡동 771-4,7801,
MA010120220806462148,슈퍼커피선릉로점,,3120210,선릉역,서울특별시 강남구 선릉로93길 26,37.5048371751599,127.046426283272,서울특별시 강남구 역삼동 704-51,6148,
MA010120220803636048,아인스,,3120062,신설동역,서울특별시 동대문구 왕산로 28,37.5764006677187,127.026806958667,서울특별시 동대문구 신설동 92-35,2582,
MA0101202409A0223913,와플존,,3111077,길동주민센터(강동도서관),서울특별시 강동구 천중로50길 27,37.5395115988284,127.142828283668,서울특별시 강동구 길동 359-1,5343,
MA0101202406A0448440,커피파베스,,3120190,강남을지병원,서울특별시 강남구 도산대로 158,37.5184576010859,127.026050953296,서울특별시 강남구 논현동 6-21,6040,
MA010120220814229913,화성루다방,,3110277,러스크서울병원,서울특별시 중랑구 용마산로 520,37.5972729502421,127.100520185064,서울특별시 중랑구 망우동 403-4,2181,
MA010120220803057568,바빈스,가양점,3110657,양천향교역 5번,서울특별시 강서구 양천로 396,37.565752064278,126.845576368497,서울특별시 강서구 등촌동 847,7573,
