상가업소번호,상호명,지점명,TRDAR_CD,TRDAR_CD_N,도로명주소,estimated_population,estimated_population_total
MA010120220810467515,보스톡,,3111021,방이역 4번,서울특별시 송파구 양재대로71길 14,100922,100922
MA010120220804113993,카페러블리,,3111061,암사역 1번,서울특별시 강동구 고덕로10길 22,210910,210910
MA010120220812721570,티틸,,3120076,수유역,서울특별시 강북구 노해로 42,63581,63581
MA0106202201A0153605,커피빈교대,법원점,3120173,교대역(법원.검찰청),서울특별시 서초구 서초중앙로 156,50484,50484
MA010120220803292514,로칼커피,,3120221,봉은사역,서울특별시 강남구 봉은사로 638,17943,17943
MA010120220813888545,매직큐브시즌2,,3130191,홍대 걷고싶은 거리,서울특별시 마포구 홍익로6길 10,11957,11957
MA0101202209A0035997,미소산업에프앤비수유리아,,3110362,우이천 계성교,서울특별시 강북구 노해로 95-1,109621,109621
MA0101202305A0080652,빽다방길동역점,,3120246,길동역,서울특별시 강동구 양재대로 1482,176630,176630
MA010120220803290612,온유디저트,,3120103,홍대입구역(홍대),서울특별시 마포구 홍익로 3-3,20706,20706
MA0101202310A0054260,투썸플레이스가산,로데오점,3120131,가산디지털단지,서울특별시 금천구 벚꽃로 254,4265,12795
MA010120220812746970,컴포즈커피가산월드메르디앙점,,3120131,가산디지털단지,서울특별시 금천구 벚꽃로 254,4265,12795
MA0101202406A0271946,복자카페,,3120131,가산디지털단지,서울특별시 금천구 벚꽃로 254,4265,12795
MA010120220800688380,이문동커피집브루밸류,,3110214,경희대후문,서울특별시 동대문구 이문로25길 39,97347,97347
MA010120220813968877,달보드레구쁘레,,3110079,후암동주민센터,서울특별시 용산구 두텁바위로 139,64580,64580
MA010120220804186575,마담버터플라이,,3120175,남부터미널역,서울특별시 서초구 서초중앙로 48,30447,30447
MA0101202406A0159701,커피앤쓸,,3110695,개봉1동주민센터,서울특별시 구로구 고척로40길 13-3,104895,104895
MA010120220810389198,쿠즈코커피꿀보,미아점,3110369,성신여대운정그린캠퍼스,서울특별시 강북구 도봉로68길 7,129097,129097
MA0101202307A0080895,두목커피,,3120185,논현역,서울특별시 서초구 신반포로47길 26,42394,42394
MA0106202406A2465617,스타벅스,김포공항DT,3110630,공항시장역 1번,서울특별시 강서구 개화동로 517,120996,120996
MA0106202406A2465560,스타벅스,서울역서부,3110066,서울역 15번,서울특별시 용산구 만리재로 202,130463,130463
MA010120220813580557,투썸플레이스송파잠실H,타워점,3111003,삼전역 4번,서울특별시 송파구 백제고분로 128,141611,141611
MA0101202210A0043244,빽다방잠실레이크,팰리스점,3111006,석촌고분역 1번,서울특별시 송파구 석촌호수로 144,161098,161098
MA010120220808450644,놀숲둔촌역점,,3120245,둔촌역,서울특별시 강동구 양재대로 1319,57841,57841
MA010120220810447294,에슬로우선릉,1호점,3120210,선릉역,서울특별시 강남구 선릉로 524,57672,57672
MA0101202301A0069371,샘스커피,,3110955,논현초등학교,서울특별시 강남구 학동로20길 59,79823,79823
MA010120220803908857,행복한북까페,,3110316,숭곡초등학교,서울특별시 성북구 오패산로3길 153,192404,192404
MA0101202303A0085543,롤링삐삐,,3120223,휘문고교사거리,서울특별시 강남구 역삼로92길 7,34814,34814
MA010120220808576880,네이밍카페커피GO!#20,,3111078,굽은다리역 4번,서울특별시 강동구 명일로 261,282819,282819
MA0101202406A0468574,에이스커피,,3110699,덕의초등학교,서울특별시 구로구 중앙로15길 120,63000,63000
MA010120220809603877,카페수다,,3111059,강동역 4번(강풀만화거리),서울특별시 강동구 성안로 109,111226,111226
MA0101202409A0179915,빙동댕,,3110458,선일여고,서울특별시 은평구 갈현로 251,67274,67274
MA0101202406A0064597,블루샥문정,법조타운점,3120235,문정역,서울특별시 송파구 법원로8길 8,3125,3125
MA010120220812218700,카페오르,,3110611,신정역 1번,서울특별시 양천구 은행정로17길 13,1306301,1306301
MA010120220805477673,코드101,,3120151,보라매공원,서울특별시 관악구 보라매로 7,33197,33197
MA010120220800036168,커피투어,,3110012,성곡미술관,서울특별시 종로구 사직로10길 12,71832,71832
MA0101202308A0023010,어나더굿뉴스,,3110299,정릉역 1번,서울특별시 성북구 정릉로36길 61,275074,275074
MA010120220801661248,파스쿠찌종로2가점,,3120009,종로3가역,서울특별시 종로구 수표로 95,50483,50483
MA010120220800785405,주성코퍼레이션,,3110428,상계5동주민센터,서울특별시 노원구 한글비석로 444,256076,256076
MA0101202307A0001016,컴포즈커피가락극동점,,3120240,개롱역,서울특별시 송파구 동남로18길 21,92408,92408
MA010120220800989629,아노플라,,3110892,관악구 중앙길,서울특별시 관악구 은천로 156,222926,222926
MA0101202406A0096622,0122커피바,,3110503,명지대학교교회,서울특별시 서대문구 명지대길 108,69923,69923
MA0101202406A0210123,우지커피문정근린공원점,,3111027,문정초등학교,서울특별시 송파구 문정로 31-1,74442,74442
MA010120220806903716,맹커피숍,,3130169,대조시장,서울특별시 은평구 불광로 27,123765,123765
MA010120220808650538,커피광,,3120030,중부경찰서(영화인의거리),서울특별시 중구 삼일대로 330,39109,39109
MA0101202406A0432807,커피오스coffeos1997,,3120217,대치사거리,서울특별시 강남구 역삼로83길 25,57816,57816
MA010120220812863814,수커피볶는집,,3120031,을지로3가역,서울특별시 중구 마른내로 11-10,30028,30028
MA010120220805185462,커피폴,,3110456,구산보건지소,서울특별시 은평구 연서로13길 23,140962,140962
MA010120220800161965,페브,,3111085,묘곡초등학교(고덕아이파크아파트),서울특별시 강동구 동남로81길 82,66771,66771
MA0101202406A0355580,키프키프나인,,3110544,망리단길,서울특별시 마포구 월드컵로17길 47,47615,47615
MA0101202411A0091267,기글,,3110544,망리단길,서울특별시 마포구 희우정로 82-1,47616,95232
MA0101202309A0086901,큐엔에이룸,,3110544,망리단길,서울특별시 마포구 희우정로 82-1,47616,95232
MA010120220809277733,라미스콘앤지민스통,,3120009,종로3가역,서울특별시 종로구 돈화문로11나길 25,50479,50479
MA0101202411A0146552,가배시그니처,,3120028,명동(명동거리),서울특별시 중구 소공로 66,35637,35637
MA010120220800887583,온휠스,,3110625,신정2동주민센터,서울특별시 양천구 목동동로8길 31-8,48384,96768
MA010120220800105121,온휠스로스터즈,,3110625,신정2동주민센터,서울특별시 양천구 목동동로8길 31-8,48384,96768
MA010120220814191038,메가엠지씨커피장안,중앙점,3110229,장평중학교,서울특별시 동대문구 장한로 58,166087,166087
MA010120220809992061,너랑나랑카페,,3110056,신당역 3번,서울특별시 중구 다산로44길 76,168624,168624
MA010120220800424910,카페제로,,3110698,개웅초등학교(개웅중학교),서울특별시 구로구 개봉로5길 4,230027,230027
MA010120220814058869,원퍼밀,,3120187,신논현역,서울특별시 강남구 강남대로106길 7,40746,40746
MA010120220804530824,스타카페,,3120185,논현역,서울특별시 강남구 학동로6길 19,42391,42391
MA010120220810212909,컴포즈커피,상봉역점,3120069,상봉역,서울특별시 중랑구 면목로 478-1,57791,57791
MA010120220800445412,율리/카페율리이수점,,3120156,"총신대입구역(이수, 총신대)",서울특별시 동작구 동작대로25길 60,76227,76227
MA0101202406A0411440,1리터SELL앤디저트와플신림,직영점,3120134,구로전화국,서울특별시 관악구 조원중앙로 27-1,34906,34906
MA010120220812727819,딜리셔스플라워,,3110264,면목역 2번,서울특별시 중랑구 상봉로 11,259283,259283
MA010120220808108631,커피에반하다,솔밭공원점,3110345,솔밭공원역 2번,서울특별시 강북구 삼양로 585,57201,57201
MA010120220812014543,보드가야,,3120136,영등포구청역,서울특별시 영등포구 당산로30길 7-2,31281,31281
MA010120220809324009,카페드나탈리역삼,,3120197,역삼역,서울특별시 강남구 테헤란로20길 16,34024,34024
MA0101202311A0080141,동행,,3110662,까치산역 1번,서울특별시 강서구 초록마을로37길 32,147373,147373
MA0101202406A0431413,아뜰리에커피앤밀크티가리봉점,,3110717,남구로역 2번,서울특별시 구로구 우마길 3,255032,255032
MA010120220800912899,이디야커피사가정,아이파크점,3110252,장안제일시장,서울특별시 중랑구 동일로92길 57,136330,136330
MA0101202211A0072699,케이스팟수국전망대카페,,3130024,남대문시장(자유상가),서울특별시 중구 퇴계로 33,56367,56367
MA0101202305A0076287,카페스테이,,3110475,백련산해모로아파트,서울특별시 은평구 백련산로 143,42122,42122
MA0101202302A0009087,노록,,3110749,금산초등학교(금천고등학교),서울특별시 금천구 시흥대로 70,75445,75445
MA0101202303A0023543,투썸플레이스대림,삼거리점,3110789,대림성모병원,서울특별시 영등포구 시흥대로 675,86912,86912
MA010120220807156333,킴스코퍼레이션플라워베이커리카페,,3120186,가로수길,서울특별시 강남구 압구정로2길 45,28431,28431
MA0101202307A0036738,유스,,3120136,영등포구청역,서울특별시 영등포구 당산로30길 7,31281,31281
MA0101202406A0047987,꼬레소레하우스,,3110544,망리단길,서울특별시 마포구 희우정로10안길 7,47616,47616
MA010120220807571680,따뜻한하루에,,3110313,안암역 3번,서울특별시 성북구 고려대로30길 8,80362,80362
MA010120220812929897,위한커피,,3120112,등촌역,서울특별시 강서구 등촌로53길 11,55747,55747
MA010120220807061582,크림앤버터,,3110343,무너미어린이공원,서울특별시 강북구 인수봉로 316,138446,138446
MA010120220806873419,일카페,,3120066,장한평역(장한평),서울특별시 성동구 자동차시장1길 39,35096,35096
MA0106202201A0047341,데우스엑스마키나와우산,,3120103,홍대입구역(홍대),서울특별시 마포구 와우산로17길 19-12,20707,20707
MA010120220806653727,웨이크업커피,,3120191,학동역,서울특별시 강남구 논현로132길 15,48287,48287
MA010120220805157038,마린커피,,3110212,답십리초등학교,서울특별시 동대문구 전농로3길 100,69392,69392
MA010120220813973047,마왕커피홈앤쇼핑,,3120118,마곡역(마곡),서울특별시 강서구 공항대로 150,2058,2058
MA0101202406A0140411,서계동커피집,,3110066,서울역 15번,서울특별시 용산구 만리재로 156,130421,130421
MA010120220800565784,카페어반,,3120027,명동역(명동재미로),서울특별시 중구 퇴계로12길 19,23437,23437
MA0101202305A0047327,메가엠지씨커피양천향교역점,,3110648,양천향교역 7번,서울특별시 강서구 강서로 471,3995,15980
MA0101202409A0107295,텐퍼센트커피양천향교점,,3110648,양천향교역 7번,서울특별시 강서구 강서로 471,3995,15980
MA010120220800509369,비동115호,,3110648,양천향교역 7번,서울특별시 강서구 강서로 471,3995,15980
MA010120220813246286,곰숲카페,,3110648,양천향교역 7번,서울특별시 강서구 강서로 471,3995,15980
MA0101202409A0178143,봉명동내커피,광진점,3110170,동대부여고,서울특별시 광진구 아차산로57길 22,311709,311709
MA010120220810055487,펑키커피,,3110138,송정체육공원,서울특별시 성동구 송정18가길 3,163975,163975
MA0101202310A0005957,매일휴일,,3110473,구산역 1번,서울특별시 은평구 역말로9길 39-1,194522,194522
MA010120220805133599,카페무자기,,3110080,해방촌예술마을,서울특별시 용산구 신흥로26길 35,119947,119947
MA010120220810961651,커피뚝섬,,3110139,자양4동주민센터,서울특별시 광진구 동일로 34,104969,104969
MA010120220800591574,연지호프,,3110453,신사1동주민센터,서울특별시 은평구 가좌로 280,79698,79698
MA010120220812191198,쿠운,,3120177,신논현역 1번,서울특별시 서초구 강남대로83길 18,66728,66728
MA010120220812977873,반지만들기,홍대점,3120103,홍대입구역(홍대),서울특별시 마포구 와우산로 91,20706,20706
MA010120220808366673,카페훈훈,,3130183,상암동상점가,서울특별시 마포구 성암로13길 60,25291,25291
MA010120220808712195,커피나무,성신여대점,3120072,성신여대,서울특별시 성북구 보문로30길 79,28256,28256
MA010120220811876627,레솔베르,,3120200,학동사거리,서울특별시 강남구 도산대로57길 13-4,37136,37136
MA010120220814091526,카페게더,광화문,3120003,광화문역,서울특별시 종로구 새문안로3길 3,11116,11116
MA0106202406A2464780,스타벅스,송파나루역DT,3111013,송파나루역 1번(송리단길),서울특별시 송파구 오금로 142,41624,41624
MA010120220803684695,동아쏘시오그룹공제회,,3110181,신설동역 9번,서울특별시 동대문구 무학로25길 16,311446,311446
MA0101202301A0085251,풀오프,,3110416,노원초등학교,서울특별시 노원구 동일로242마길 10,173186,173186
MA010120220813246924,에르디,,3110895,샤로수길,서울특별시 관악구 관악로12길 113,90357,90357
MA010120220800361098,카페베네영등포,구청점,3120136,영등포구청역,서울특별시 영등포구 당산로 138,31281,31281
MA010120220813352206,카페케렌시아씨앤씨,,3120167,고속터미널(고속터미널역),서울특별시 서초구 신반포로 205,16239,16239
MA010120220802881464,블랙힐스,,3110759,문래예술촌(문래창작촌),서울특별시 영등포구 도림로147길 15-2,67271,67271
MA010120220803723029,푸가,,3111015,석촌역 3번,서울특별시 송파구 백제고분로42길 34,75084,75084
MA0101202409A0089726,더카페영등포,구청점,3120136,영등포구청역,서울특별시 영등포구 선유동1로 32,31282,31282
MA010120220812394480,킴스프라이스파스쿠찌,천호로데오점,3120243,천호역,서울특별시 강동구 구천면로 212,41483,41483
MA010120220804199089,윤다방,,3120166,방배역,서울특별시 서초구 방배로13길 28,32309,64618
MA0101202209A0025495,씨피엘,,3120166,방배역,서울특별시 서초구 방배로13길 28,32309,64618
MA010120220808288512,디저트39신사역점,,3120178,신사역,서울특별시 강남구 강남대로146길 25,51709,51709
MA010120220812257761,엠엠티에이치069,,3120178,신사역,서울특별시 강남구 도산대로8길 5,51708,51708
MA0101202406A0415131,칸네,,3110267,망우역 2번,서울특별시 중랑구 상봉중앙로10길 4,141961,141961
MA010120220800032118,커피브론즈,,3120007,북촌(안국역),서울특별시 종로구 율곡로5길 20,12216,12216
MA0106202201A0027112,언노운커피2청계2가,,3120031,을지로3가역,서울특별시 중구 삼일대로12길 21,30030,30030
MA0101202305A0147768,디저트옐로우,,3110455,역촌노인복지관,서울특별시 은평구 갈현로4길 2,107826,107826
MA010120220800585784,아디스아바바,,3120173,교대역(법원.검찰청),서울특별시 서초구 서초중앙로22길 67,50485,50485
MA0106202406A2466313,스타벅스,양재강남빌딩R,3120179,양재역,서울특별시 강남구 남부순환로 2621,36242,36242
MA0101202411A0043690,브레드앤커피,,3110881,구립대학경로당(관악산샘말공원),서울특별시 관악구 대학길 109,171789,171789
MA0106202406A2465548,스타벅스,신사역성일빌딩,3120178,신사역,서울특별시 강남구 강남대로 584,51710,51710
MA0101202406A0057242,매일보는매일커피,,3110668,화곡2동주민센터,서울특별시 강서구 곰달래로31가길 85,146583,146583
MA010120220807068825,네버랜드,,3110955,논현초등학교,서울특별시 강남구 봉은사로7길 32,79829,79829
MA0101202305A0124774,인동,,3120057,아차산역,서울특별시 광진구 천호대로 630,59532,59532
MA010120220803312457,오늘의기쁨,,3120159,서울대입구역,서울특별시 관악구 봉천로 448,73835,73835
MA010120220802779057,카페다다,,3110648,양천향교역 7번,서울특별시 강서구 강서로 447,3995,7990
MA010120220800605297,카페동네,마곡점,3110648,양천향교역 7번,서울특별시 강서구 강서로 447,3995,7990
MA010120220812947200,카페안나,,3120208,청담사거리(청담동명품거리),서울특별시 강남구 도산대로92길 6,32974,32974
MA010120220800696112,손끝에서만발하다,,3110836,상도역 5번,서울특별시 동작구 흑석로 18,56831,56831
MA010120220805832837,감꽃당,,3120009,종로3가역,서울특별시 종로구 돈화문로11다길 38,50479,50479
MA0101202303A0024320,루틴,,3120072,성신여대,서울특별시 성북구 보문로34가길 6,28257,28257
MA010120220805691076,니드,,3120198,구역삼세무서,서울특별시 강남구 역삼로 139,39621,39621
MA0101202406A0437367,커피브론즈로스터스,,3110306,미아초등학교,서울특별시 성북구 삼양로 39,49870,49870
MA0106202406A2465124,스타벅스,경복궁역,3120002,서촌(경복궁역),서울특별시 종로구 자하문로4길 6,22611,22611
MA010120220811754117,모펀,,3110566,경의선책거리,서울특별시 마포구 양화로 188,20862,62586
MA010120220808482150,모두락애경산업,,3110566,경의선책거리,서울특별시 마포구 양화로 188,20862,62586
MA0101202305A0140786,고미푸딩,,3110566,경의선책거리,서울특별시 마포구 양화로 188,20862,62586
MA010120220810170434,레이네,,3110897,서울대입구역 8번,서울특별시 관악구 행운1마길 17,143285,143285
MA0101202309A0046222,크리스앤벨라,홍대점,3110566,경의선책거리,서울특별시 마포구 와우산로29가길 32,20860,20860
MA010120220808074510,커피주네,,3120162,방배동카페골목,서울특별시 서초구 사평대로2길 10,35023,35023
MA010120220804740739,허와유,,3120195,성수대교남단,서울특별시 강남구 언주로173길 23,31549,31549
MA010120220808323766,인사동가는길,,3120008,인사동,서울특별시 종로구 인사동길 20-20,20768,20768
MA0106202406A2465780,스타벅스,강남우성,3120192,뱅뱅사거리,서울특별시 강남구 강남대로 328,35591,35591
MA010120220808145599,할리스커피홍대역점,,3130191,홍대 걷고싶은 거리,서울특별시 마포구 어울마당로 111,11957,11957
MA010120220800240105,한국미혼모가족협회,,3120093,연희동,서울특별시 서대문구 연희맛로 46,15666,15666
MA0101202302A0108153,메가엠지씨커피창동,신창점,3110404,신창초등학교,서울특별시 도봉구 우이천로4길 31,182996,182996
MA010120220811970628,유아히어명동,본점,3120028,명동(명동거리),서울특별시 중구 명동9길 23,35641,71282
MA0101202309A0034183,온선데이커피명동,본점,3120028,명동(명동거리),서울특별시 중구 명동9길 23,35641,71282
MA0101202307A0097654,메머드익스프레스한라빌딩점,역삼역,3120197,역삼역,서울특별시 강남구 테헤란로25길 30,34021,34021
MA010120220808047083,더스크커피,,3120032,충무로역,서울특별시 중구 퇴계로32길 14,28478,28478
MA0101202406A0422464,언더그라운드,,3110081,해방촌 남동측,서울특별시 용산구 신흥로25길 10,54466,54466
MA0101202409A0158502,소울버튼블루,,3120103,홍대입구역(홍대),서울특별시 마포구 와우산로18길 21,20706,41412
MA0101202409A0035136,소울버튼스테이지,,3120103,홍대입구역(홍대),서울특별시 마포구 와우산로18길 21,20706,41412
MA0106202406A2465513,스타벅스,인사,3120008,인사동,서울특별시 종로구 인사동길 14,20768,20768
MA0101202210A0044235,더벤티장한평역점,,3120066,장한평역(장한평),서울특별시 동대문구 장한로6길 4,35094,35094
MA0101202305A0121651,팔레트202,,3110139,자양4동주민센터,서울특별시 광진구 동일로4길 2,104969,104969
MA010120220800525679,도봉산만남의광장,,3110406,도봉산역 1번,서울특별시 도봉구 도봉산4나길 43,25430,25430
MA010120220800023216,담다,,3120210,선릉역,서울특별시 강남구 선릉로100길 24,57673,57673
MA0101202406A0510402,블렌디드,,3110150,중곡1동 마을마당,서울특별시 광진구 면목로 59,175670,175670
MA010120220800273668,떼제베,,3120043,서울역,서울특별시 용산구 한강대로 401-2,19485,19485
MA0106202208A1069895,바나프레소서초,법원점,3120169,서초역,서울특별시 서초구 서초대로 266,27475,27475
MA0106202411A2318012,오퍼스메이커스,,3120032,충무로역,서울특별시 중구 충무로 15,28478,28478
MA0101202301A0080377,커넥츠커피역촌역점,,3110484,역촌역 3번,서울특별시 은평구 진흥로 132,157384,314768
MA0106202310A1697807,커넥츠커피역촌역점,,3110484,역촌역 3번,서울특별시 은평구 진흥로 132,157384,314768
MA0101202211A0045070,카페YEONZ,,3120237,경찰병원역,서울특별시 송파구 중대로16길 8,82665,82665
MA0106202201A0636243,탐앤탐스,덕성여대점,3110346,4.19민주묘지역 2번,서울특별시 강북구 삼양로 547,118924,118924
MA010120220811655410,커피타임,,3110630,공항시장역 1번,서울특별시 강서구 방화동로 39-1,121007,121007
MA010120220809641766,아르고보니,,3120178,신사역,서울특별시 서초구 나루터로12길 27,51710,51710
MA010120220813341651,레이디언트,,3120055,군자역,서울특별시 광진구 능동로38길 41,51190,51190
MA0101202305A0102416,메가엠지씨커피방배,백석점,3120166,방배역,서울특별시 서초구 방배로 58,32307,64614
MA010120220804609389,묵향,,3120166,방배역,서울특별시 서초구 방배로 58,32307,64614
MA010120220808416923,수혈컴퍼니,,3110408,가인초등학교,서울특별시 도봉구 도봉로 634,35317,35317
MA010120220812835344,팔공티서대문역점,,3120001,서대문역,서울특별시 서대문구 충정로 63,39585,79170
MA0101202406A0386734,요거트퍼플,서대문점,3120001,서대문역,서울특별시 서대문구 충정로 63,39585,79170
MA010120220802738352,26;샵,,3120040,용산전자상가(용산역),서울특별시 용산구 새창로45길 26,43401,43401
MA010120220808591925,솔본미디어서,초지점,3120169,서초역,서울특별시 서초구 반포대로24길 21,27474,27474
MA0101202306A0079482,폴룩스커피,,3110081,해방촌 남동측,서울특별시 용산구 신흥로 40,54462,54462
MA010120220813937659,카페일렉트,,3120076,수유역,서울특별시 강북구 한천로139나길 14-17,63584,63584
MA010120220808386016,바리스타카페,,3130024,남대문시장(자유상가),서울특별시 중구 남대문로 36,56368,56368
MA0106202406A2465134,스타벅스,마리오아울렛,3120131,가산디지털단지,서울특별시 금천구 벚꽃로 266,4265,12795
MA010120220808472574,빌리엔젤마리오아울렛,,3120131,가산디지털단지,서울특별시 금천구 벚꽃로 266,4265,12795
MA010120220800984709,마리오씨엔에프,,3120131,가산디지털단지,서울특별시 금천구 벚꽃로 266,4265,12795
MA0101202409A0186515,쿠지커피,,3110916,내방역 4번,서울특별시 서초구 방배로15길 22,122922,122922
MA010120220807656323,엔237카페앤베이커리,,3120199,경복아파트교차로,서울특별시 강남구 언주로113길 7,28198,28198
MA0101202305A0075091,크림스테어에스프레소,,3110021,성균관대학교,서울특별시 종로구 창경궁로 229-4,109838,109838
MA010120220803780124,단지,,3110147,능동우편취급국,서울특별시 광진구 군자로 133-1,133025,133025
MA010120220810171773,윈스커피,,3120215,포스코사거리,서울특별시 강남구 테헤란로83길 18,38300,38300
MA010120220807397869,달리는커피서울여의도더현대점,,3120149,여의도역(여의도),서울특별시 영등포구 국제금융로 15,9946,9946
MA010120220810074864,수유가배당,,3110376,수송초등학교,서울특별시 강북구 한천로132길 11,213872,213872
MA0101202305A0180983,콘드,,3120101,합정역,서울특별시 마포구 월드컵로3길 32,23419,23419
MA010120220805889889,하이퍼커피,,3110711,구로초등학교,서울특별시 구로구 구로동로 180,251437,251437
MA010120220800618091,포멜로빈,,3120107,공덕역(공덕오거리),서울특별시 마포구 백범로 170,33996,67992
MA010120220814340254,카페지디,,3120107,공덕역(공덕오거리),서울특별시 마포구 백범로 170,33996,67992
MA010120220803904090,피카,,3110313,안암역 3번,서울특별시 성북구 고려대로30길 29,80363,80363
MA0101202307A0076970,사이시간,,3110849,이수역 10번,서울특별시 동작구 사당로23나길 32,265027,265027
MA010120220800447151,대림착한커피,,3110778,구로디지털단지역 4번,서울특별시 영등포구 디지털로38길 3-2,115845,115845
MA010120220807070602,메가커피,,3120129,구로디지털단지,서울특별시 구로구 디지털로31길 41,5735,34410
MA0106202306A1606553,더벤티구로이앤씨6차점,,3120129,구로디지털단지,서울특별시 구로구 디지털로31길 41,5735,34410
MA0101202406A0523488,커피사피엔스구로이앤씨6차,,3120129,구로디지털단지,서울특별시 구로구 디지털로31길 41,5735,34410
MA0101202409A0057835,커피나인구로디지털단지,,3120129,구로디지털단지,서울특별시 구로구 디지털로31길 41,5735,34410
MA010120220805280593,빽다방구로이앤씨6차점,,3120129,구로디지털단지,서울특별시 구로구 디지털로31길 41,5735,34410
MA010120220805837640,커피베이,구로디지털점,3120129,구로디지털단지,서울특별시 구로구 디지털로31길 41,5735,34410
MA010120220813423889,투썸플레이스,신정네거리점,3120108,신정네거리역,서울특별시 양천구 중앙로 261,36127,36127
MA010120220800546834,엔에스프로덕션,,3120118,마곡역(마곡),서울특별시 강서구 마곡중앙1로 20,2058,2058
MA0101202406A0268413,이디야구로몰점,,3120129,구로디지털단지,서울특별시 구로구 디지털로32길 43,5735,5735
MA010120220808151949,주빈,,3120149,여의도역(여의도),서울특별시 영등포구 의사당대로 127,9946,39785
MA010120220800362545,주빈커피마에스더,,3120149,여의도역(여의도),서울특별시 영등포구 의사당대로 127,9946,39785
MA010120220800361713,컬쳐커피,,3120149,여의도역(여의도),서울특별시 영등포구 의사당대로 127,9946,39785
MA010120220813558844,맥켄지커피,,3120121,까치산역,서울특별시 강서구 강서로 47-6,167890,167890
MA010120220812585184,리머커피,,3110966,논현2동주민센터,서울특별시 강남구 언주로136길 5,177947,177947
MA0106202406A2464816,스타벅스,연대,3120094,"신촌역(신촌역, 신촌로터리)",서울특별시 서대문구 연세로 35,55067,55067
MA0101202409A0044474,카페주파수,,3120207,선정릉역,서울특별시 강남구 봉은사로51길 20-1,38319,38319
MA0101202305A0086605,본부케,,3120187,신논현역,서울특별시 강남구 강남대로106길 11,40746,40746
MA010120220806893334,리이케커피,,3120072,성신여대,서울특별시 성북구 보문로34가길 24,28257,28257
MA0101202406A0317410,주노스카페,,3110400,도봉구보건소,서울특별시 도봉구 해등로 180,120182,120182
MA010120220807113530,퍼플마녀,,3120172,교대입구교차로,서울특별시 서초구 사임당로8길 4,62901,62901
MA010120220804367145,투썸플레이스창동역점,,3120079,창동역,서울특별시 도봉구 노해로 381,25177,25177
MA010120220803354503,커피에반하다강동,성내점,3120243,천호역,서울특별시 강동구 천호옛길 96,41486,41486
MA0101202409A0115626,카페젤라,,3120046,이태원(이태원역),서울특별시 용산구 우사단로10가길 10,39608,39608
MA010120220800557415,칼라커피숍,,3110472,연신내역 4번,서울특별시 은평구 연서로 180,133202,133202
MA010120220814285590,아워온즈,,3120093,연희동,서울특별시 서대문구 연희맛로 45,15666,15666
MA0101202409A0180352,메가엠지씨커피서울성산초점,,3110550,합정역 8번,서울특별시 마포구 월드컵로 37,44846,89692
MA010120220814337165,카페인중독,방배점,3120164,내방역,서울특별시 서초구 방배로27길 9,31405,31405
MA010120220810438388,카페하스카,,3120185,논현역,서울특별시 서초구 신반포로45길 6,42393,42393
MA010120220812808180,해머스미스커피,본점,3120197,역삼역,서울특별시 강남구 논현로94길 7,34021,34021
MA010120220813154232,이디야커피장위뉴타운점,,3110329,우리은행체육관,서울특별시 성북구 장월로 144-1,262079,262079
MA0101202411A0094880,온오프,,3110274,서일대학교,서울특별시 중랑구 용마산로 456,80673,80673
MA010120220800031772,카페드람브르,,3120006,종각역,서울특별시 종로구 종로 80,26787,26787
MA0101202302A0101626,매머드익스프레스,서울시립대점,3110210,서울시립대,서울특별시 동대문구 서울시립대로 160,202237,202237
MA0106202406A2466284,스타벅스,홍대입구역사거리R,3120102,서교동(홍대),서울특별시 마포구 양화로 125,36961,36961
MA010120220812996704,빽다방장안뉴시티점,,3120067,장안동사거리,서울특별시 동대문구 장한로 105,53411,53411
MA010120220809826338,벌툰,대학로점,3120012,대학로(혜화역),서울특별시 종로구 대학로10길 26,32609,32609
MA010120220803368524,디폴트밸류,,3120093,연희동,서울특별시 서대문구 성산로 333,15665,15665
MA010120220805359788,개러지로스터,,3110836,상도역 5번,서울특별시 동작구 상도로37길 39,56835,56835
MA0101202307A0074424,아임뮤트로스터리,,3120178,신사역,서울특별시 강남구 도산대로8길 9,51708,51708
MA010120220805210985,스위치,,3120201,도곡1동,서울특별시 강남구 논현로57길 38,53636,53636
MA0101202306A0039567,하루,,3120245,둔촌역,서울특별시 강동구 양재대로85길 17,57841,57841
MA0101202305A0036990,하다디저트카페,,3110305,보문역 5번,서울특별시 성북구 고려대로 40,128811,128811
MA010120220804601210,끌레르봉봉,,3110955,논현초등학교,서울특별시 강남구 논현로113길 13,79819,159638
MA0101202311A0000347,고끼리2,,3110955,논현초등학교,서울특별시 강남구 논현로113길 13,79819,159638
MA010120220805927046,수화커피숍,,3111059,강동역 4번(강풀만화거리),서울특별시 강동구 천호대로170길 75,111220,111220
MA0101202406A0407704,성북동요거트,,3110293,삼선중학교,서울특별시 성북구 동소문로13길 37,119533,119533
MA010120220812952394,이디야커피,전문점,3110295,정릉우체국,서울특별시 성북구 정릉로 251,108524,217048
MA0101202209A0083784,읍천리382정릉점,,3110295,정릉우체국,서울특별시 성북구 정릉로 251,108524,217048
MA010120220809999626,커피에반하다,,3120076,수유역,서울특별시 강북구 한천로139길 10,63584,63584
MA010120220800591984,빈트리20025,,3110527,홍제역 2번,서울특별시 서대문구 세무서1길 28,59552,59552
