상가업소번호,상호명,지점명,kakao_score,kakao_reviewCount,naver_score,naver_reviewCount
MA0101202411A0093386,텐퍼센트커피오금역점,,5.0,5.0,,29
MA0101202209A0054131,텐퍼센트커피용산남영점,,4.7,14.0,,24
MA0101202406A0448817,텐퍼센트커피점,역삼역,,,,
MA0101202406A0325091,텐퍼센트커피종로5가역점,,4.3,4.0,,6
MA010120220803769119,텐페이지,,2.4,11.0,4.62,62
MA010120220812531374,템즈,,4.3,4.0,,18
MA010120220808074362,템포러리가든,,,,,17
MA0106202401A1521507,템포커피,중계점,5.0,1.0,,14
MA0106202301A0576389,템포커피,발산역점,,,,14
MA0101202409A0199569,템포커피수유,사거리점,4.0,4.0,,14
MA0106202405A1521216,템포커피합정교보문고점,,,,,84
MA010120220809306922,템포컴퍼니,,,,,
MA0101202406A0143025,토그윗,,5.0,1.0,,15
MA010120220804113654,토기장이집,명일점,4.5,2.0,4.41,"1,155"
MA010120220805681573,토끼를따라간앨리스,,2.7,3.0,4.22,5
MA010120220812067674,토끼의시골집,,4.9,18.0,,145
MA0101202406A0237434,토끼풀,,5.0,20.0,,21
MA010120220800096535,토니웍스,,,,,
MA0106202312A0610604,토다,코리아,4.3,21.0,4.45,1
MA010120220803114243,토닥토닥,,3.0,2.0,4.47,8
MA010120220803515190,토라비,,4.3,82.0,4.59,691
MA010120220808524237,토란주인,,4.0,5.0,,
MA010120220806832899,토리만쥬용산역점,,1.6,16.0,,91
MA0101202406A0028373,토리스낵,,5.0,2.0,,1
MA010120220804735782,토마스커피,,,,4.64,117
MA010120220810577365,토마토,,,,4.45,12
MA010120220804022903,토마토,,,,4.45,12
MA010120220803807810,토마토,,,,4.45,12
MA010120220809769467,토마토,,,,4.45,12
MA0101202411A0056948,토몽피플,,,,,
MA0101202406A0415146,토무,,5.0,4.0,,5
MA0101202406A0490157,토브로스터리,,5.0,2.0,,1
MA0101202212A0050797,토비스커피,,3.3,12.0,,21
MA0106202201A0614593,토비아스커피,,3.5,4.0,4.51,2
MA010120220812910691,토비커피,,3.4,20.0,4.63,308
MA0101202406A0413012,토스토스,,2.3,3.0,4.3,9
MA010120220811983495,토스트가마시는커피,,5.0,4.0,4.21,7
MA010120220803764682,토스트카페,1호점,5.0,5.0,,6
MA010120220806493996,토스플레이스,,,,,
MA0106202401A1014697,토스플레이스,,,,,
MA0101202411A0052242,토요케이커리,,,,,5
MA010120220811226687,토우토우,,4.8,13.0,,66
MA010120220812448723,토이토이토이&토마스커피랩,,,,,
MA010120220810063750,토츠오츠,,,,,
MA010120220800153882,토치커피,삼성점,4.5,25.0,,334
MA010120220808367530,토치커피,,4.5,25.0,,334
MA0101202406A0423280,토커바웃커피브루어스,,4.9,50.0,,63
MA010120220803762087,토크빈,,5.0,3.0,4.51,3
MA0101202406A0007987,토탈리,,,,,9
MA0101202406A0124532,토터스,,3.5,66.0,,472
MA010120220813939430,토토,,5.0,2.0,,0
MA010120220808027820,토팡가,,4.4,14.0,,58
MA010120220800573470,토프레소,,5.0,4.0,4.33,1
MA010120220800781024,토프레소,,,,4.33,1
MA010120220812945729,토프레소,,,,4.33,1
MA010120220800719048,토프레소,,4.6,5.0,4.33,1
MA010120220801045455,토프레소,대치점,,,4.33,1
MA010120220814329046,토프레소,전농점,5.0,9.0,4.33,1
MA010120220812455735,토프레소마장역점,,5.0,9.0,,8
MA010120220809589342,토프레소방학역점,,,,,
MA010120220805479208,토프레소서울대,입구점,5.0,1.0,4.1,12
MA0106202308A0047308,토프레소오!커피랩을지로,입구점,5.0,5.0,,
MA010120220804790811,토프레소은행,사거리점,5.0,4.0,4.39,13
MA010120220800281847,토프레소이태원점,,,,4.0,1
MA010120220812682091,토프레소호서,발산점,5.0,2.0,,2
MA010120220810539307,토프레스성수우림점,,,,,
MA0101202406A0292016,토핑스,,,,,
MA010120220800514847,톡앤티,,,,,
MA0101202310A0025182,톤,,5.0,3.0,4.44,"1,158"
MA010120220812091211,톤앤매너,,,,4.59,279
MA0101202409A0004940,톤즈,,4.9,17.0,,392
MA010120220800686302,톤티,,4.7,172.0,4.86,718
MA010120220807750767,톨스위즈,,4.9,16.0,4.88,10
MA0101202409A0195808,톰과제리,,5.0,1.0,4.41,10
MA0101202406A0416822,통로,,5.0,5.0,4.48,333
MA010120220800027631,통밀로만,,,,,
MA010120220800039454,통인길커피점,,,,,
MA010120220805237669,통인동커피공방신촌로스팅라이브러리,,,,,
MA010120220810973373,통인동커피공방위켄드,,,,4.54,173
MA010120220812134701,통통커피,,5.0,1.0,,9
MA010120220803817934,통툰,서울대입구역점,3.7,42.0,,
MA0101202305A0104562,투고,,,,4.54,284
MA0101202306A0092272,투고벅스,,,,,
MA010120220813057166,투고커피,,,,4.55,11
MA0101202406A0443400,투고커피,,,,4.55,11
MA010120220813950557,투니크,,3.2,10.0,,100
MA0101202406A0583638,투니크,합정점,2.6,15.0,,100
MA010120220803779695,투달러스커피,1호점,3.6,5.0,4.17,3
MA0101202406A0240211,투달러커피난곡,사거리점,4.8,14.0,,58
MA0101202305A0069455,투데이즈위켄드,,3.5,11.0,,211
MA0101202409A0132505,투락레인웨이,,4.5,4.0,,9
MA0101202409A0011139,투매러커피,,5.0,2.0,,34
MA0101202305A0064966,투머치토커,,4.0,1.0,,
MA0101202305A0176541,투미프롬미,,4.8,4.0,,55
MA0101202409A0217478,투빅커피,,4.0,6.0,,8
MA010120220812800864,투샷,,5.0,1.0,4.27,31
MA010120220805321974,투샷,,3.7,10.0,4.27,31
MA010120220800146267,투섬플레이스상수점,,2.5,22.0,4.45,101
MA0106202301A2229333,투스키TOUSKI,,4.4,9.0,,5
MA0101202309A0005311,투스프링커피,,4.4,5.0,,
MA010120220805138179,투써밋,,,,,
MA010120220806942071,투썸,,2.9,20.0,,7
MA0101202309A0046231,투썸가산하이엔드클래식점,,3.5,16.0,,45
MA010120220810210534,투썸강서송정역점,,2.5,11.0,4.29,52
MA0106202211A1177581,투썸발산역,사거리점,3.8,18.0,,68
MA0106202209A1177728,투썸석촌역점,,3.6,19.0,,46
MA0106202307A1180768,투썸여의도광복회관점,,4.3,19.0,,8
MA010120220811794135,투썸플레이스,,2.3,15.0,,7
MA010120220806658531,투썸플레이스,교대역점,2.6,25.0,,7
MA0106202301A1173375,투썸플레이스,,3.8,23.0,,7
MA010120220803195744,투썸플레이스,성신여대점,2.4,49.0,,7
MA010120220803019885,투썸플레이스,,3.0,21.0,,7
MA0106202301A1173448,투썸플레이스,,3.9,26.0,,7
MA010120220811782826,투썸플레이스,마포역점,2.9,15.0,,7
MA010120220807378342,투썸플레이스,,1.4,9.0,,7
MA010120220803909757,투썸플레이스,,2.2,32.0,,7
MA010120220813293773,투썸플레이스,,2.7,32.0,,7
MA010120220813322992,투썸플레이스,,1.9,36.0,,7
MA0101202406A0487698,투썸플레이스,개봉역점,,,,7
MA0101202305A0137683,투썸플레이스,강남구청역점,3.7,24.0,,7
MA0101202311A0062317,투썸플레이스,구의역점,,,,7
MA0101202409A0155103,투썸플레이스,용산아이파크몰점,2.0,38.0,,7
MA0101202308A0058918,투썸플레이스,,3.5,11.0,,7
MA010120220800756979,투썸플레이스,아차산역점,2.8,25.0,,7
MA010120220809791149,투썸플레이스,이대역점,,,,7
MA010120220803172464,투썸플레이스,,2.5,15.0,,7
MA0106202309A1183473,투썸플레이스,명지대점,3.7,9.0,,7
MA010120220800459367,투썸플레이스,서울대입구역점,2.0,90.0,,7
MA0106202305A1179622,투썸플레이스,고덕점,4.4,13.0,,7
MA010120220812672277,투썸플레이스,연신내점,,,,7
MA0106202409A0998670,투썸플레이스,석촌고분역점,3.3,4.0,,7
MA010120220806760422,투썸플레이스,,2.6,75.0,,7
MA0106202209A1177699,투썸플레이스,신논현점,3.6,20.0,,7
MA010120220800979104,투썸플레이스,사당역점,2.0,53.0,,7
MA0101202311A0040458,투썸플레이스,장안점,3.8,23.0,,7
MA010120220804372265,투썸플레이스,,1.8,41.0,,7
MA010120220809940781,투썸플레이스,,3.5,11.0,,7
MA010120220813423889,투썸플레이스,신정네거리점,3.6,14.0,,7
MA0101202409A0102889,투썸플레이스,현대지식산업센터점,3.6,5.0,,7
MA010120220810961981,투썸플레이스,서울시립대점,2.3,29.0,,7
MA010120220803848928,투썸플레이스,,2.8,29.0,,7
MA010120220800219306,투썸플레이스,,2.2,62.0,,7
MA010120220806920265,투썸플레이스,상계점,3.4,8.0,,7
MA0101202406A0174013,투썸플레이스,,4.3,3.0,,7
MA010120220811792566,투썸플레이스,마곡점,4.3,25.0,,7
MA0106202201A0026037,투썸플레이스,,3.8,14.0,,7
MA0101202306A0039067,투썸플레이스,강남IBC점,3.3,16.0,,7
MA010120220813621316,투썸플레이스,가산디지털점,3.7,20.0,,7
MA0101202411A0136095,투썸플레이스2001아울렛,중계점,,,,2
MA0106202309A1820722,투썸플레이스4.19,사거리점,4.1,11.0,,22
MA010120220805117484,투썸플레이스가락시장역,2호점,1.7,3.0,4.38,30
MA010120220811956266,투썸플레이스가락시장역점,,2.1,20.0,4.38,30
MA0101202310A0054260,투썸플레이스가산,로데오점,3.5,13.0,4.39,118
MA010120220800292087,투썸플레이스가산,아울렛점,2.7,14.0,4.39,118
MA0101202209A0050358,투썸플레이스가산대륭18차점,,2.2,10.0,,8
MA0101202406A0309324,투썸플레이스가산대성디폴리스점,,2.1,11.0,4.42,21
MA010120220811962837,투썸플레이스강남,신사점,,,,113
MA0106202203A1169564,투썸플레이스강남더에셋점,,4.3,3.0,,3
MA010120220811686572,투썸플레이스강남도산점,,3.7,10.0,4.35,38
MA010120220806940424,투썸플레이스강남삼성로점,,2.9,11.0,4.32,14
MA0101202306A0018811,투썸플레이스강남세곡점,,3.1,13.0,,6
MA010120220809855854,투썸플레이스강남역,중앙점,2.0,44.0,4.51,110
MA0101202406A0520306,투썸플레이스강동,명일점,3.1,14.0,4.42,85
MA010120220804097225,투썸플레이스강동,구청점,3.8,9.0,4.42,85
MA0106202210A1177866,투썸플레이스강북,구청점,3.1,24.0,,62
MA0101202406A0306105,투썸플레이스강서,발산점,5.0,1.0,,71
MA010120220808766149,투썸플레이스강서등촌3동점,,2.4,9.0,,14
MA010120220813197027,투썸플레이스강서화곡로,,2.9,8.0,,25
MA010120220807413191,투썸플레이스거여역점,,2.5,28.0,,26
MA010120220801366315,투썸플레이스건대,입구점,1.8,63.0,4.35,60
MA0101202306A0030864,투썸플레이스고대참살이길점,,,,,17
MA010120220803338285,투썸플레이스공덕풍림빌딩점,,3.8,30.0,4.43,50
MA010120220806723418,투썸플레이스공덕헤링턴,스퀘어점,2.3,30.0,4.33,55
MA010120220808784945,투썸플레이스구로구청,사거리점,4.2,6.0,4.46,39
MA0101202309A0038697,투썸플레이스구로대륭1차점,,3.3,9.0,4.37,26
MA010120220814304333,투썸플레이스구로대륭7차,,4.5,14.0,4.39,21
MA0101202406A0280763,투썸플레이스구로디지털역깔깔,거리점,,,4.32,141
MA0101202411A0127364,투썸플레이스구로역점,,3.4,10.0,,31
MA0106202305A1179632,투썸플레이스구산역점,,4.2,9.0,,42
MA010120220809535217,투썸플레이스군자역점,,2.4,31.0,,91
MA0101202406A0012853,투썸플레이스굽은다리역점,,2.4,18.0,4.23,18
MA010120220813021727,투썸플레이스까치산역점,,1.9,27.0,4.41,70
MA010120220804365239,투썸플레이스노원문화의,거리점,,,,144
MA0106202408A1176369,투썸플레이스논현역점,,3.3,3.0,,11
MA010120220808672564,투썸플레이스답십리사거리,,2.1,23.0,4.36,19
MA0101202303A0023543,투썸플레이스대림,삼거리점,2.4,15.0,4.34,17
MA010120220813121884,투썸플레이스대림역점,,2.3,21.0,4.34,17
MA0106202208A1177159,투썸플레이스대웅제약사옥점,,4.0,4.0,,8
MA0101202406A0480874,투썸플레이스대치,사거리점,4.1,16.0,4.41,111
MA0101202411A0088680,투썸플레이스대치,선릉점,5.0,2.0,4.41,111
MA0106202212A1294675,투썸플레이스대학로아트점,,3.5,20.0,,48
MA010120220803319250,투썸플레이스대흥역점,,3.6,18.0,,9
MA010120220803891421,투썸플레이스도봉산,입구점,3.9,15.0,4.52,72
MA0101202406A0504878,투썸플레이스독산,사거리점,3.5,18.0,4.44,39
MA0106202304A1178217,투썸플레이스돌곶이역점,,3.6,9.0,,30
MA010120220800088684,투썸플레이스동,여의도점,,,,56
MA0106202311A1086282,투썸플레이스동교동,삼거리점,2.9,30.0,4.39,214
MA010120220803779972,투썸플레이스동서울터미널,,1.8,40.0,4.2,72
MA010120220811693876,투썸플레이스동양미래대점,,3.6,14.0,4.52,105
MA0106202304A1178167,투썸플레이스두타몰점,,3.4,12.0,,51
MA010120220809952573,투썸플레이스등촌역점,,2.3,18.0,,71
MA0101202406A0157869,투썸플레이스마곡역점,,3.4,22.0,4.5,55
MA0106202402A0768236,투썸플레이스마포,구청점,2.0,29.0,4.44,81
MA010120220812377657,투썸플레이스마포,망원점,3.3,21.0,4.44,81
MA010120220812027040,투썸플레이스마포,공덕점,1.9,18.0,4.44,81
MA0101202406A0147510,투썸플레이스마포대흥,,4.3,34.0,4.73,29
MA010120220800964728,투썸플레이스명동역점,,1.9,44.0,,0
MA0106202402A1176444,투썸플레이스명동예술극장점,,4.0,6.0,,11
MA010120220801248126,투썸플레이스목동메가박스,,3.2,21.0,4.31,38
MA010120220811082080,투썸플레이스문정,로데오점,2.2,12.0,,30
MA010120220805906456,투썸플레이스문정KD70점,,4.0,15.0,4.46,17
MA0106202204A0806233,투썸플레이스방배이수점,,3.4,15.0,,25
MA010120220812127707,투썸플레이스뱅뱅,사거리점,4.0,21.0,4.46,47
MA010120220803975275,투썸플레이스북한산우이역점,,,,4.48,121
MA0101202303A0048626,투썸플레이스사당역,로데오점,2.5,23.0,4.27,115
MA010120220803197823,투썸플레이스삼로점,강남역,3.4,14.0,4.39,52
MA0106202205A1179454,투썸플레이스삼성카드사옥점,,2.0,1.0,,0
MA0106202406A1177018,투썸플레이스상암KBS미디어,센터점,3.0,2.0,,4
MA0101202406A0115427,투썸플레이스새절역점,,4.4,7.0,,40
MA0101202409A0007620,투썸플레이스서대문역바비엥점,,,,,21
MA0101202308A0093110,투썸플레이스서대문연희점,,4.0,10.0,,14
MA0106202312A1180595,투썸플레이스서대문웨스트게이트,타워점,4.7,12.0,,18
MA010120220800896244,투썸플레이스서대문홍은,,3.7,12.0,,19
MA010120220805326235,투썸플레이스서소문점,,4.0,24.0,4.34,77
MA010120220800975860,투썸플레이스서울대역,중앙점,4.1,45.0,4.34,102
MA0101202307A0060202,투썸플레이스서초,구청점,2.3,10.0,4.51,110
MA010120220803264260,투썸플레이스서초센트럴,아이파크점,4.1,18.0,4.47,35
MA0101202305A0042787,투썸플레이스서초유니온,타워점,3.2,13.0,4.43,14
MA010120220814092380,투썸플레이스석계역점,,2.2,25.0,,6
MA010120220812640638,투썸플레이스석수역점,,,,4.34,41
MA0101202305A0059988,투썸플레이스석촌호수점,,3.5,23.0,,29
MA010120220806441934,투썸플레이스성수SKV,타워점,3.4,25.0,4.37,56
MA0106202208A1177152,투썸플레이스송파,헬리오시티점,3.6,11.0,,30
MA0101202309A0022167,투썸플레이스송파개롱역점,,4.7,11.0,,26
MA010120220809616787,투썸플레이스송파나루역점,,3.9,16.0,,88
MA010120220800920433,투썸플레이스송파방이역점,,3.3,10.0,,15
MA010120220806276013,투썸플레이스송파올림픽아파트,남문점,4.3,7.0,,36
MA010120220813580557,투썸플레이스송파잠실H,타워점,2.8,28.0,,23
MA0101202212A0032922,투썸플레이스송파장지역점,,,,,18
MA010120220805927117,투썸플레이스수락산역점,,3.6,7.0,4.44,44
MA0106202409A1173111,투썸플레이스수색DMC점,,5.0,3.0,,23
MA0101202409A0018802,투썸플레이스수유역점,,2.0,7.0,,8
MA0101202302A0013665,투썸플레이스숙대입구역점,,3.6,27.0,4.41,50
MA010120220811721148,투썸플레이스숭실대점,,,,,41
MA010120220814202560,투썸플레이스신림녹두,거리점,2.6,44.0,4.37,30
MA010120220800538424,투썸플레이스신림로점,,2.4,57.0,4.36,95
MA010120220806964449,투썸플레이스신림역점,,2.6,48.0,,35
MA0101202308A0091297,투썸플레이스신사세로수길점,,3.4,27.0,4.45,26
MA0101202409A0001671,투썸플레이스신설동역점,,4.5,4.0,,7
MA0106202209A1177666,투썸플레이스신월ICDI점,,3.5,19.0,,89
MA010120220806033055,투썸플레이스신정뉴타운점,,,,4.59,33
MA010120220800562989,투썸플레이스신촌기차역점,,2.8,23.0,4.39,56
MA0101202303A0039987,투썸플레이스신촌대로점,,3.3,35.0,,6
MA010120220813457724,투썸플레이스아크로비,스타점,1.0,2.0,,
MA010120220800149336,투썸플레이스압구정로데오역점,,1.8,26.0,,44
MA010120220806466829,투썸플레이스양재역점,,2.0,17.0,4.34,53
MA010120220805281476,투썸플레이스양천신목로점,,3.4,7.0,,28
MA010120220803577676,투썸플레이스양천향교역점,,,,4.41,39
MA0101202309A0058630,투썸플레이스역사문화공원역점,동대문,,,,8
MA0101202411A0108466,투썸플레이스역삼,자이점,,,4.18,67
MA0101202406A0016855,투썸플레이스연신내엘피스점,,3.7,22.0,,27
MA010120220803222759,투썸플레이스염창역점,,1.8,36.0,4.26,55
MA010120220804894876,투썸플레이스영등포,로터리점,,,,105
MA010120220803945434,투썸플레이스영등포구청역점,,2.1,25.0,,33
MA010120220806669200,투썸플레이스영등포당산아리,스타점,,,,
MA0106202205A1179555,투썸플레이스영등포역점,,4.0,30.0,,105
MA0101202305A0038473,투썸플레이스오금교이안과점,,,,,16
MA0106202307A1180657,투썸플레이스오목교역점,,3.4,12.0,,50
MA010120220813605096,투썸플레이스올림픽공원역점,,1.7,79.0,4.33,90
MA010120220814306097,투썸플레이스올림픽평화의문점,,1.8,24.0,4.33,76
MA010120220812153580,투썸플레이스왕십리역,,,,4.37,81
MA0101202209A0002457,투썸플레이스용답역점,,4.0,17.0,,37
MA010120220811922437,투썸플레이스용마산역점,,,,,18
MA0101202302A0106558,투썸플레이스용산트윈시티점,,3.1,12.0,4.39,7
MA010120220800503850,투썸플레이스우장산역,,2.0,13.0,,24
MA0101202406A0379274,투썸플레이스월곡역코업,스타점,3.5,13.0,4.45,35
MA0101202303A0041775,투썸플레이스은평,구청점,2.1,40.0,,40
MA010120220800555362,투썸플레이스은평,이마트점,4.6,19.0,,40
MA0106202309A0595081,투썸플레이스을지병원사거리DI점,,5.0,7.0,,27
MA0101202406A0268766,투썸플레이스응암역점,,2.0,9.0,,25
MA0106202205A1179572,투썸플레이스이수역,사거리점,3.7,22.0,4.48,79
MA010120220800443943,투썸플레이스이수역점,,3.0,33.0,4.48,79
MA0106202304A1178157,투썸플레이스이태원점,,3.2,21.0,,29
MA010120220800623224,투썸플레이스임광빌딩점,,,,,
MA010120220804273934,투썸플레이스잠실,신천점,1.6,37.0,4.36,93
MA010120220804817862,투썸플레이스잠실,3단지점,,,4.36,93
MA010120220803163646,투썸플레이스잠실롯데키자니아점,,2.2,5.0,,
MA010120220813594286,투썸플레이스잠실역,,2.8,38.0,4.33,68
MA010120220805070203,투썸플레이스장충점,,,,4.25,38
MA0101202303A0120327,투썸플레이스장한평역점,,,,,30
MA010120220812988278,투썸플레이스점,역삼역,3.6,16.0,4.43,34
MA0101202406A0125078,투썸플레이스정릉,중앙점,3.3,6.0,,7
MA0101202406A0122834,투썸플레이스제기동역점,,3.1,16.0,,42
MA0101202305A0062205,투썸플레이스종각역점,,2.6,47.0,,118
MA0101202409A0098165,투썸플레이스종로,3가역점,1.8,37.0,4.45,136
MA010120220814028107,투썸플레이스종로5가역점,,1.7,37.0,4.34,46
MA010120220804363123,투썸플레이스중계은행,사거리점,3.2,13.0,4.32,49
MA0101202212A0069809,투썸플레이스중곡대원외고점,,4.0,8.0,,19
MA010120220810374283,투썸플레이스중구YTN3점,,4.5,17.0,,
MA010120220813593606,투썸플레이스중랑역점,,3.5,11.0,,41
MA010120220804368670,투썸플레이스창동,이마트점,3.0,5.0,,63
MA010120220804367145,투썸플레이스창동역점,,2.3,17.0,,63
MA0106202401A1177875,투썸플레이스천호역해링턴,타워점,4.3,8.0,,45
MA0101202305A0082390,투썸플레이스청구역점,,2.6,7.0,,13
MA0101202409A0206412,투썸플레이스청담역,사거리점,5.0,3.0,4.5,57
MA010120220800652164,투썸플레이스테헤란,선릉역점,4.3,12.0,4.31,58
MA0106202210A1177897,투썸플레이스포이DI점,,3.8,29.0,,180
MA0101202411A0059249,투썸플레이스한국외대점,,,,,32
MA0101202311A0103778,투썸플레이스한성대입구역점,,2.5,21.0,4.35,26
MA010120220814152771,투썸플레이스합정메세나폴리스,,2.9,21.0,4.34,81
MA010120220808045652,투썸플레이스혜화,로터리점,2.7,15.0,,18
MA0101202406A0236762,투썸플레이스혜화대명로점,,,,,18
MA0106202403A1177384,투썸플레이스홍대,서교점,,,4.39,214
MA010120220810302743,투썸플레이스홍대걷고싶은,거리점,3.0,29.0,4.39,49
MA0106202409A1173127,투썸플레이스회현역점,,,,,15
MA010120220802979833,투엑스라지커피,,3.0,3.0,4.33,31
MA0101202307A0057084,투엘,,,,,2
MA010120220812727994,투영프로젝숀,,,,,
MA0101202305A0101061,투오프,,,,,0
MA010120220813511179,투올더드리머스,,4.7,11.0,,50
MA0101202409A0239658,투율립카페,,,,,
MA010120220804112145,투제이커피,,5.0,1.0,4.58,18
MA0106202408A0503911,투쿨포스쿨투쿨라운지,,,,,
MA010120220806820598,투티거스호랑이다과점,,5.0,1.0,,25
MA0101202307A0049688,투흐티,,3.9,14.0,,42
MA0101202311A0085733,툭툭,,5.0,3.0,,7
MA010120220808339684,툰앤존,명지대점,4.8,6.0,,
MA010120220804780390,튜토리얼,,3.5,45.0,4.67,638
MA010120220806564403,트라이더원,,,,,
MA010120220806425918,트라이앵글커피,,,,,
MA010120220814019498,트래버틴용산,,3.4,90.0,4.34,758
MA010120220806503435,트래버틴현대무역,,,,,74
MA010120220806619534,트랙26,,,,,
MA0101202301A0038746,트램서울,,4.3,34.0,,426
MA0101202210A0097741,트랩커피,,,,,10
MA0101202411A0009150,트러스트스페셜티커피,선릉역점,4.8,5.0,,19
MA0101202305A0196452,트러스트커피,강남역점,4.8,5.0,4.4,18
MA0101202406A0273081,트러스트커피,목동점,5.0,4.0,4.4,18
MA0101202311A0077634,트러스트커피국회의,사당점,5.0,5.0,,39
MA010120220808665601,트러스트커피송파,가락점,4.8,5.0,,39
MA010120220809890928,트러스트코퍼레이션,,4.8,10.0,,
MA0101202411A0078246,트러플호그,,5.0,3.0,,8
MA010120220811496774,트레비엥,,4.6,5.0,,10
MA010120220804822849,트레비커피로스터스,,3.6,20.0,,97
MA010120220813368909,트레스드,,,,4.58,770
MA010120220810065018,트레이,,,,,29
MA0101202307A0105230,트레이드메이커,,,,,
MA0101202305A0181399,트레이커피,,5.0,3.0,,29
MA010120220803376247,트레이프조이드,,4.3,4.0,,37
MA010120220808709224,트레피커피,,,,,145
MA0101202406A0319550,트렌드커피,,5.0,2.0,,75
MA0101202406A0572325,트렌차이즈,,,,,65
MA0101202306A0076654,트로피티아일랜드,방배카페골목점,3.8,4.0,,24
MA0101202406A0334760,트롬바커피,,4.8,4.0,,122
MA0101202307A0001001,트루지,,5.0,1.0,,2
MA010120220812600967,트리거커피,,5.0,10.0,,5
MA0101202406A0378886,트리도로스터리,,4.2,5.0,,101
MA010120220804029449,트리아농,,3.7,53.0,,"1,377"
MA0101202303A0079682,트리클,,4.1,10.0,,189
MA010120220808159638,트리플에이커피,,5.0,5.0,,14
MA0101202212A0022309,트리플에이커피광희동점,,3.5,2.0,,14
MA010120220814313650,트리플에이커피대방점,,3.8,4.0,4.34,31
MA0101202306A0010150,트리플에이커피봉천e편한세상점,,4.5,19.0,,44
MA010120220808707396,트리플에이커피장한평역점,,4.8,4.0,,28
MA010120220804323703,트리플에이커피중화역점,,5.0,4.0,,10
MA010120220813210949,트리플에이커피청담점,,3.7,3.0,,13
MA0101202302A0052838,트릴로지,,3.7,19.0,,115
MA010120220810237030,트립티,,,,,7
MA010120220809461667,트릿,,5.0,6.0,,26
MA010120220811884093,트마리,,4.2,41.0,,543
MA0101202406A0213321,트인스,,,,,
MA0101202307A0095590,트키,,4.2,75.0,,656
MA0101202406A0074133,특별한호두와플,,,,,5
MA010120220809900055,틈,,5.0,4.0,,263
MA0101202311A0020043,틈새라면송파법조단지점,,4.0,8.0,,72
MA010120220805181726,티,,,,4.3,1
MA010120220803278948,티,데일리,,,4.3,1
MA0101202307A0022374,티1680,,,,,4
MA0101202211A0045588,티그라운드,,4.1,10.0,4.47,41
MA010120220814208579,티그린임대,,,,,
MA0101202305A0056649,티노마드파티세리,,,,,430
MA010120220808573642,티니티니,,5.0,1.0,,7
MA0101202406A0429649,티라노,,5.0,2.0,4.53,842
MA010120220800978372,티라노,,4.3,108.0,4.53,842
MA010120220806179848,티라펠리체,,3.3,9.0,4.3,103
MA010120220811949888,티랩제이,,4.4,14.0,,48
MA0101202301A0062988,티로아,,4.1,15.0,,227
MA010120220800595484,티맑은,,,,,0
MA010120220805268554,티문도,,,,,
MA010120220814124879,티브비,,4.5,15.0,,109
MA0101202406A0407752,티브커피하우스,,4.7,11.0,,80
MA010120220808476796,티블랙,가산점,1.0,2.0,4.3,7
MA010120220812534137,티비알,,,,4.35,484
MA0101202406A0193858,티소트카페,,5.0,2.0,,58
MA010120220809749670,티스,,4.3,28.0,4.56,270
MA010120220812912006,티씨엔컴퍼니,,,,,0
MA010120220814207290,티씨엔컴퍼니강남,로데오점,,,,0
MA0101202406A0004365,티씨종로3가,아카데미점,,,,
MA010120220800073538,티씨케이컴퍼니TCKCompany,,,,4.62,1
MA010120220811691435,티아라쥬얼리카페,,,,,
MA010120220813889308,티아레나,,4.4,53.0,4.69,317
MA010120220805143379,티아트커피로스터스,,4.5,30.0,,
MA010120220807387264,티아트커피로스터스,,,,,
MA010120220813454314,티앙팡,,3.4,112.0,,2
MA010120220800570371,티앙팡오후의홍차,,3.4,112.0,4.53,"1,211"
MA010120220812266703,티앤블라썸,,5.0,10.0,,131
MA010120220808387744,티앤아이1010,,4.0,3.0,,168
MA010120220806026749,티앤제이카페,,5.0,2.0,4.34,7
MA010120220812148021,티에드,,3.4,22.0,4.35,255
MA010120220808528527,티에라플라워도곡,,4.2,6.0,4.31,26
MA010120220809841458,티에리스티스탠드,,,,,
MA010120220813049917,티에스블루컴퍼니,,,,,
MA010120220801162112,티에스앤엠,,,,,
MA010120220804585662,티에스엔이,,,,,
MA010120220805428511,티엑스티,,3.9,63.0,,363
MA010120220813770820,티엔티에프,,,,,
MA010120220810077735,티엠지,,,,,
MA0101202212A0024659,티오24시무인카페목2점,,,,,
MA010120220812005767,티오더블유,,,,,
MA010120220813182803,티오르카페,,,,,7
MA010120220800218770,티오씨,,4.3,4.0,4.59,2
MA010120220808073511,티와이티디,,,,,464
MA010120220812535322,티움,,,,4.78,110
MA010120220800224182,티위드커피,잠실점,,,,
MA010120220813642302,티의수채화TEA.CHAE,,4.2,12.0,,193
MA010120220805439481,티이,,4.2,17.0,,136
MA0101202310A0073670,티지커피233,,,,,0
MA010120220812522048,티컵,,5.0,1.0,4.58,8
MA010120220800802313,티타임,,,,4.3,1
MA0101202309A0062954,티타임커피,,,,,0
MA0101202406A0044255,티타임커피회기역점,,,,,3
MA010120220813568889,티테라피,,4.6,79.0,4.62,668
MA010120220804069211,티테라피,,,,4.62,668
MA010120220804965115,티테리아,,5.0,19.0,4.53,42
MA0101202406A0404726,티토커피,,,,,166
MA010120220807142813,티톡커피,전문점,,,3.49,5
MA010120220801726299,티티엠서울,,4.5,10.0,4.46,191
MA010120220807983635,티티커피클럽,,,,4.3,38
MA0106202201A0650088,티티클럽,,3.3,9.0,4.3,38
MA010120220804387318,티티클럽주,,3.3,9.0,,
