,상가업소번호,상호명,지점명,TRDAR_CD,estimated_총_유동인구_수_total,estimated_시간대_00_06_유동인구_수_total,estimated_시간대_06_11_유동인구_수_total,estimated_시간대_11_14_유동인구_수_total,estimated_시간대_14_17_유동인구_수_total,estimated_시간대_17_21_유동인구_수_total,estimated_시간대_21_24_유동인구_수_total,상권_코드,매출_최대_시간대,피크_유동인구_수_상권별,기준_년분기_코드,피크_유동인구_수_11~14
12698,MA0101202409A0138451,개봉,,3120124,67142,16286,12677,7829,8431,12629,9291,3120124.0,11_14,7829.0,20244.0,7829
12699,MA010120220806521390,아나이스플라워카페,,3111067,245356,75377,51040,24372,23619,36689,34257,3111067.0,11_14,24372.0,20244.0,24372
12700,MA0101202212A0022492,유로스커피로스터스,삼성점,3120215,38299,5669,8413,7297,7102,6576,3243,3120215.0,11_14,7297.0,20244.0,7297
12701,MA0101202303A0046775,프랭크커핀바,잠실점,3111013,41625,10727,7601,4951,5097,7800,5449,3111013.0,17_21,7800.0,20244.0,4951
12702,MA010120220804288042,극락왕생,,3110759,67264,10322,13298,10711,11246,14336,7351,3110759.0,17_21,14336.0,20244.0,10711
12703,MA010120220805136600,필립서울,,3110955,79825,19809,17731,10409,10193,12499,9184,3110955.0,11_14,10409.0,20244.0,10409
12704,MA0101202411A0005513,몬스터커피,잠실새내점,3120225,44933,10054,8172,5554,5985,9135,6033,3120225.0,11_14,5554.0,20244.0,5554
12705,MA010120220805079729,어스,,3120173,50485,6601,10596,9232,9064,10308,4684,3120173.0,11_14,9232.0,20244.0,9232
12706,MA0101202409A0193322,카페입니다만,,3120243,42637,8824,8069,5997,6370,8252,5124,3120243.0,11_14,5997.0,20244.0,5997
12707,MA010120220810090730,우아,,3110601,175770,52658,36368,17598,17705,26794,24648,3110601.0,11_14,17598.0,20244.0,17598
12708,MA010120220809791863,패트릭스와플,,3120210,58313,8746,12406,10569,10259,10875,5459,3120210.0,11_14,10569.0,20244.0,10569
12709,MA0101202406A0317086,볼드키즈,,3111003,141611,41816,29889,14616,14216,21721,19354,3111003.0,11_14,14616.0,20244.0,14616
12710,MA0101202209A0000933,마니달오,화곡점,3120121,167876,32703,33397,23416,24298,32523,21537,3120121.0,17_21,32523.0,20244.0,23416
12711,MA010120220804427728,플렉스윗,,3110654,191465,59989,38749,18297,18154,28904,27372,3110654.0,11_14,18297.0,20244.0,18297
12712,MA010120220808802872,엘앤제이프레즌트,,3120152,39705,7854,7693,5122,5592,8204,5239,3120152.0,17_21,8204.0,20244.0,5122
12713,MA0101202406A0293845,메가엠지씨커피등촌성당점,,3110660,52004,8613,10287,8247,8447,10702,5708,3110660.0,11_14,8247.0,20244.0,8247
12714,MA0101202303A0098982,빙달,대학로점,3120012,67512,9734,10582,9968,11806,17484,7940,3120012.0,17_21,17484.0,20244.0,9968
12715,MA0101202306A0013700,하얀구르미,,3120012,67512,9734,10582,9968,11806,17484,7940,3120012.0,17_21,17484.0,20244.0,9968
12716,MA0101202406A0140731,커피앵커,,3110955,79828,19810,17732,10409,10193,12499,9185,3110955.0,11_14,10409.0,20244.0,10409
12717,MA010120220808620447,노르웨이안우드,,3110343,138445,38241,28883,15136,14736,22343,19108,3110343.0,14_17,14736.0,20244.0,15136
12718,MA010120220811127499,달달해,,3130221,46319,11245,8700,5214,5801,8966,6392,3130221.0,17_21,8966.0,20244.0,5214
12719,MA010120220804806879,웅천마음선원카페,,3110407,94146,27055,19872,10509,10545,14252,11914,3110407.0,11_14,10509.0,20244.0,10509
12720,MA010120220812466692,대충유원지,,3120104,27631,5336,4647,3817,4385,6076,3371,3120104.0,14_17,4385.0,20244.0,3817
12721,MA010120220809966096,고리마루마을활력소,,3110462,266486,86443,57785,26354,24577,35782,35546,3110462.0,11_14,26354.0,20244.0,26354
12722,MA010120220805502538,더벤티정릉,중앙점,3110294,127389,36723,26294,13590,13376,19792,17615,3110294.0,11_14,13590.0,20244.0,13590
12723,MA010120220804108138,카페이유,,3111061,210909,61536,42795,21806,21940,34101,28732,3111061.0,11_14,21806.0,20244.0,21806
12724,MA0106202406A2465136,스타벅스,선릉로,3120210,58309,8746,12405,10568,10258,10874,5458,3120210.0,11_14,10568.0,20244.0,10568
12725,MA0101202406A0521840,카페데미안,,3120127,37854,10007,8021,4691,4396,5924,4815,3120127.0,11_14,4691.0,20244.0,4691
12726,MA010120220813889308,티아레나,,3120093,15666,3134,3090,2266,2271,3032,1872,3120093.0,14_17,2271.0,20244.0,2266
12727,MA010120220810494685,슬리핑피쉬샤로수,,3110895,90368,22164,17369,10352,10496,17302,12685,3110895.0,17_21,17302.0,20244.0,10352
12728,MA010120220810965310,카페it수다,,3120160,50966,8456,8741,6848,7365,12604,6951,3120160.0,17_21,12604.0,20244.0,6848
12729,MA010120220809292319,소소,,3120009,100966,9802,18226,20116,21384,22622,8814,3120009.0,17_21,22622.0,20244.0,20116
12730,MA0101202310A0046398,매머드익스프레스종로YBM점,,3120009,100966,9802,18226,20116,21384,22622,8814,3120009.0,17_21,22622.0,20244.0,20116
12731,MA0101202406A0113453,블루샥,마곡점,3120119,17908,3114,3464,2942,3012,3544,1832,3120119.0,11_14,2942.0,20244.0,2942
12732,MA0106202201A0153142,커피빈마곡마커스빌딩,코리아,3120119,17908,3114,3464,2942,3012,3544,1832,3120119.0,11_14,2942.0,20244.0,2942
12733,MA010120220804800582,나의우주,,3120072,28256,5222,5177,3787,4170,6254,3647,3120072.0,17_21,6254.0,20244.0,3787
12734,MA010120220812924378,브라운씨,,3110645,62920,17017,14337,7727,7073,9141,7624,3110645.0,11_14,7727.0,20244.0,7727
12735,MA010120220803980844,까로치아까페,,3120076,63582,12857,12052,8276,8895,13037,8465,3120076.0,17_21,13037.0,20244.0,8276
12736,MA010120220812580886,허비즈쿡,,3110456,140968,41241,30242,15406,14778,20967,18334,3110456.0,11_14,15406.0,20244.0,15406
12737,MA010120220814116520,모모공방&카페,,3110146,154062,46500,30149,15659,15785,24549,21420,3110146.0,11_14,15659.0,20244.0,15659
12738,MA010120220809600073,카페블랑베어,,3110456,140961,41239,30241,15405,14777,20966,18333,3110456.0,11_14,15405.0,20244.0,15405
12739,MA0101202309A0037181,인사이드,,3120206,50610,9379,11307,8460,8243,8222,5000,3120206.0,11_14,8460.0,20244.0,8460
12740,MA010120220813252917,어피셔나도,,3111013,41625,10727,7601,4951,5097,7800,5449,3111013.0,17_21,7800.0,20244.0,4951
12741,MA010120220804346766,이디야대림역점,,3120142,87904,14475,17127,12106,13065,19750,11381,3120142.0,14_17,13065.0,20244.0,12106
12742,MA010120220808559416,오하나,,3120192,35593,6511,7770,5951,5754,6058,3549,3120192.0,11_14,5951.0,20244.0,5951
12743,MA010120220808767710,커스텀커피,대치점,3120220,31218,4624,5464,4544,5563,7548,3475,3120220.0,11_14,4544.0,20244.0,4544
12744,MA0101202406A0399838,보울리,,3110544,47616,13779,9148,4991,5261,7818,6618,3110544.0,14_17,5261.0,20244.0,4991
12745,MA010120220803663697,베르떼,,3110218,284576,81971,54920,29711,31003,47634,39338,3110218.0,17_21,47634.0,20244.0,29711
12746,MA0101202211A0051970,별콩커피&빙수,,3120095,96766,19293,18652,12853,13837,19736,12396,3120095.0,11_14,12853.0,20244.0,12853
12747,MA0101202211A0067745,펠어커피,용산점,3110062,25014,4183,4946,3987,4162,5131,2605,3110062.0,11_14,3987.0,20244.0,3987
12748,MA010120220814204671,카페보스강남,신사점,3120190,33805,5519,6820,6064,6130,6179,3093,3120190.0,11_14,6064.0,20244.0,6064
12749,MA0101202406A0324553,바나타이거,,3120031,60070,4218,12984,12828,12906,12636,4498,3120031.0,11_14,12828.0,20244.0,12828
12750,MA0101202409A0051108,메가엠지씨커피을지로힐스테이트세운점,,3120031,60070,4218,12984,12828,12906,12636,4498,3120031.0,11_14,12828.0,20244.0,12828
12751,MA010120220810318247,하이오커피신정역점,,3120110,49765,11027,9452,6271,6868,9651,6495,3120110.0,11_14,6271.0,20244.0,6271
12752,MA0101202310A0057736,오늘도;카페일리터,광진점,3120055,51187,11509,10280,6230,6499,9901,6768,3120055.0,17_21,9901.0,20244.0,6230
12753,MA010120220812641028,오우아,,3120160,50965,8456,8741,6848,7365,12604,6951,3120160.0,17_21,12604.0,20244.0,6848
12754,MA010120220804339669,제이플로,,3120239,83400,15722,18490,12502,12352,15072,9262,3120239.0,11_14,12502.0,20244.0,12502
12755,MA010120220807018780,리조이스커피,,3120239,83400,15722,18490,12502,12352,15072,9262,3120239.0,11_14,12502.0,20244.0,12502
12756,MA010120220814071040,커퍼시티,,3110550,44845,10409,8549,5714,5828,8550,5794,3110550.0,11_14,5714.0,20244.0,5714
12757,MA0101202305A0188482,마음정원선엽차,,3120094,55065,9586,9340,7940,8474,12623,7101,3120094.0,17_21,12623.0,20244.0,7940
12758,MA0101202411A0038999,플라이팬,,3110934,47660,12640,10952,6588,6312,6338,4830,3110934.0,11_14,6588.0,20244.0,6588
12759,MA010120220813071551,카페온니,,3120153,29725,5141,6139,4270,4478,6270,3427,3120153.0,17_21,6270.0,20244.0,4270
12760,MA010120220810162578,럭럭카페,,3110134,94978,22611,19747,11263,11966,16837,12555,3110134.0,14_17,11966.0,20244.0,11263
12761,MA010120220810320809,커피런,,3110762,46007,11947,9942,5896,5779,7036,5407,3110762.0,11_14,5896.0,20244.0,5896
12762,MA010120220807100256,카페사일로,,3120169,27474,3411,5839,5379,5155,5326,2365,3120169.0,11_14,5379.0,20244.0,5379
12763,MA010120220813803157,비티앤마,,3120030,39104,3713,7948,8129,7925,8204,3185,3120030.0,11_14,8129.0,20244.0,8129
12764,MA0101202409A0126163,카페엔스토어이끌리오,,3110477,39906,9754,8071,4997,5047,7052,4987,3110477.0,11_14,4997.0,20244.0,4997
12765,MA0101202303A0107253,커피니신설점,,3120062,54451,10549,12067,8490,8201,9331,5813,3120062.0,11_14,8490.0,20244.0,8490
12766,MA010120220807368068,까페리앙,,3120145,84931,15577,14818,12994,14385,17482,9676,3120145.0,17_21,17482.0,20244.0,12994
12767,MA010120220803363438,감성커피방화역점,,3110640,59960,14836,12343,7127,7350,10678,7626,3110640.0,11_14,7127.0,20244.0,7127
12768,MA0101202309A0065611,이디야시흥,사거리점,3110731,25031,4862,5068,3543,3736,4903,2918,3110731.0,11_14,3543.0,20244.0,3543
12769,MA010120220800594332,향토길,,3120018,18705,2981,4109,3352,3289,3262,1712,3120018.0,11_14,3352.0,20244.0,3352
12770,MA010120220809728039,제이에스푸드마침내카페.크로와플,,3110572,92039,20389,18789,12624,12674,16693,10869,3110572.0,11_14,12624.0,20244.0,12624
12771,MA0101202409A0204841,텀블리나커피,,3120075,15353,3532,3125,2015,2062,2756,1863,3120075.0,11_14,2015.0,20244.0,2015
12772,MA010120220810304586,셉,,3110206,110663,34374,22477,10630,10679,16959,15544,3110206.0,11_14,10630.0,20244.0,10630
12773,MA010120220808379329,숲.O,,3110385,159833,59242,32238,14490,11253,19526,23084,,,,,14490
12774,MA010120220811472865,과일파는덕이언니,,3120051,43933,5899,8843,7971,8303,8991,3926,3120051.0,11_14,7971.0,20244.0,7971
12775,MA0101202406A0085864,왕큰커피,,3120235,3167,529,663,557,555,567,296,3120235.0,11_14,557.0,20244.0,557
12776,MA010120220802098844,이디야,,3120055,51191,11510,10281,6230,6500,9902,6768,3120055.0,17_21,9902.0,20244.0,6230
12777,MA010120220813725365,브라운시티,본점,3120103,20806,3857,2793,2807,3453,5008,2887,3120103.0,14_17,3453.0,20244.0,2807
12778,MA010120220810299523,카페쓰루,,3110848,166221,52574,34647,16008,15946,24471,22574,3110848.0,17_21,24471.0,20244.0,16008
12779,MA010120220811708175,태양커피,,3120164,31405,5823,6384,4470,4685,6337,3706,3120164.0,11_14,4470.0,20244.0,4470
12780,MA0106202406A2464782,스타벅스,상암YTN,3120098,15831,1482,3438,3330,3426,3003,1149,3120098.0,11_14,3330.0,20244.0,3330
12781,MA010120220800254355,비안빈,,3120098,15831,1482,3438,3330,3426,3003,1149,3120098.0,11_14,3330.0,20244.0,3330
12782,MA0101202211A0031240,월성맨션,,3120098,15831,1482,3438,3330,3426,3003,1149,3120098.0,11_14,3330.0,20244.0,3330
12783,MA010120220804771756,크래프티,,3110895,90359,22162,17367,10351,10495,17301,12684,3110895.0,17_21,17301.0,20244.0,10351
12784,MA010120220800003898,홍매,,3110019,39418,4169,7649,8026,8688,7835,3051,3110019.0,14_17,8688.0,20244.0,8026
12785,MA010120220800252478,유어로스팅파크,,3120104,55268,10674,9294,7634,8772,12152,6742,3120104.0,14_17,8772.0,20244.0,7634
12786,MA0101202311A0039102,오에스디에스연남,,3120104,55268,10674,9294,7634,8772,12152,6742,3120104.0,14_17,8772.0,20244.0,7634
12787,MA010120220804898343,모모라플라워카페,,3120101,163926,22890,29589,26936,27608,37947,18956,3120101.0,11_14,26936.0,20244.0,26936
12788,MA010120220806156765,커피기업,,3120101,163926,22890,29589,26936,27608,37947,18956,3120101.0,11_14,26936.0,20244.0,26936
12789,MA0106202201A0153301,커피빈코리아합정,푸르지오점,3120101,163926,22890,29589,26936,27608,37947,18956,3120101.0,11_14,26936.0,20244.0,26936
12790,MA010120220810274822,파티스리까이에,,3120101,163926,22890,29589,26936,27608,37947,18956,3120101.0,11_14,26936.0,20244.0,26936
12791,MA010120220812291868,굿애프터눈,합정점,3120101,163926,22890,29589,26936,27608,37947,18956,3120101.0,11_14,26936.0,20244.0,26936
12792,MA010120220800990092,공차합정교보문고점,,3120101,163926,22890,29589,26936,27608,37947,18956,3120101.0,11_14,26936.0,20244.0,26936
12793,MA0106202406A2465615,스타벅스,합정푸르지오,3120101,163926,22890,29589,26936,27608,37947,18956,3120101.0,11_14,26936.0,20244.0,26936
12794,MA010120220800106476,남산아래,,3110080,119948,31824,23747,12989,13529,20754,17105,3110080.0,17_21,20754.0,20244.0,12989
12795,MA010120220810414302,카페천국,강남점,3120194,41623,7412,9005,7180,7032,7015,3979,3120194.0,11_14,7180.0,20244.0,7180
12796,MA010120220806669200,투썸플레이스영등포당산아리,스타점,3110794,144243,42606,31110,15597,15264,20967,18699,3110794.0,11_14,15597.0,20244.0,15597
12797,MA010120220800142095,아이엠카롱,,3110735,116661,37128,24153,11323,11101,16871,16085,3110735.0,11_14,11323.0,20244.0,11323
12798,MA0101202411A0124706,하우스순무,,3120100,29690,5348,5936,4203,4548,6099,3557,3120100.0,17_21,6099.0,20244.0,4203
12799,MA010120220807132967,카페알케미,,3110997,69423,18390,14538,8094,7812,11321,9267,3110997.0,11_14,8094.0,20244.0,8094
12800,MA0101202406A0586201,쿄베이커리와더인피닛카페,,3120187,41206,6170,7816,6680,7086,8979,4476,3120187.0,11_14,6680.0,20244.0,6680
12801,MA0106202406A2465195,스타벅스,올림픽공원남문,3111021,100929,20393,17856,12282,14255,23345,12799,3111021.0,11_14,12282.0,20244.0,12282
12802,MA010120220814144116,댄싱컵,마곡점,3120119,8954,1557,1732,1471,1506,1772,916,3120119.0,11_14,1471.0,20244.0,1471
12803,MA010120220809922051,카페베네을지로PJ호텔점,,3120033,39344,3541,8761,8317,8381,7500,2844,3120033.0,11_14,8317.0,20244.0,8317
12804,MA010120220812418041,카페쿠수키,,3110770,100873,24836,20258,12749,12799,17503,12727,3110770.0,17_21,17503.0,20244.0,12749
12805,MA010120220805466180,에슬로우,,3120215,38302,5669,8413,7297,7102,6576,3243,3120215.0,11_14,7297.0,20244.0,7297
12806,MA010120220812722257,꽁다방,,3120157,114300,27040,22004,13353,14072,22080,15751,3120157.0,17_21,22080.0,20244.0,13353
12807,MA010120220808794305,커피볶는집낙타,,3120184,35222,7555,7460,5217,5089,5907,3994,3120184.0,11_14,5217.0,20244.0,5217
12808,MA010120220814319329,공정무역평화다방,,3110261,167778,45742,34068,18312,18882,28049,22726,3110261.0,14_17,18882.0,20244.0,18312
12809,MA0101202409A0129134,인터렉티브커피바,,3120103,20805,3857,2793,2807,3453,5008,2887,3120103.0,14_17,3453.0,20244.0,2807
12810,MA0101202406A0373125,이롭커피베이크,,3110544,47615,13779,9148,4991,5261,7818,6618,3110544.0,14_17,5261.0,20244.0,4991
12811,MA010120220811988028,까쉬,,3120072,28256,5222,5177,3787,4170,6254,3647,3120072.0,17_21,6254.0,20244.0,3787
12812,MA0101202303A0059090,공명,홍대점,3120103,20806,3857,2793,2808,3453,5008,2887,3120103.0,14_17,3453.0,20244.0,2808
12813,MA0101202310A0073428,원오프카페,,3120072,28256,5222,5176,3787,4170,6254,3647,3120072.0,17_21,6254.0,20244.0,3787
12814,MA0101202212A0092136,지져스커피총회본부점,,3120210,58311,8746,12405,10568,10259,10874,5458,3120210.0,11_14,10568.0,20244.0,10568
12815,MA010120220813194031,파인콘,,3120005,6150,1045,1217,1192,1182,994,519,3120005.0,11_14,1192.0,20244.0,1192
12816,MA0101202406A0275624,레인커피,,3120215,38302,5669,8413,7297,7102,6576,3243,3120215.0,11_14,7297.0,20244.0,7297
12817,MA010120220812257519,피르마,,3120190,33804,5519,6820,6064,6130,6178,3093,3120190.0,11_14,6064.0,20244.0,6064
12818,MA010120220810348576,키웨스트커피,,3110294,127380,36720,26292,13589,13375,19790,17614,3110294.0,11_14,13589.0,20244.0,13589
12819,MA010120220810073964,이디야커피장위2동점,,3110327,199983,44788,42389,26334,25797,35889,24786,3110327.0,11_14,26334.0,20244.0,26334
12820,MA010120220806681654,남산아래,,3110080,119948,31824,23747,12989,13529,20754,17105,3110080.0,17_21,20754.0,20244.0,12989
12821,MA010120220806837662,커피나무서래,마을점,3120165,48275,12326,10172,6291,6016,7688,5782,3120165.0,11_14,6291.0,20244.0,6291
12822,MA010120220801899927,빈스토리,,3111042,234865,64738,46983,25175,25738,39371,32862,3111042.0,11_14,25175.0,20244.0,25175
12823,MA0106202201A0056378,이디야한국수출입,은행점,3120148,4533,401,1062,1000,1003,794,273,3120148.0,11_14,1000.0,20244.0,1000
12824,MA0101202406A0463380,레프트커피로스터스,,3130183,25287,4591,4834,3825,3600,5291,3145,3130183.0,11_14,3825.0,20244.0,3825
12825,MA010120220806866967,8월의오븐,,3110274,80663,24440,16405,8568,8589,12011,10650,3110274.0,14_17,8589.0,20244.0,8568
12826,MA0101202210A0091296,칼리아,,3120190,33804,5519,6820,6064,6130,6178,3093,3120190.0,11_14,6064.0,20244.0,6064
12827,MA010120220808600502,흔흔랜드,,3120047,26392,5878,5688,3520,3507,4615,3184,3120047.0,11_14,3520.0,20244.0,3520
12828,MA0101202212A0100004,킵,,3110350,110708,30886,23002,11368,11744,18112,15596,3110350.0,11_14,11368.0,20244.0,11368
12829,MA0101202311A0007146,메종드그릭,,3120217,57819,9027,11666,9338,9900,12008,5880,3120217.0,11_14,9338.0,20244.0,9338
12830,MA010120220813626445,커피스쿨,,3120217,57816,9026,11665,9338,9900,12007,5879,3120217.0,11_14,9338.0,20244.0,9338
12831,MA010120220803769119,텐페이지,,3120049,60579,14040,12056,7932,7946,11125,7480,3120049.0,17_21,11125.0,20244.0,7932
12832,MA010120220810012198,스케네,,3110501,79302,20452,17151,9049,9420,13238,9992,3110501.0,14_17,9420.0,20244.0,9049
12833,MA010120220802738750,노알커피,,3120013,73493,11809,16387,13516,13251,11977,6553,3120013.0,11_14,13516.0,20244.0,13516
12834,MA010120220809926451,더리터,사당점,3110850,94462,27400,19432,9647,9494,15599,12891,3110850.0,17_21,15599.0,20244.0,9647
12835,MA010120220813488563,얌얌플레이트,,3110702,193278,44201,35684,22953,25089,37726,27625,3110702.0,14_17,25089.0,20244.0,22953
12836,MA010120220805332984,비비드빈,,3120190,33807,5519,6820,6065,6130,6179,3093,3120190.0,11_14,6065.0,20244.0,6065
12837,MA0106202201A0153181,커피빈천호역점,코리아,3120243,42634,8824,8069,5996,6370,8252,5124,3120243.0,11_14,5996.0,20244.0,5996
12838,MA010120220808021749,서던하일랜드단라운지,,3120030,39104,3713,7948,8129,7925,8204,3185,3120030.0,11_14,8129.0,20244.0,8129
12839,MA010120220810204537,감성커피,신논현점,3120185,43121,7505,8776,6792,6944,8426,4678,3120185.0,11_14,6792.0,20244.0,6792
12840,MA010120220802502498,온고지신,,3110895,90358,22162,17367,10351,10495,17301,12683,3110895.0,17_21,17301.0,20244.0,10351
12841,MA0101202411A0073927,빽다방둔촌동역점,,3120245,60595,11834,12141,8908,9211,11761,6740,3120245.0,11_14,8908.0,20244.0,8908
12842,MA0101202303A0014650,고망고대흥역점,,3110578,118747,26598,23799,15191,15496,21712,15952,3110578.0,14_17,15496.0,20244.0,15191
12843,MA0101202210A0039265,카페오가다강동모커리한방,병원점,3111072,207317,58161,42328,21864,22440,34184,28340,3111072.0,17_21,34184.0,20244.0,21864
12844,MA010120220804991776,로쿠커피,,3110147,133024,39158,28144,14015,13541,20160,18007,3110147.0,11_14,14015.0,20244.0,14015
12845,MA0106202406A2465396,스타벅스,파미에파크R,3120167,81180,8455,14610,14270,16415,19780,7650,3120167.0,11_14,14270.0,20244.0,14270
12846,MA0106202201A0793149,하프커피로스터스,,3120167,81180,8455,14610,14270,16415,19780,7650,3120167.0,11_14,14270.0,20244.0,14270
12847,MA0106202209A2199979,키커피컴퍼니,,3120167,81180,8455,14610,14270,16415,19780,7650,3120167.0,11_14,14270.0,20244.0,14270
12848,MA010120220800815995,더블해피니스파미에파크점,,3120167,81180,8455,14610,14270,16415,19780,7650,3120167.0,11_14,14270.0,20244.0,14270
12849,MA0106202201A0605730,폴바셋파미에스테이션점,,3120167,81180,8455,14610,14270,16415,19780,7650,3120167.0,11_14,14270.0,20244.0,14270
12850,MA010120220808648003,한,,3120101,23422,3271,4228,3848,3945,5422,2708,3120101.0,11_14,3848.0,20244.0,3848
12851,MA0101202411A0001131,재해석,석촌점,3111010,91990,26586,18599,10187,9921,14518,12178,3111010.0,11_14,10187.0,20244.0,10187
12852,MA010120220810852704,이디야청담,사거리점,3120208,32974,5527,6770,5721,5707,5963,3286,3120208.0,11_14,5721.0,20244.0,5721
12853,MA010120220801791937,잇테이블,,3120198,41087,8592,8926,6401,6284,6624,4260,3120198.0,11_14,6401.0,20244.0,6401
12854,MA0101202406A0137906,메가엠지씨커피신정역점,,3110612,296152,93644,61011,28528,28372,43421,41176,3110612.0,11_14,28528.0,20244.0,28528
12855,MA010120220803722823,파세로,,3110821,165285,48551,34840,17780,17021,24761,22332,3110821.0,11_14,17780.0,20244.0,17780
12856,MA010120220806571356,카페보니또영등포,1호점,3110814,214739,58798,44308,22703,23544,36051,29335,3110814.0,11_14,22703.0,20244.0,22703
12857,MA010120220805083766,더엘,,3120172,62897,11751,13684,10196,10040,10800,6425,3120172.0,11_14,10196.0,20244.0,10196
12858,MA010120220800089682,하이네스,,3110559,31238,7206,5988,4176,4285,5693,3890,3110559.0,14_17,4285.0,20244.0,4176
12859,MA010120220800947738,솔다방,,3120134,34904,7523,7040,4751,4888,6422,4280,3120134.0,17_21,6422.0,20244.0,4751
12860,MA010120220814345447,프로젝트위드원,,3120240,92407,23420,18422,10356,11005,16606,12598,3120240.0,11_14,10356.0,20244.0,10356
12861,MA0106202201A0153388,커피빈코리아강남역랭기지,타워점,3120189,45130,5516,8432,8252,8548,9939,4443,3120189.0,11_14,8252.0,20244.0,8252
12862,MA0101202406A0429850,버터글로브,,3110325,142781,42405,29110,14499,14458,22307,20003,3110325.0,14_17,14458.0,20244.0,14499
12863,MA010120220800918324,로우키,,3110131,37568,4555,6749,7217,8136,7909,3004,3110131.0,14_17,8136.0,20244.0,7217
12864,MA0101202301A0091035,베이킹스튜디오완두,,3120156,79403,13757,14796,11169,12245,17441,9996,3120156.0,17_21,17441.0,20244.0,11169
12865,MA0101202406A0143292,매머드익스프레스연대서문점,,3110511,154458,43693,33777,17930,16639,23030,19390,3110511.0,11_14,17930.0,20244.0,17930
12866,MA010120220806586409,볼드,,3110062,25014,4183,4946,3987,4162,5131,2605,3110062.0,11_14,3987.0,20244.0,3987
12867,MA010120220813249982,일커피,서울대입구역점,3120159,75408,16639,14461,9247,9715,15060,10287,3120159.0,17_21,15060.0,20244.0,9247
12868,MA010120220804035108,압구정볶는커피청담점,,3120200,37137,4015,6798,7547,7574,7901,3303,3120200.0,11_14,7547.0,20244.0,7547
12869,MA010120220808317263,차뜨라므,,3120202,40140,5067,6583,7400,7800,8990,4299,3120202.0,14_17,7800.0,20244.0,7400
12870,MA010120220806834995,맛있는아이디어,,3111010,91987,26586,18598,10187,9921,14518,12178,3111010.0,11_14,10187.0,20244.0,10187
12871,MA010120220813198301,커피사는세상,,3110018,27127,5282,6110,4595,4631,3950,2559,3110018.0,11_14,4595.0,20244.0,4595
12872,MA010120220804851839,메가엠지씨커피명동중앙우체국점,,3120028,35637,1972,7242,8198,8402,7709,2114,3120028.0,11_14,8198.0,20244.0,8198
12873,MA0101202305A0000562,덴앤데어,,3120104,27631,5336,4647,3817,4385,6076,3371,3120104.0,14_17,4385.0,20244.0,3817
12874,MA010120220806423349,키스톤,,3120189,45124,5515,8431,8251,8547,9938,4443,3120189.0,11_14,8251.0,20244.0,8251
12875,MA0101202305A0060435,미뉴엣,,3120065,63140,13384,13604,7964,8089,11895,8203,3120065.0,17_21,11895.0,20244.0,7964
12876,MA010120220813042120,카페엘,,3111069,508335,150338,106608,54703,53396,75465,67826,3111069.0,17_21,75465.0,20244.0,54703
12877,MA010120220800030036,폴링,,3120009,50481,4901,9112,10058,10692,11311,4407,3120009.0,17_21,11311.0,20244.0,10058
12878,MA0101202409A0143293,아앤아,,3110170,311705,102755,67461,29987,27721,41391,42389,3110170.0,11_14,29987.0,20244.0,29987
12879,MA010120220809940781,투썸플레이스,,3120030,39109,3714,7949,8130,7926,8205,3185,3120030.0,11_14,8130.0,20244.0,8130
12880,MA0101202409A0092031,카페Rachel,,3110249,179053,49363,37887,20770,19346,27837,23851,3110249.0,11_14,20770.0,20244.0,20770
12881,MA0101202209A0039356,어스커피,,3110092,410709,110019,86541,46659,46855,66609,54025,,,,,46659
12882,MA0101202411A0133498,블랙시드선유도,,3110762,46010,11948,9943,5896,5780,7036,5408,3110762.0,11_14,5896.0,20244.0,5896
12883,MA0106202406A2465595,스타벅스,선유도역 1번출구,3110762,46007,11947,9942,5896,5779,7036,5407,3110762.0,11_14,5896.0,20244.0,5896
12884,MA010120220806530810,백곰커피,,3110358,112198,29848,22849,13272,13125,18379,14726,3110358.0,11_14,13272.0,20244.0,13272
12885,MA010120220807333573,카페84,,3110398,130674,37892,27029,14469,14084,20054,17147,3110398.0,11_14,14469.0,20244.0,14469
12886,MA0101202305A0130211,수커피호프,,3130111,171311,40594,33107,20489,22138,32458,22525,3130111.0,11_14,20489.0,20244.0,20489
12887,MA010120220804552474,강동사회적기업협의회,,3111052,80420,22173,16746,9143,9213,12792,10352,3111052.0,14_17,9213.0,20244.0,9143
12888,MA0101202303A0073816,로스터스로스터리:삼성,,3120215,38303,5670,8414,7297,7102,6576,3244,3120215.0,11_14,7297.0,20244.0,7297
12889,MA0101202311A0040813,망상,,3110406,25429,5294,5445,3216,3618,4792,3065,3110406.0,11_14,3216.0,20244.0,3216
12890,MA0101202306A0093263,커피에반하다,,3110832,132392,29799,26996,17129,17383,24541,16545,,,,,17129
12891,MA010120220803345726,더벤티봉천역점,,3130290,41112,9509,8066,4889,5092,7910,5646,3130290.0,17_21,7910.0,20244.0,4889
12892,MA010120220803842405,모베터블루,,3120012,33754,4867,5290,4984,5903,8741,3969,3120012.0,17_21,8741.0,20244.0,4984
12893,MA0101202406A0512568,캔디로그,,3120103,20806,3857,2793,2808,3453,5008,2887,3120103.0,14_17,3453.0,20244.0,2808
12894,MA010120220807436038,카페;온정,,3110471,187673,61801,38107,16652,16159,26841,28113,,,,,16652
12895,MA010120220806619534,트랙26,,3110542,71107,20462,14996,7687,7368,11018,9576,3110542.0,11_14,7687.0,20244.0,7687
