articleNo,articleName,tradeTypeName,floorInfo,rentPrc,dealOrWarrantPrc,area1,area2,direction,articleConfirmYmd,tagList,latitude,longitude,구,동
2523343218,일반상가,월세,1/16,250,"3,000",46,38,남서향,20250502,"['4년이내', '역세권', '1층', '관리비10만원이하']",37.613101,126.914546,은평구,갈현동
2523256989,일반상가,월세,1/5,160,"2,000",41,40,남향,20250502,"['25년이상', '1층', '주차가능', '총5층']",37.619162,126.915688,은평구,갈현동
2523642357,일반상가,월세,2/6,120,"1,500",75,75,동향,20250502,"['25년이상', '융자금없는', '지상층(1층제외)', '관리비10만원이하']",37.618793,126.915913,은평구,갈현동
2523221340,일반상가,월세,4/5,120,"2,000",96,96,남향,20250502,"['25년이내', '역세권', '고층', '관리비20만원이하']",37.620948,126.918016,은평구,갈현동
2523405368,일반상가,월세,2/5,180,"3,000",170,165,남동향,20250502,"['10년이내', '중층', '주차가능', '총5층']",37.620665,126.916182,은평구,갈현동
2523483000,일반상가,월세,1/4,70,"1,500",28,28,남서향,20250502,"['25년이내', '1층', '총4층', '남서향']",37.616721,126.912882,은평구,갈현동
2523345124,일반상가,월세,2/4,140,"2,000",90,90,남서향,20250502,"['15년이내', '융자금없는', '역세권', '중층']",37.618568,126.918808,은평구,갈현동
2523450651,일반상가,월세,3/4,60,"1,000",52,52,남동향,20250502,"['25년이상', '고층', '관리비10만원이하', '주차가능']",37.620447,126.915778,은평구,갈현동
2523642547,일반상가,월세,2/4,100,"1,500",64,64,서향,20250502,"['25년이상', '융자금없는', '역세권', '중층']",37.620792,126.918376,은평구,갈현동
2523477687,일반상가,월세,1/2,170,"2,000",38,38,동향,20250502,"['25년이상', '역세권', '1층', '총2층']",37.612956,126.91548,은평구,갈현동
2523555093,일반상가,월세,전체층/2,250,"3,000",241,241,남동향,20250502,"['25년이내', '역세권', '총2층', '남동향']",37.61523,126.916831,은평구,갈현동
2523556793,일반상가,월세,1/2,350,"7,000",155,155,북서향,20250502,"['25년이상', '융자금없는', '역세권', '1층']",37.618508,126.918328,은평구,갈현동
2523605122,일반상가,월세,1/2,70,"1,000",22,22,남동향,20250502,"['25년이상', '역세권', '1층', '관리비10만원이하']",37.614812,126.916564,은평구,갈현동
2523557446,일반상가,월세,1/2,500,1억,89,89,남향,20250502,"['25년이상', '역세권', '1층', '총2층']",37.619111,126.919315,은평구,갈현동
2523391054,일반상가,월세,전체층/3,115,"2,000",97,90,남향,20250502,"['25년이상', '역세권', '총3층', '남향']",37.621188,126.916802,은평구,갈현동
2523408400,일반상가,월세,B1/3,60,"1,000",87,87,남향,20250502,"['25년이상', '융자금없는', '지하층', '총3층']",37.615199,126.909982,은평구,갈현동
2523306766,일반상가,월세,1/2,170,"2,000",46,46,북동향,20250502,"['25년이상', '역세권', '1층', '총2층']",37.612956,126.91548,은평구,갈현동
2523345020,일반상가,월세,6/6,240,"3,000",135,135,남향,20250502,"['25년이상', '융자금없는', '역세권', '고층']",37.619483,126.919642,은평구,갈현동
2523511888,일반상가,월세,2/2,160,"3,000",157,157,동향,20250502,"['25년이상', '고층', '관리비10만원이하', '총2층']",37.623496,126.916833,은평구,갈현동
2523543531,일반상가,월세,2/4,150,"3,000",102,102,동향,20250502,"['25년이상', '역세권', '중층', '관리비10만원이하']",37.622062,126.91884,은평구,갈현동
2523344892,일반상가,월세,3/5,100,"2,700",137,137,서향,20250501,"['25년이상', '융자금없는', '역세권', '중층']",37.620616,126.917265,은평구,갈현동
2523390476,일반상가,월세,1/5,185,"4,000",36,36,남향,20250501,"['25년이내', '융자금적은', '역세권', '1층']",37.618181,126.918026,은평구,갈현동
2523390454,일반상가,월세,5/6,200,"5,000",155,155,동향,20250501,"['25년이상', '융자금없는', '역세권', '고층']",37.619609,126.919193,은평구,갈현동
2523390301,일반상가,월세,1/2,150,"2,500",37,37,서향,20250501,"['25년이상', '융자금적은', '1층', '총2층']",37.61602,126.914026,은평구,갈현동
2523390695,일반상가,월세,B1/5,120,"2,000",184,184,동향,20250501,"['25년이내', '융자금적은', '역세권', '지하층']",37.618099,126.918217,은평구,갈현동
2523103439,일반상가,월세,1/3,200,"5,000",99,99,북동향,20250430,"['25년이상', '1층', '총3층', '북동향']",37.623344,126.917382,은평구,갈현동
2523027153,단지내상가,월세,1/3,40,500,23,23,북동향,20250430,"['25년이상', '1층', '주차가능', '총3층']",37.62301,126.910459,은평구,갈현동
2523142666,일반상가,월세,1/5,110,"2,000",33,33,남향,20250430,"['25년이내', '역세권', '1층', '주차가능']",37.620948,126.918016,은평구,갈현동
2523103072,일반상가,월세,2/3,260,"3,000",165,165,남동향,20250430,"['25년이상', '융자금적은', '역세권', '중층']",37.618294,126.917766,은평구,갈현동
2523103470,일반상가,월세,3/3,170,"2,500",165,165,남동향,20250430,"['25년이상', '융자금적은', '역세권', '고층']",37.618294,126.917766,은평구,갈현동
2523160515,일반상가,월세,1/3,350,"6,000",85,85,서향,20250430,"['10년이내', '역세권', '1층', '총3층']",37.618426,126.919276,은평구,갈현동
2523032826,일반상가,월세,1/6,150,"3,000",42,42,남동향,20250430,"['25년이내', '역세권', '1층', '관리비20만원이하']",37.620027,126.917034,은평구,갈현동
2523108250,일반상가,월세,1/1,120,"1,500",35,35,남동향,20250430,"['25년이상', '역세권', '1층', '남동향']",37.615185,126.917757,은평구,갈현동
2523172010,일반상가,월세,1/4,50,500,24,24,남서향,20250430,"['25년이상', '1층', '총4층', '남서향']",37.61836,126.91522,은평구,갈현동
2523033381,일반상가,월세,1/3,230,"1,500",28,28,북동향,20250430,"['25년이상', '융자금없는', '역세권', '1층']",37.618674,126.919409,은평구,갈현동
2523143512,일반상가,월세,1/3,160,"3,000",60,60,서향,20250430,"['25년이상', '1층', '총3층', '서향']",37.624715,126.919352,은평구,갈현동
2523174377,일반상가,월세,2/3,80,"1,000",85,80,남동향,20250430,"['25년이상', '중층', '총3층', '베란다']",37.615199,126.909982,은평구,갈현동
2522785043,일반상가,월세,B1/4,150,"3,000",225,132,남동향,20250429,"['25년이내', '역세권', '지하층', '총4층']",37.616787,126.918697,은평구,갈현동
2522920360,일반상가,월세,1/2,140,"1,500",39,39,북향,20250429,"['25년이상', '융자금없는', '역세권', '1층']",37.617489,126.919006,은평구,갈현동
2523001194,일반상가,월세,1/5,160,"2,000",39,39,서향,20250429,"['25년이상', '융자금적은', '1층', '관리비10만원이하']",37.619162,126.915688,은평구,갈현동
2523002939,일반상가,매매,1/6,,"3억 2,000",29,28,서향,20250429,"['4년이내', '1층', '주차가능', '서향']",37.617369,126.915235,은평구,갈현동
2522967631,일반상가,월세,4/14,687,"6,870",302,188,동향,20250429,"['25년이내', '융자금없는', '역세권', '지상층(1층제외)']",37.619683,126.92029,은평구,갈현동
2522953169,일반상가,월세,1/4,140,"1,800",74,74,북향,20250429,"['25년이내', '1층', '총4층', '북향']",37.617408,126.917163,은평구,갈현동
2522950941,일반상가,월세,1/6,50,"1,500",99,30,북향,20250429,"['25년이상', '1층', '북향']",37.623888,126.919011,은평구,갈현동
2523000340,일반상가,월세,2/5,80,"2,000",80,67,남향,20250429,"['25년이내', '융자금없는', '중층', '관리비10만원이하']",37.615875,126.914066,은평구,갈현동
2522882037,일반상가,월세,2/4,700,"1억 5,000",301,301,남동향,20250429,"['25년이상', '역세권', '중층', '주차가능']",37.612289,126.916048,은평구,갈현동
2522786822,일반상가,월세,1/3,60,100,20,20,남동향,20250429,"['25년이상', '역세권', '1층', '총3층']",37.62104,126.917622,은평구,갈현동
2522784895,일반상가,월세,2/5,250,"3,000",180,180,북동향,20250429,"['25년이상', '중층', '총5층', '북동향']",37.621063,126.916339,은평구,갈현동
2522935583,일반상가,월세,1/2,130,"3,000",23,23,북향,20250429,"['25년이상', '역세권', '1층', '총2층']",37.61936,126.91786,은평구,갈현동
2522784568,일반상가,월세,3/4,120,"2,000",82,82,남동향,20250429,"['25년이내', '역세권', '고층', '총4층']",37.618461,126.919039,은평구,갈현동
2522877970,일반상가,월세,2/4,275,"3,000",131,131,,20250429,"['25년이상', '역세권', '중층', '총4층']",37.619494,126.918558,은평구,갈현동
2522831535,일반상가,월세,2/5,160,"6,000",90,90,서향,20250429,"['25년이상', '융자금없는', '역세권', '중층']",37.623253,126.919207,은평구,갈현동
2522871448,일반상가,월세,1/2,230,"2,500",26,26,남향,20250429,"['25년이상', '융자금없는', '역세권', '1층']",37.618976,126.919286,은평구,갈현동
2522874045,일반상가,월세,1/2,220,"3,000",56,56,,20250429,"['25년이상', '융자금없는', '역세권', '1층']",37.618119,126.919611,은평구,갈현동
2522785095,일반상가,월세,1/6,80,"2,000",29,29,서향,20250429,"['4년이내', '1층', '주차가능', '서향']",37.622616,126.917841,은평구,갈현동
2522825809,일반상가,월세,2/3,80,"1,000",69,69,남향,20250429,"['25년이상', '중층', '총3층', '현관보안']",37.615199,126.909982,은평구,갈현동
2522867620,일반상가,월세,2/2,350,"7,000",148,148,남향,20250429,"['25년이상', '역세권', '고층', '총2층']",37.619401,126.918371,은평구,갈현동
2522785329,일반상가,월세,2/4,120,"2,000",98,98,남향,20250429,"['25년이상', '중층', '총4층', '남향']",37.61909,126.915858,은평구,갈현동
2522868056,일반상가,월세,2/2,230,"5,000",82,82,남향,20250429,"['25년이상', '역세권', '고층', '총2층']",37.619401,126.918371,은평구,갈현동
2522870297,일반상가,월세,1/2,500,1억,170,170,남향,20250429,"['25년이상', '융자금없는', '역세권', '1층']",37.619111,126.919315,은평구,갈현동
2522890675,일반상가,월세,2/4,220,"3,000",147,147,동향,20250429,"['25년이내', '역세권', '중층', '관리비10만원이하']",37.618755,126.918697,은평구,갈현동
2522948697,일반상가,월세,1/4,80,"2,000",27,25,남향,20250429,"['25년이상', '1층', '주차가능', '총4층']",37.623702,126.91925,은평구,갈현동
2522866968,일반상가,월세,1/2,320,1억,49,49,남향,20250429,"['25년이상', '역세권', '1층', '총2층']",37.619401,126.918371,은평구,갈현동
2522785209,일반상가,월세,2/5,150,"3,000",137,137,서향,20250429,"['25년이상', '역세권', '중층', '총5층']",37.620616,126.917265,은평구,갈현동
2522784653,일반상가,월세,4/6,300,"5,000",196,196,남서향,20250429,"['25년이상', '역세권', '중층', '남서향']",37.619609,126.919193,은평구,갈현동
2522922266,일반상가,월세,1/6,525,1억,373,150,서향,20250429,"['25년이상', '역세권', '1층', '주차가능']",37.618191,126.917203,은평구,갈현동
2522919816,일반상가,월세,1/4,180,"2,000",77,77,서향,20250429,"['25년이상', '테라스', '역세권', '1층']",37.617109,126.918388,은평구,갈현동
2522777732,일반상가,월세,B1/4,200,"3,000",143,143,남동향,20250429,"['25년이상', '역세권', '지하층', '총4층']",37.619439,126.91887,은평구,갈현동
2522867397,일반상가,월세,1/2,250,"6,000",43,43,남향,20250429,"['25년이상', '역세권', '1층', '총2층']",37.619401,126.918371,은평구,갈현동
2522947776,일반상가,월세,1/6,525,1억,165,165,동향,20250429,"['25년이상', '융자금적은', '역세권', '1층']",37.618191,126.917203,은평구,갈현동
2523008189,일반상가,월세,2/3,180,"5,000",187,187,남향,20250429,"['25년이상', '역세권', '중층', '주차가능']",37.62351,126.918953,은평구,갈현동
2522921850,일반상가,월세,2/5,250,"4,000",121,121,서향,20250429,"['15년이내', '역세권', '중층', '관리비10만원이하']",37.619678,126.918908,은평구,갈현동
2523030924,일반상가,월세,2/5,80,"1,000",48,48,북동향,20250429,"['15년이내', '융자금없는', '중층', '관리비10만원이하']",37.620891,126.914562,은평구,갈현동
2522988264,일반상가,월세,1/4,75,"1,000",31,31,서향,20250429,"['10년이내', '융자금없는', '1층', '관리비10만원이하']",37.624227,126.917961,은평구,갈현동
2522874271,일반상가,월세,1/2,250,"3,000",26,26,,20250429,"['25년이상', '융자금적은', '역세권', '1층']",37.619119,126.918338,은평구,갈현동
2522991849,일반상가,월세,1/2,130,"2,000",26,26,남서향,20250429,"['25년이상', '융자금없는', '역세권', '1층']",37.619023,126.919073,은평구,갈현동
2522953550,일반상가,월세,5/5,80,"1,500",33,33,북향,20250429,"['15년이내', '역세권', '고층', '엘리베이터']",37.619678,126.918908,은평구,갈현동
2522952357,일반상가,월세,2/4,400,"5,000",45,45,남동향,20250429,"['25년이상', '역세권', '중층', '총4층']",37.620114,126.919284,은평구,갈현동
2522897994,일반상가,월세,1/2,160,"2,500",40,40,북향,20250429,"['25년이상', '역세권', '1층', '총2층']",37.617531,126.918909,은평구,갈현동
2522888723,일반상가,월세,3/3,90,"2,000",76,76,서향,20250429,"['25년이상', '역세권', '고층', '관리비10만원이하']",37.621188,126.916802,은평구,갈현동
2522920053,일반상가,월세,1/2,200,"4,000",42,42,,20250429,"['25년이상', '융자금없는', '역세권', '1층']",37.619437,126.919341,은평구,갈현동
2522881525,일반상가,월세,1/4,400,1억,72,72,남서향,20250429,"['25년이상', '역세권', '1층', '관리비10만원이하']",37.612289,126.916048,은평구,갈현동
2522893964,일반상가,월세,2/4,370,"6,000",66198,198,남향,20250429,"['25년이상', '역세권', '중층', '관리비20만원이하']",37.619578,126.918119,은평구,갈현동
2522872928,일반상가,월세,1/4,110,"2,000",33,33,,20250429,"['25년이내', '융자금적은', '역세권', '1층']",37.615709,126.917979,은평구,갈현동
2522784688,일반상가,월세,2/5,210,"2,500",93,93,북서향,20250429,"['25년이상', '역세권', '중층', '총5층']",37.617827,126.91887,은평구,갈현동
2522872701,일반상가,월세,1/3,240,"1,500",30,30,,20250429,"['25년이상', '융자금없는', '역세권', '1층']",37.618674,126.919409,은평구,갈현동
2522784734,일반상가,월세,5/6,150,"2,000",91,91,동향,20250429,"['25년이상', '역세권', '고층', '엘리베이터']",37.619946,126.919339,은평구,갈현동
2522785365,일반상가,월세,1/13,300,"5,000",28,20,남서향,20250429,"['25년이내', '역세권', '1층', '주차가능']",37.619081,126.920251,은평구,갈현동
2522784264,일반상가,월세,B1/4,110,"3,000",53,53,남서향,20250429,"['25년이상', '역세권', '지하층', '총4층']",37.619915,126.919663,은평구,갈현동
2522784488,일반상가,월세,1/2,300,"4,000",179,179,동향,20250429,"['25년이상', '역세권', '1층', '급매']",37.620065,126.917725,은평구,갈현동
2522885223,일반상가,월세,1/4,240,"5,000",36,36,남향,20250429,"['25년이상', '역세권', '1층', '주차가능']",37.618832,126.919615,은평구,갈현동
2522785422,일반상가,월세,1/5,125,"3,000",33,33,북서향,20250429,"['25년이상', '역세권', '1층', '주차가능']",37.619657,126.917743,은평구,갈현동
2522785390,일반상가,월세,2/4,150,"2,000",72,72,북동향,20250429,"['25년이상', '역세권', '중층', '총4층']",37.619136,126.91802,은평구,갈현동
2523018741,일반상가,월세,1/3,70,"1,000",30,30,북동향,20250429,"['25년이상', '1층', '총3층', '북동향']",37.621303,126.913766,은평구,갈현동
2522676263,일반상가,월세,1/2,70,"1,500",29,29,북동향,20250428,"['25년이상', '1층', '총2층', '북동향']",37.620525,126.915214,은평구,갈현동
2522730964,일반상가,월세,1/5,100,"2,000",74,64,서향,20250428,"['25년이내', '1층', '주차가능', '총5층']",37.617008,126.912547,은평구,갈현동
2522730664,일반상가,월세,2/4,70,"2,000",102,46,북서향,20250428,"['25년이상', '역세권', '중층', '관리비10만원이하']",37.62051,126.917161,은평구,갈현동
2522712124,일반상가,월세,2/5,300,"5,000",147,147,북서향,20250428,"['10년이내', '융자금없는', '역세권', '중층']",37.619618,126.918795,은평구,갈현동
2522681187,일반상가,월세,1/6,160,"3,000",30,29,남서향,20250428,"['10년이내', '1층', '관리비10만원이하', '주차가능']",37.613889,126.912078,은평구,갈현동
2522684210,일반상가,월세,1/2,400,"5,000",99,99,동향,20250428,"['25년이상', '역세권', '1층', '주차가능']",37.621536,126.919553,은평구,갈현동
2522616379,일반상가,월세,2/5,180,"2,000",170,170,남동향,20250428,"['25년이상', '융자금없는', '중층', '주차가능']",37.620665,126.916182,은평구,갈현동
2522195853,일반상가,월세,1/4,90,"1,500",26,26,북향,20250428,"['25년이상', '1층', '주차가능', '총4층']",37.623319,126.917905,은평구,갈현동
2522766346,일반상가,월세,2/5,130,"2,000",119,119,북동향,20250428,"['25년이상', '중층', '관리비10만원이하', '주차가능']",37.614438,126.911156,은평구,갈현동
2522508030,일반상가,월세,1/5,80,"1,500",27,27,북서향,20250428,"['25년이상', '1층', '관리비10만원이하', '총5층']",37.62335,126.917215,은평구,갈현동
2522802572,일반상가,월세,3/4,120,"2,000",85,85,동향,20250428,"['25년이내', '융자금적은', '역세권', '고층']",37.618813,126.918154,은평구,갈현동
2522551098,일반상가,월세,1/6,100,"5,000",62,62,서향,20250428,"['25년이내', '역세권', '1층', '주차가능']",37.621029,126.916766,은평구,갈현동
2522631469,일반상가,월세,2/4,340,"4,000",162,162,남동향,20250428,"['25년이상', '역세권', '중층', '총4층']",37.619515,126.919016,은평구,갈현동
2522515724,일반상가,월세,1/3,80,"1,000",25,25,서향,20250428,"['25년이상', '1층', '총3층', '서향']",37.623821,126.917944,은평구,갈현동
2522716891,일반상가,월세,1/5,140,"4,000",41,21,남동향,20250428,"['25년이내', '융자금없는', '역세권', '1층']",37.617427,126.919149,은평구,갈현동
2522572750,일반상가,월세,1/3,270,"3,000",83,83,서향,20250428,"['25년이상', '1층', '관리비10만원이하', '주차가능']",37.623559,126.919279,은평구,갈현동
2522576212,일반상가,월세,3/5,60,"2,000",99,99,서향,20250428,"['25년이상', '중층', '관리비10만원이하', '총5층']",37.623888,126.919011,은평구,갈현동
2522729775,일반상가,월세,1/6,80,"2,000",55,28,서향,20250428,"['4년이내', '1층', '관리비10만원이하', '주차가능']",37.622616,126.917841,은평구,갈현동
2522732577,일반상가,월세,1/4,75,"1,000",62,31,서향,20250428,"['10년이내', '1층', '관리비10만원이하', '주차가능']",37.624227,126.917961,은평구,갈현동
2522510812,일반상가,월세,2/4,60,"2,000",51,51,남동향,20250428,"['25년이상', '역세권', '중층', '주차가능']",37.62051,126.917161,은평구,갈현동
2522732736,일반상가,월세,1/6,380,"6,000",69,69,남향,20250428,"['10년이내', '1층', '관리비20만원이하', '주차가능']",37.613889,126.912078,은평구,갈현동
2522574544,일반상가,월세,1/3,70,"1,000",34,34,동향,20250428,"['25년이상', '1층', '관리비10만원이하', '총3층']",37.623049,126.917653,은평구,갈현동
2522545625,일반상가,월세,1/3,130,"1,500",19,19,남동향,20250428,"['25년이상', '역세권', '1층', '총3층']",37.623275,126.918935,은평구,갈현동
2522575107,일반상가,월세,1/2,220,"3,500",86,56,북동향,20250428,"['25년이상', '역세권', '1층', '총2층']",37.617797,126.918303,은평구,갈현동
2522544690,일반상가,월세,1/4,60,"1,000",26,26,남동향,20250428,"['25년이상', '1층', '총4층', '남동향']",37.620746,126.915222,은평구,갈현동
2522527877,일반상가,월세,1/4,60,"1,000",29,29,남서향,20250428,"['25년이상', '융자금적은', '1층', '관리비10만원이하']",37.620746,126.915222,은평구,갈현동
2522468631,일반상가,월세,1/4,90,"1,000",28,28,남서향,20250428,"['10년이내', '1층', '주차가능', '총4층']",37.615564,126.914794,은평구,갈현동
2522686317,일반상가,월세,1/4,80,"1,800",36,36,남동향,20250428,"['25년이상', '1층', '총4층', '남동향']",37.61612,126.913641,은평구,갈현동
2522576705,일반상가,월세,1/5,50,"1,500",33,33,동향,20250428,"['25년이상', '1층', '관리비10만원이하', '총5층']",37.623888,126.919011,은평구,갈현동
2522492790,일반상가,매매,1/6,,"6억 3,000",66,56,동향,20250427,"['4년이내', '역세권', '1층', '관리비10만원이하']",37.61497,126.91555,은평구,갈현동
2522445163,일반상가,월세,1/14,150,"3,500",66,40,북동향,20250426,"['10년이내', '융자금없는', '역세권', '1층']",37.612643,126.916144,은평구,갈현동
2522415301,일반상가,월세,1/3,160,"3,000",59,56,남동향,20250426,"['25년이상', '1층', '주차가능', '총3층']",37.624715,126.919352,은평구,갈현동
2522432085,일반상가,월세,3/4,150,"2,000",121,121,동향,20250426,"['25년이내', '고층', '관리비10만원이하', '주차가능']",37.617965,126.914905,은평구,갈현동
2522324006,일반상가,월세,2/2,110,"8,500",79,79,서향,20250426,"['25년이상', '융자금없는', '역세권', '고층']",37.619149,126.918773,은평구,갈현동
2522309623,일반상가,월세,1/2,100,"1,500",42,42,동향,20250426,"['25년이상', '1층', '관리비10만원이하', '총2층']",37.623835,126.919604,은평구,갈현동
2522325314,일반상가,월세,4/14,687,"6,870",302,188,남동향,20250426,"['25년이내', '융자금없는', '역세권', '지상층(1층제외)']",37.619754,126.92023,은평구,갈현동
2522323698,일반상가,월세,2/5,180,"3,000",124,124,남동향,20250426,"['15년이내', '융자금없는', '중층', '관리비20만원이하']",37.619298,126.915363,은평구,갈현동
2522429675,일반상가,월세,3/6,385,"6,500",192,192,남향,20250426,"['25년이상', '역세권', '중층', '주차가능']",37.619483,126.919642,은평구,갈현동
2522455903,일반상가,매매,1/6,,"3억 6,000",32,28,북향,20250426,"['4년이내', '1층', '주차가능', '북향']",37.619536,126.914788,은평구,갈현동
2522413850,일반상가,월세,1/4,125,"2,000",61,61,동향,20250426,"['25년이내', '역세권', '1층', '주차가능']",37.62154,126.91759,은평구,갈현동
2522334258,일반상가,월세,1/3,130,"2,000",89,48,남동향,20250426,"['25년이상', '1층', '총3층', '남동향']",37.623666,126.917933,은평구,갈현동
2522445066,일반상가,월세,1/4,220,"4,000",40,40,남서향,20250426,"['25년이상', '역세권', '1층', '관리비10만원이하']",37.611965,126.916611,은평구,갈현동
2522446276,일반상가,월세,4/4,460,"8,000",322,322,남서향,20250426,"['25년이상', '역세권', '고층', '주차가능']",37.611965,126.916611,은평구,갈현동
2522338471,일반상가,월세,1/2,80,"1,000",45,43,남동향,20250426,"['25년이상', '1층', '총2층', '화재경보기']",37.625381,126.919777,은평구,갈현동
2522420009,일반상가,월세,1/2,100,"2,000",60,60,서향,20250426,"['25년이상', '융자금없는', '1층', '총2층']",37.622618,126.917073,은평구,갈현동
2522436929,일반상가,월세,1/13,"1,400",3억,75,53,북서향,20250426,"['25년이내', '역세권', '1층', '관리비20만원이하']",37.619081,126.920251,은평구,갈현동
2522351982,일반상가,월세,2/9,120,"2,000",112,62,남향,20250426,"['10년이내', '융자금없는', '지상층(1층제외)', '관리비10만원이하']",37.623629,126.917433,은평구,갈현동
2522453415,일반상가,월세,1/13,"1,400",3억,72,53,동향,20250426,"['25년이내', '역세권', '1층', '주차가능']",37.619081,126.920251,은평구,갈현동
2522366506,일반상가,월세,1/4,130,"2,000",79,79,남동향,20250426,"['25년이상', '1층', '총4층', '남동향']",37.624063,126.919006,은평구,갈현동
2522338888,일반상가,월세,1/2,100,"1,000",49,42,남동향,20250426,"['25년이상', '1층', '총2층', '남동향']",37.623835,126.919604,은평구,갈현동
2522431641,복합상가,월세,5/5,80,"1,500",36,33,북향,20250426,"['15년이내', '역세권', '고층', '관리비10만원이하']",37.619678,126.918908,은평구,갈현동
2522426986,일반상가,월세,5/5,300,1억,195,195,북동향,20250426,"['25년이상', '융자금적은', '고층', '엘리베이터']",37.61847,126.916648,은평구,갈현동
2522425093,일반상가,월세,2/5,460,"1억 2,000",330,330,남동향,20250426,"['25년이상', '융자금적은', '역세권', '중층']",37.620372,126.916078,은평구,갈현동
2522431903,일반상가,월세,2/4,160,"2,000",121,121,동향,20250426,"['25년이내', '중층', '관리비10만원이하', '주차가능']",37.617965,126.914905,은평구,갈현동
2522425507,일반상가,월세,1/4,"1,100","2억 5,000",374,374,남서향,20250426,"['25년이상', '역세권', '1층', '주차가능']",37.612289,126.916048,은평구,갈현동
2522456460,일반상가,월세,1/14,100,"1,500",24,24,북동향,20250426,"['10년이내', '융자금없는', '역세권', '1층']",37.612643,126.916144,은평구,갈현동
2522455882,일반상가,월세,1/7,"1,200","2억 5,000",185,185,서향,20250426,"['25년이상', '융자금적은', '역세권', '1층']",37.619735,126.919935,은평구,갈현동
2522429207,일반상가,월세,2/5,230,"6,000",161,161,남동향,20250426,"['25년이상', '융자금적은', '역세권', '중층']",37.620372,126.916078,은평구,갈현동
2522091160,일반상가,월세,1/2,80,"1,500",28,28,남동향,20250425,"['25년이상', '역세권', '1층', '관리비10만원이하']",37.614812,126.916564,은평구,갈현동
2522247778,일반상가,월세,1/3,80,"1,000",39,39,서향,20250425,"['25년이상', '1층', '관리비10만원이하', '총3층']",37.61575,126.913787,은평구,갈현동
2522176044,일반상가,월세,4/14,687,"6,870",302,189,동향,20250425,"['25년이내', '역세권', '지상층(1층제외)', '주차가능']",37.619754,126.92023,은평구,갈현동
2522240227,일반상가,월세,1/5,170,"3,000",100,100,북서향,20250425,"['25년이내', '융자금없는', '역세권', '1층']",37.619895,126.917353,은평구,갈현동
2522208432,일반상가,월세,B1/3,70,800,80,80,남동향,20250425,"['25년이상', '지하층', '총3층', '화재경보기']",37.623319,126.917905,은평구,갈현동
2522238651,일반상가,월세,1/5,180,"4,000",33,33,동향,20250425,"['25년이상', '역세권', '1층', '총5층']",37.620888,126.919084,은평구,갈현동
2522140770,일반상가,월세,1/5,190,"2,000",149,66,동향,20250425,"['25년이상', '융자금적은', '역세권', '1층']",37.614295,126.91726,은평구,갈현동
2522152817,단지내상가,월세,B1/4,120,"2,000",90,90,남향,20250425,"['25년이상', '역세권', '지하층', '관리비10만원이하']",37.618642,126.917427,은평구,갈현동
2522146276,일반상가,월세,1/2,600,"9,000",196,196,동향,20250425,"['25년이상', '역세권', '1층', '총2층']",37.619119,126.918338,은평구,갈현동
2522153741,일반상가,월세,2/5,700,1억,119,119,남향,20250425,"['25년이상', '역세권', '중층', '관리비10만원이하']",37.619517,126.92028,은평구,갈현동
2522126145,일반상가,월세,1/3,100,"1,500",27,27,남동향,20250425,"['25년이상', '1층', '총3층', '남동향']",37.620868,126.916347,은평구,갈현동
2522239923,일반상가,월세,1/4,100,"2,000",26,26,남서향,20250425,"['25년이상', '융자금없는', '역세권', '1층']",37.618475,126.917272,은평구,갈현동
2522301297,일반상가,월세,1/5,170,"3,000",71,71,북서향,20250425,"['10년이내', '역세권', '1층', '관리비10만원이하']",37.619282,126.917515,은평구,갈현동
2522199675,단지내상가,월세,B1/3,80,"2,000",73,73,남동향,20250425,"['25년이상', '역세권', '지하층', '총3층']",37.622327,126.919089,은평구,갈현동
2522189353,일반상가,월세,1/5,100,"1,500",83,83,남서향,20250425,"['25년이상', '융자금없는', '1층', '총5층']",37.614164,126.912619,은평구,갈현동
2522239535,일반상가,월세,3/5,400,"8,000",168,119,남동향,20250425,"['25년이상', '융자금없는', '역세권', '중층']",37.620372,126.916078,은평구,갈현동
2522175372,일반상가,월세,7/14,558,"5,587",246,158,동향,20250425,"['25년이내', '역세권', '중층', '주차가능']",37.619754,126.92023,은평구,갈현동
2522222396,일반상가,매매,1/2,,"18억 5,000",273,273,북향,20250425,"['25년이내', '역세권', '1층', '급매']",37.613877,126.914938,은평구,갈현동
2522092110,일반상가,월세,1/6,120,"2,000",33,33,남동향,20250425,"['25년이내', '융자금적은', '역세권', '1층']",37.620027,126.917034,은평구,갈현동
2522278471,일반상가,월세,B1/4,60,"1,000",138,138,서향,20250425,"['25년이상', '융자금없는', '역세권', '지하층']",37.623011,126.91875,은평구,갈현동
2522151069,일반상가,월세,1/3,450,1억,220,66,서향,20250425,"['25년이상', '역세권', '1층', '총3층']",37.618628,126.919524,은평구,갈현동
2522324759,일반상가,월세,3/4,60,"1,000",55,55,남동향,20250425,"['25년이상', '고층', '관리비10만원이하', '주차가능']",37.620447,126.915778,은평구,갈현동
2522291547,일반상가,월세,1/6,80,"2,000",26,26,서향,20250425,"['4년이내', '융자금없는', '1층', '관리비10만원이하']",37.622616,126.917841,은평구,갈현동
2522154172,일반상가,월세,1/5,260,"6,000",40,40,남동향,20250425,"['25년이상', '역세권', '1층', '관리비10만원이하']",37.620372,126.916078,은평구,갈현동
