상가업소번호,상호명,지점명,TRDAR_CD,TRDAR_CD_N,상권업종소분류코드,상권업종소분류명,시도코드,시도명,시군구코드,시군구명,행정동코드,행정동명,법정동코드,법정동명,지번코드,대지구분코드,대지구분명,지번본번지,지번부번지,지번주소,도로명코드,도로명,건물본번지,건물부번지,건물관리번호,건물명,도로명주소,신우편번호,동정보,층정보,호정보,경도,위도,가장가까운_지하철역,지하철역_거리(m),가장가까운_버스정류장,버스정류장_거리(m),반경500m내_카페수,밀집등급,총_유동인구_수,피크_유동인구_수_상권별,기준_년분기_코드,피크_유동인구_수_11~14,상권_코드,상권_코드_명,평균_평일_유동인구_수,평균_주말_유동인구_수,평일_대비_주말_유동인구_비율,전용면적,리뷰수,별점,카페_추정매출
MA010120220802919713,내피커피,,3110759,문래예술촌(문래창작촌),I21201,카페,11,서울특별시,11560,영등포구,11560605,문래동,1156012000,문래동2가,1156012000100420018,1,대지,42.0,18.0,서울특별시 영등포구 문래동2가 42-18,115604154054,서울특별시 영등포구 경인로79길,13.0,1.0,1156012000100420018024274,,서울특별시 영등포구 경인로79길 13-1,7290,,1,,126.893790321157,37.5130877912774,2호선 신도림,517,문래동남성아파트(중),141,66,2,67265,14336.0,20244.0,10711,3110759,문래예술촌(문래창작촌),508329.0,478205.0,0.9407391669568332,66.4459151338317,86.0,4.18,2635169047.834749
MA0101202306A0092272,투고벅스,,3110544,망리단길,I21201,카페,11,서울특별시,11440,마포구,11440690,망원1동,1144012300,망원동,1144012300103380054,1,대지,338.0,54.0,서울특별시 마포구 망원동 338-54,114403112014,서울특별시 마포구 동교로,47.0,6.0,1144012300103380054013652,라움하우징,서울특별시 마포구 동교로 47-6,4018,,1,,126.907483486255,37.553265923412,6호선 망원,387,기업은행서교동지점(최규하대통령가옥),351,177,4,47616,5261.0,20244.0,4991,3110544,망리단길,686121.4,784479.0,1.143353056762258,157.19133969098414,0.0,,456750831.5198499
MA010120220803025529,뎁스Depth,,3110659,화곡역 4번,I21201,카페,11,서울특별시,11500,강서구,11500590,화곡본동,1150010300,화곡동,1150010300100550059,1,대지,55.0,59.0,서울특별시 강서구 화곡동 55-59,115003115011,서울특별시 강서구 초록마을로,56.0,,1150010300100550059018216,,서울특별시 강서구 초록마을로 56,7723,,1,,126.848781852093,37.542240190464,5호선 화곡,738,화곡본동시장,514,16,0,406824,56912.0,20244.0,37776,3110659,화곡역 4번,629155.8,664538.0,1.0562375805801996,136.49509288511018,0.0,,2037122284.1920545
MA0101202310A0048804,스윙바이카페,,3110227,답십리공원,I21201,카페,11,서울특별시,11230,동대문구,11230610,답십리2동,1123010500,답십리동,1123010500100010259,1,대지,1.0,259.0,서울특별시 동대문구 답십리동 1-259,112304115093,서울특별시 동대문구 답십리로59길,24.0,,1123010500100010259019646,,서울특별시 동대문구 답십리로59길 24,2535,,1,,127.066426328228,37.5737000588669,5호선 장한평,1372,촬영소사거리.동답초등학교,165,21,0,83083,10942.0,20244.0,10942,3110227,답십리공원,70375.0,73332.5,1.04202486678508,173.00611282036775,7.0,4.23,1569786595.4008205
MA0101202409A0176187,반쥴,,3120006,종각역,I21201,카페,11,서울특별시,11110,종로구,11110615,종로1.2.3.4가동,1111013500,관철동,1111013500100120016,1,대지,12.0,16.0,서울특별시 종로구 관철동 12-16,111104100140,서울특별시 종로구 삼일대로17길,23.0,,1111013500100120016016476,,서울특별시 종로구 삼일대로17길 23,3190,,3,,126.98617901684,37.5690688030929,1호선 종각,311,종로2가.삼일교(중),126,240,4,27042,5667.0,20244.0,5667,3120006,종각역,455093.6,282052.0,0.6197670105666175,210.34008008365765,791.0,4.359999999999999,18450525297.245827
MA010120220812519431,구할구,,3110041,남산케이블카,I21201,카페,11,서울특별시,11140,중구,11140550,명동,1114012900,남산동2가,1114012900100240013,1,대지,24.0,13.0,서울특별시 중구 남산동2가 24-13,111404103329,서울특별시 중구 퇴계로20길,73.0,,1114012900100240013020304,남산동,서울특별시 중구 퇴계로20길 73,4629,,1,,126.987007218433,37.5582118906954,4호선 명동,314,남산3호터널,382,68,2,27501,5507.0,20244.0,5507,3110041,남산케이블카,45744.0,36897.5,0.8066085169639734,71.23294842520467,347.0,4.390000000000001,5303518942.469462
MA010120220808146371,해머스미스커피강남교보점,,3120187,신논현역,I21201,카페,11,서울특별시,11650,서초구,11650531,서초4동,1165010800,서초동,1165010800113020052,1,대지,1302.0,52.0,서울특별시 서초구 서초동 1302-52,116502121001,서울특별시 서초구 사평대로,362.0,,1165010800113020052019846,,서울특별시 서초구 사평대로 362,6609,,1,,127.022664256498,37.5036277667689,신분당선(연장2)호선 신논현,237,신논현역1번출구,74,125,3,41206,6680.0,20244.0,6680,3120187,신논현역,548752.0,461866.0,0.8416661807155145,340.40446270432113,22.0,5.0,3887760067.744087
MA010120220803203668,리꼬,,3120215,포스코사거리,I21201,카페,11,서울특별시,11680,강남구,11680610,대치2동,1168010600,대치동,1168010600109570024,1,대지,957.0,24.0,서울특별시 강남구 대치동 957-24,116804166429,서울특별시 강남구 삼성로82길,11.0,,1168010600109570024000001,,서울특별시 강남구 삼성로82길 11,6185,,2,,127.058697610619,37.5052371672713,2호선 삼성(무역센터),561,대치사거리,182,146,4,38302,7297.0,20244.0,7297,3120215,포스코사거리,539582.2,317141.5,0.5877538213825438,119.3028704184985,0.0,,1476073788.86933
MA010120220806026831,멜트커피,,3120225,잠실새내역(신천),I21201,카페,11,서울특별시,11710,송파구,11710650,잠실본동,1171010100,잠실동,1171010100101950000,1,대지,195.0,,서울특별시 송파구 잠실동 195,117104169204,서울특별시 송파구 백제고분로7길,6.0,,1171010100101950000000619,,서울특별시 송파구 백제고분로7길 6,5561,,1,,127.079445016549,37.5102616521952,9호선(연장)호선 종합운동장,308,종합운동장사거리,148,60,2,44932,5554.0,20244.0,5554,3120225,잠실새내역(신천),398825.6,418308.5,1.0488506755835132,160.7856181693797,54.0,4.3,6818712845.2561245
MA0101202411A0000185,블랙워터로스터스,강남점,3120189,강남역,I21201,카페,11,서울특별시,11650,서초구,11650520,서초2동,1165010800,서초동,1165010800113210006,1,대지,1321.0,6.0,서울특별시 서초구 서초동 1321-6,116503121016,서울특별시 서초구 서운로,138.0,,1165010800113210006022470,서초동아타워,서울특별시 서초구 서운로 138,6619,,1,,127.025240276733,37.4960587929782,신분당선호선 강남,267,롯데칠성,132,118,3,270774,49512.0,20244.0,49512,3120189,강남역,1195570.4,846809.0,0.7082886963410938,1677.234077607613,0.0,,9827817981.315657
MA010120220804194333,씨스커피,,3120189,강남역,I21201,카페,11,서울특별시,11650,서초구,11650520,서초2동,1165010800,서초동,1165010800113210006,1,대지,1321.0,6.0,서울특별시 서초구 서초동 1321-6,116503121016,서울특별시 서초구 서운로,138.0,,1165010800113210006022470,서초동아타워,서울특별시 서초구 서운로 138,6619,,,,127.025240276733,37.4960587929782,신분당선호선 강남,267,롯데칠성,132,118,3,270774,49512.0,20244.0,49512,3120189,강남역,1195570.4,846809.0,0.7082886963410938,1677.234077607613,0.0,4.5,9827817981.315657
MA0101202406A0338421,원앤하프,,3120189,강남역,I21201,카페,11,서울특별시,11650,서초구,11650520,서초2동,1165010800,서초동,1165010800113210006,1,대지,1321.0,6.0,서울특별시 서초구 서초동 1321-6,116503121016,서울특별시 서초구 서운로,138.0,,1165010800113210006022470,서초동아타워,서울특별시 서초구 서운로 138,6619,,,,127.025240276733,37.4960587929782,신분당선호선 강남,267,롯데칠성,132,118,3,270774,49512.0,20244.0,49512,3120189,강남역,1195570.4,846809.0,0.7082886963410938,1677.234077607613,4.0,5.0,9978805837.686172
MA0101202409A0208422,옵션스페셜티커피서초동아,타워점,3120189,강남역,I21201,카페,11,서울특별시,11650,서초구,11650520,서초2동,1165010800,서초동,1165010800113210006,1,대지,1321.0,6.0,서울특별시 서초구 서초동 1321-6,116503121016,서울특별시 서초구 서운로,138.0,,1165010800113210006022470,서초동아타워,서울특별시 서초구 서운로 138,6619,,1,,127.025240276733,37.4960587929782,신분당선호선 강남,267,롯데칠성,132,118,3,270774,49512.0,20244.0,49512,3120189,강남역,1195570.4,846809.0,0.7082886963410938,1677.234077607613,0.0,,9827817981.315657
MA010120220801145252,카페아이엠티,,3120189,강남역,I21201,카페,11,서울특별시,11650,서초구,11650520,서초2동,1165010800,서초동,1165010800113210006,1,대지,1321.0,6.0,서울특별시 서초구 서초동 1321-6,116503121016,서울특별시 서초구 서운로,138.0,,1165010800113210006022470,서초동아타워,서울특별시 서초구 서운로 138,6619,,1,,127.025240276733,37.4960587929782,신분당선호선 강남,267,롯데칠성,132,118,3,270774,49512.0,20244.0,49512,3120189,강남역,1195570.4,846809.0,0.7082886963410938,1677.234077607613,27.0,4.288,10846986011.816652
MA010120220810124274,메머드커피익스프레스삼성타운점,,3120189,강남역,I21201,카페,11,서울특별시,11650,서초구,11650520,서초2동,1165010800,서초동,1165010800113210006,1,대지,1321.0,6.0,서울특별시 서초구 서초동 1321-6,116503121016,서울특별시 서초구 서운로,138.0,,1165010800113210006022470,서초동아타워,서울특별시 서초구 서운로 138,6619,,,,127.025240276733,37.4960587929782,신분당선호선 강남,267,롯데칠성,132,118,3,270774,49512.0,20244.0,49512,3120189,강남역,1195570.4,846809.0,0.7082886963410938,1677.234077607613,0.0,,9827817981.315657
MA0106202408A0037708,메가엠지씨커피,시청역점,3120021,시청역_8번,I21201,카페,11,서울특별시,11140,중구,11140520,소공동,1114011400,태평로2가,1114011400103410002,1,대지,341.0,2.0,서울특별시 중구 태평로2가 341-2,111402005001,서울특별시 중구 세종대로,81.0,,1114011400103410005022403,,서울특별시 중구 세종대로 81,4514,,1,,126.976434754132,37.5635531649018,2호선 시청,90,시청서소문2청사,78,136,4,14330,3368.0,20244.0,3368,3120021,시청역_8번,89960.8,33054.0,0.3674267014077242,132.20242788047958,29.9375,3.8875,1512856660.5670254
MA010120220811879462,이디야에스프레소신설점,,3120062,신설동역,I21201,카페,11,서울특별시,11110,종로구,11110710,숭인2동,1111017500,숭인동,1111017500102000013,1,대지,200.0,13.0,서울특별시 종로구 숭인동 200-13,111104100030,서울특별시 종로구 난계로29길,30.0,,1111017500102000013001080,,서울특별시 종로구 난계로29길 30,3115,,1,,127.021474379673,37.574239371195,우이신설선호선 신설동,258,숭인동,92,48,1,54451,8490.0,20244.0,8490,3120062,신설동역,285351.4,266745.0,0.9347947828537024,96.1284240747487,16.0,4.24,2612393359.786636
MA0101202406A0074502,메가엠지씨커피선사,사거리점,3120244,암사역,I21201,카페,11,서울특별시,11740,강동구,11740570,암사1동,1174010700,암사동,1174010700104630000,1,대지,463.0,,서울특별시 강동구 암사동 463,117403123023,서울특별시 강동구 올림픽로,816.0,,1174010700104630000015911,,서울특별시 강동구 올림픽로 816,5251,,,,127.129093777128,37.5536820968119,8호선 암사,409,삼성광나루아파트.암사동유적,38,39,1,51078,6606.0,20244.0,6606,3120244,암사역,99412.4,109033.5,1.0967796773843104,213.2430632208232,0.0,3.1,4088184064.805012
MA010120220813567893,빈스바네스,청량리점,3120063,청량리역(청량리),I21201,카페,11,서울특별시,11230,동대문구,11230705,청량리동,1123010700,청량리동,1123010700103110000,1,대지,311.0,,서울특별시 동대문구 청량리동 311,112303105018,서울특별시 동대문구 홍릉로,20.0,,1123010700103100000013962,,서울특별시 동대문구 홍릉로 20,2490,,,,127.044957138812,37.5820714126359,1호선 청량리(서울시립대입구),237,현대코아,33,31,0,46873,7837.0,20244.0,7837,3120063,청량리역(청량리),139011.6,144633.5,1.0404419487294585,202.10768930416268,11.0,4.0,4538402570.388446
MA0101202303A0015009,아토커피,화곡점,3110654,까치산역 4번,I21201,카페,11,서울특별시,11500,강서구,11500540,화곡1동,1150010300,화곡동,1150010300103590063,1,대지,359.0,63.0,서울특별시 강서구 화곡동 359-63,115004145022,서울특별시 강서구 강서로17길,134.0,,1150010300103590063024618,영주빌딩,서울특별시 강서구 강서로17길 134,7766,,1,,126.838337126011,37.5320720888492,5호선 까치산,736,화곡대림아파트,123,42,1,191449,18295.0,20244.0,18295,3110654,까치산역 4번,373993.0,405216.5,1.0834868567058742,205.14522335849068,84.5,3.452500000000001,7929778515.732013
MA0101202406A0133494,플러스82,독산점,3110751,난곡중학교,I21201,카페,11,서울특별시,11545,금천구,11545630,독산3동,1154510200,독산동,1154510200108880020,1,대지,888.0,20.0,서울특별시 금천구 독산동 888-20,115453117009,서울특별시 금천구 문성로,7.0,,1154510200108880020018019,명칭없음,서울특별시 금천구 문성로 7,8550,,,,126.904525775942,37.4764710383956,2호선 구로디지털단지,1016,독산3동주민센터,102,20,0,1055356,,,109693,3110751,난곡중학교,148691.6,155948.0,1.048801680794342,173.33281622606577,3.1818181818181817,3.363636363636364,4643679063.0
MA010120220806621113,메가엠지씨커피은평,역촌점,3110456,구산보건지소,I21201,카페,11,서울특별시,11380,은평구,11380625,역촌동,1138010800,역촌동,1138010800100510079,1,대지,51.0,79.0,서울특별시 은평구 역촌동 51-79,113803111001,서울특별시 은평구 갈현로,88.0,,1138010800100510027015745,,서울특별시 은평구 갈현로 88,3415,,1,,126.910827072454,37.6059676153519,6호선 구산,826,시립서북병원세현교회앞,27,32,0,140979,15407.0,20244.0,15407,3110456,구산보건지소,217408.0,231800.0,1.0661981159846925,30.70453098451713,16.333333333333332,2.9,716234215.7627273
MA0106202212A2426621,T1Cafe&Arena,,3120207,선정릉역,I21201,카페,11,서울특별시,11680,강남구,11680531,논현2동,1168010800,논현동,1168010800102670022,1,대지,267.0,22.0,서울특별시 강남구 논현동 267-22,116804166446,서울특별시 강남구 선릉로115길,4.0,,1168010800102670022007256,,서울특별시 강남구 선릉로115길 4,6100,,,,127.042596630075,37.5124611182908,분당선호선 선정릉,214,한국토지주택공사앞,54,65,2,39087,6188.0,20244.0,6188,3120207,선정릉역,299739.8,227762.5,0.7598673916510253,235.54041192261877,0.0,,1633862812.8472097
MA010120220808271930,피스피스스튜디오,,3110095,한강진역 3번,I21201,카페,11,서울특별시,11170,용산구,11170685,한남동,1117013100,한남동,1117013100106570123,1,대지,657.0,123.0,서울특별시 용산구 한남동 657-123,111704106018,서울특별시 용산구 대사관로11길,30.0,,1117013100106570123000001,,서울특별시 용산구 대사관로11길 30,4401,,1,,127.00187816297,37.5349307764051,6호선 한강진,522,순천향대학병원,331,80,2,20468,3394.0,20244.0,3096,3110095,한강진역 3번,62597.4,58433.0,0.9334732752478536,288.16258751826143,0.0,,1766335474.8387747
MA010120220806576192,선데이모닝,,3120237,경찰병원역,I21201,카페,11,서울특별시,11710,송파구,11710620,가락본동,1171010700,가락동,1171010700100490011,1,대지,49.0,11.0,서울특별시 송파구 가락동 49-11,117104169394,서울특별시 송파구 오금로36길,69.0,10.0,1171010700100490011007391,명칭없음,서울특별시 송파구 오금로36길 69-10,5714,,1,,127.121364315886,37.4978732420449,3호선 경찰병원,354,경찰병원.서울동부고용노동지청,376,62,2,82681,10388.0,20244.0,10388,3120237,경찰병원역,371079.8,353789.0,0.9534040925967946,117.40915064658604,12.0,4.59,1891220331.0767405
MA010120220812532315,푸어링아웃,,3110508,서연중학교,I21201,카페,11,서울특별시,11410,서대문구,11410615,연희동,1141011700,연희동,1141011700101280027,1,대지,128.0,27.0,서울특별시 서대문구 연희동 128-27,114104136251,서울특별시 서대문구 연희로11나길,7.0,7.0,1141011700101280027021137,,서울특별시 서대문구 연희로11나길 7-7,3707,,1,,126.928134864393,37.5672907976692,경의중앙선호선 홍대입구,1080,연희104고지앞.구성산회관(중),233,107,3,69512,8794.0,20244.0,8970,3110508,서연중학교,108142.0,111974.5,1.0354395147121378,132.49381527230304,1234.0,4.3100000000000005,1096195812.2581215
MA0101202409A0201960,페노모브푸어링아웃,,3110508,서연중학교,I21201,카페,11,서울특별시,11410,서대문구,11410615,연희동,1141011700,연희동,1141011700101280027,1,대지,128.0,27.0,서울특별시 서대문구 연희동 128-27,114104136251,서울특별시 서대문구 연희로11나길,7.0,7.0,1141011700101280027021137,,서울특별시 서대문구 연희로11나길 7-7,3707,,1,,126.928134864393,37.5672907976692,경의중앙선호선 홍대입구,1080,연희104고지앞.구성산회관(중),233,107,3,69512,8794.0,20244.0,8970,3110508,서연중학교,108142.0,111974.5,1.0354395147121378,132.49381527230304,0.0,4.2,144530450.7988249
MA010120220803499393,애정커피숍,,3120031,을지로3가역,I21201,카페,11,서울특별시,11140,중구,11140605,을지로동,1114016000,인현동1가,1114016000100310002,1,대지,31.0,2.0,서울특별시 중구 인현동1가 31-2,111404103239,서울특별시 중구 을지로18길,19.0,,1114016000100310002012781,신도빌딩,서울특별시 중구 을지로18길 19,4549,,,,126.994668811403,37.5656006578017,3호선 을지로3가,221,을지로4가,181,162,4,30034,6413.0,20244.0,6413,3120031,을지로3가역,347711.4,181791.0,0.5228215123231507,315.8935683248204,0.0,5.0,2629508790.501409
MA0101202303A0021660,더벤티,,3120081,노원역,I21201,카페,11,서울특별시,11350,노원구,11350640,상계2동,1135010500,상계동,1135010500103480006,1,대지,348.0,6.0,서울특별시 노원구 상계동 348-6,113503110003,서울특별시 노원구 상계로,89.0,,1135010500103480006007531,,서울특별시 노원구 상계로 89,1692,,1,,127.064845732142,37.6568171123417,4호선 노원,150,노원역10번출구,40,87,3,61657,13830.0,20244.0,9436,3120081,노원역,702414.0,710321.5,1.0112576059133218,,,,
MA0101202311A0016217,바빈스커피,고덕점,3111085,묘곡초등학교(고덕아이파크아파트),I21201,카페,11,서울특별시,11740,강동구,11740550,고덕1동,1174010200,고덕동,1174010200106450001,1,대지,645.0,1.0,서울특별시 강동구 고덕동 645-1,117404172099,서울특별시 강동구 동남로81길,94.0,,1174010200106450001023051,,서울특별시 강동구 동남로81길 94,5227,,1,,127.151998858207,37.5589346730135,5호선 고덕,476,강동경희대병원.명일동이마트,638,12,0,66771,15053.0,20244.0,8649,3111085,묘곡초등학교(고덕아이파크아파트),125115.8,121229.5,0.968938375488947,127.03090991149968,21.5,4.5,1715126363.3886817
MA0106202404A1248289,빽다방선정릉역,,3120207,선정릉역,I21201,카페,11,서울특별시,11680,강남구,11680640,역삼1동,1168010100,역삼동,1168010100106820017,1,대지,682.0,17.0,서울특별시 강남구 역삼동 682-17,116804166361,서울특별시 강남구 봉은사로54길,9.0,,1168010100106820017021340,,서울특별시 강남구 봉은사로54길 9,6143,,1,,127.043737226731,37.5093792664519,9호선(연장)호선 선정릉,104,삼성2문화센터,284,70,2,39082,6187.0,20244.0,6187,3120207,선정릉역,299739.8,227762.5,0.7598673916510253,126.34516353355284,0.0,4.53,1255040470.7876706
MA010120220813222977,파스쿠찌서,여의도점,3120148,국회의사당역(국회의사당),I21201,카페,11,서울특별시,11560,영등포구,11560540,여의동,1156011000,여의도동,1156011000100130000,1,대지,13.0,,서울특별시 영등포구 여의도동 13,115602005008,서울특별시 영등포구 국회대로,800.0,,1156011000100130000037219,진미파라곤오피스텔,서울특별시 영등포구 국회대로 800,7238,,,,126.921008105011,37.5310570993957,9호선 국회의사당,429,국회의사당,166,74,2,4533,1000.0,20244.0,1000,3120148,국회의사당역(국회의사당),69330.4,51058.5,0.7364518306543739,2965.584548963205,0.0,4.2,3260280191.3602037
MA010120220813203498,식물학,,3120186,가로수길,I21201,카페,11,서울특별시,11680,강남구,11680510,신사동,1168010700,신사동,1168010700105160016,1,대지,516.0,16.0,서울특별시 강남구 신사동 516-16,116804166022,서울특별시 강남구 강남대로154길,33.0,,1168010700105160016011897,,서울특별시 강남구 강남대로154길 33,6035,,1,,127.021650658006,37.5183683893198,신분당선(연장2)호선 신사,263,신사역8번출구.가로수길,108,138,4,28430,4803.0,20244.0,4803,3120186,가로수길,338676.0,290575.5,0.8579748786450767,198.00784542854916,1387.0,3.905,19047430057.436317
MA010120220804784499,스피드캔커피,,3120021,시청역_8번,I21201,카페,11,서울특별시,11140,중구,11140520,소공동,1114011400,태평로2가,1114011400103400006,1,대지,340.0,6.0,서울특별시 중구 태평로2가 340-6,111403005010,서울특별시 중구 서소문로,138.0,,1114011400103400006022892,대한일보,서울특별시 중구 서소문로 138,4514,,1,,126.976310218577,37.5636522495807,2호선 시청,79,시청서소문2청사,87,131,4,14330,3368.0,20244.0,3368,3120021,시청역_8번,89960.8,33054.0,0.3674267014077242,575.5857908194345,0.0,,1506860825.3300278
MA010120220811199682,민님,,3120072,성신여대,I21201,카페,11,서울특별시,11290,성북구,11290575,동선동,1129011700,동선동2가,1129011700101630000,1,대지,163.0,,서울특별시 성북구 동선동2가 163,112904121212,서울특별시 성북구 보문로30길,74.0,1.0,1129011700101630000045319,,서울특별시 성북구 보문로30길 74-1,2844,,1,,127.019984547146,37.5908179129744,우이신설선호선 성신여대입구(돈암),356,돈암사거리.성신여대입구(중),337,146,4,28256,6254.0,20244.0,3787,3120072,성신여대,392998.4,387972.5,0.9872113983161254,62.75526921526025,0.0,,963108103.9579132
MA010120220804132982,미예,,3120194,언주역(차병원),I21201,카페,11,서울특별시,11680,강남구,11680531,논현2동,1168010800,논현동,1168010800102210013,1,대지,221.0,13.0,서울특별시 강남구 논현동 221-13,116803121022,서울특별시 강남구 논현로,628.0,,1168010800102210013008296,하이타워,서울특별시 강남구 논현로 628,6107,,8,,127.033083036679,37.5097971930202,9호선(연장)호선 언주,287,논현아이파크,283,101,3,41623,7180.0,20244.0,7180,3120194,언주역(차병원),290569.2,210059.0,0.7229224570257274,307.544768969297,0.0,5.0,2100336243.5128984
MA010120220808251360,엠제이키친강남8호지점,,3120199,경복아파트교차로,I21201,카페,11,서울특별시,11680,강남구,11680531,논현2동,1168010800,논현동,1168010800102310006,1,대지,231.0,6.0,서울특별시 강남구 논현동 231-6,116804166564,서울특별시 강남구 언주로113길,10.0,,1168010800102310006008407,지점,서울특별시 강남구 언주로113길 10,6108,,2,,127.03648733814,37.5095078690317,9호선(연장)호선 언주,338,논현아이파크,165,88,3,59530,10118.0,20244.0,10118,3120199,경복아파트교차로,82299.4,62127.5,0.7548961474810266,166.93945534966045,0.0,,1218535389.8902686
MA010120220813762827,포도나무키친강남8호지점,,3120199,경복아파트교차로,I21201,카페,11,서울특별시,11680,강남구,11680531,논현2동,1168010800,논현동,1168010800102310006,1,대지,231.0,6.0,서울특별시 강남구 논현동 231-6,116804166564,서울특별시 강남구 언주로113길,10.0,,1168010800102310006008407,지점,서울특별시 강남구 언주로113길 10,6108,,2,,127.03648733814,37.5095078690317,9호선(연장)호선 언주,338,논현아이파크,165,88,3,59530,10118.0,20244.0,10118,3120199,경복아파트교차로,82299.4,62127.5,0.7548961474810266,166.93945534966045,0.0,,1218535389.8902686
MA0101202406A0140299,팀앤메리,,3120032,충무로역,I21201,카페,11,서울특별시,11140,중구,11140570,필동,1114013700,필동1가,1114013700100030017,1,대지,3.0,17.0,서울특별시 중구 필동1가 3-17,111404103335,서울특별시 중구 퇴계로27길,12.0,3.0,1114013700100030017000001,,서울특별시 중구 퇴계로27길 12-3,4554,,,,126.991816871641,37.5617982898476,3호선 충무로,202,국가인권위.안중근활동터(중),447,153,4,28478,5380.0,20244.0,5380,3120032,충무로역,295059.6,187899.0,0.6368171040698218,132.2455569113584,68.0,4.735,1584629696.4950066
MA010120220802685610,혼합복식,,3110128,성원중학교,I21201,카페,11,서울특별시,11200,성동구,11200650,성수1가1동,1120011400,성수동1가,1120011400106560244,1,대지,656.0,244.0,서울특별시 성동구 성수동1가 656-244,112004109335,서울특별시 성동구 성덕정3길,7.0,1.0,1120011400106560244008880,,서울특별시 성동구 성덕정3길 7-1,4774,,1,,127.047409653683,37.5396875667362,분당선호선 서울숲,497,성수대교북단(경유),1078,28,0,73379,11638.0,20244.0,8599,3110128,성원중학교,166935.2,169706.0,1.016598057210223,138.23309645098362,0.0,4.9,2188987100.0491505
MA010120220813962848,몰루,,3120187,신논현역,I21201,카페,11,서울특별시,11650,서초구,11650560,반포1동,1165010700,반포동,1165010700107380009,1,대지,738.0,9.0,서울특별시 서초구 반포동 738-9,116504163337,서울특별시 서초구 사평대로57길,45.0,,1165010700107380009027529,,서울특별시 서초구 사평대로57길 45,6541,,1,,127.022506707761,37.5062407124155,신분당선(연장2)호선 신논현,289,반포동,90,147,4,41211,6680.0,20244.0,6680,3120187,신논현역,548752.0,461866.0,0.8416661807155145,125.6384496633664,0.0,,2249315777.4439435
MA010120220808570667,세컨드컵커피,,3120189,강남역,I21201,카페,11,서울특별시,11680,강남구,11680640,역삼1동,1168010100,역삼동,1168010100108180006,1,대지,818.0,6.0,서울특별시 강남구 역삼동 818-6,116804166038,서울특별시 강남구 강남대로96길,22.0,,1168010100108180006023726,,서울특별시 강남구 강남대로96길 22,6129,,1,,127.028781289265,37.4999503310172,2호선 강남,231,강남역12번출구,144,196,4,45122,8250.0,20244.0,8250,3120189,강남역,1195570.4,846809.0,0.7082886963410938,170.43028848160776,8.0,5.0,3952562224.899874
MA0101202209A0098659,메가엠지씨커피삼육서울,병원점,3110219,삼육보건대학교,I21201,카페,11,서울특별시,11230,동대문구,11230730,휘경2동,1123010900,휘경동,1123010900102760049,1,대지,276.0,49.0,서울특별시 동대문구 휘경동 276-49,112303005032,서울특별시 동대문구 망우로,78.0,,1123010900102760049006592,,서울특별시 동대문구 망우로 78,2499,,1,,127.062024811373,37.5897581574182,중앙선호선 회기,392,삼육서울병원(중),25,42,1,63891,6456.0,20244.0,6456,3110219,삼육보건대학교,208120.2,214469.0,1.0305054482938223,687.2482769637259,0.0,2.7,2484337191.804979
MA010120220806730551,인왕산대충유원지,,3120002,서촌(경복궁역),I21201,카페,11,서울특별시,11110,종로구,11110515,청운효자동,1111011000,누하동,1111011000100220000,1,대지,22.0,,서울특별시 종로구 누하동 22,111102100002,서울특별시 종로구 필운대로,46.0,,1111011000100220000030767,,서울특별시 종로구 필운대로 46,3036,,4,,126.968821786222,37.5800936700578,3호선 경복궁(정부서울청사),635,경복궁역1번출구,504,110,3,22612,4360.0,20244.0,4083,3120002,서촌(경복궁역),197944.6,194804.5,0.9841364705074046,109.66524436377752,1182.0,4.045,3184937633.7442555
MA0101202302A0011185,메가엠지씨커피불광연신점,,3120090,연신내역,I21201,카페,11,서울특별시,11380,은평구,11380520,불광1동,1138010300,불광동,1138010300103160001,1,대지,316.0,1.0,서울특별시 은평구 불광동 316-1,113803111006,서울특별시 은평구 연서로,270.0,1.0,1138010300103160001038066,전부,서울특별시 은평구 연서로 270-1,3350,,1,,126.92474223795,37.6204201565105,3호선 연신내,352,종로약국,13,43,1,97526,12480.0,20244.0,12480,3120090,연신내역,278511.4,278991.0,1.0017220120971708,107.18115216854112,0.0,2.0,3164593028.2499003
MA010120220810106137,앵글340,,3001494,종로?청계 관광특구,I21201,카페,11,서울특별시,11110,종로구,11110615,종로1.2.3.4가동,1111015400,장사동,1111015400101820002,1,대지,182.0,2.0,서울특별시 종로구 장사동 182-2,111103100021,서울특별시 종로구 청계천로,155.0,,1111015400101820002014413,,서울특별시 종로구 청계천로 155,3193,,3,,126.994861007536,37.5688712812262,1호선 종로3가,315,종로4가.종묘(중),181,125,3,1412667,291013.0,20244.0,291013,3001494,종로?청계 관광특구,1329741.4,913837.0,0.68722911086321,350.654176479241,831.0,4.175,433434480815.8539
MA010120220803508865,프렌즈카페,,3120189,강남역,I21201,카페,11,서울특별시,11680,강남구,11680640,역삼1동,1168010100,역삼동,1168010100108260030,1,대지,826.0,30.0,서울특별시 강남구 역삼동 826-30,116804166743,서울특별시 강남구 테헤란로4길,34.0,,1168010100108260030028077,강남뉴스텔,서울특별시 강남구 테헤란로4길 34,6241,,1,,127.030351691155,37.4961386809369,신분당선호선 강남,212,신분당선강남역(중),162,192,4,45130,8252.0,20244.0,8252,3120189,강남역,1195570.4,846809.0,0.7082886963410938,720.1927001293711,0.0,4.36,5904796786.367694
